Instance....: instances/I_200_15_S_1-99_1.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=2, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1890 |     1890 |       0.00 | s0
    |        2 |        - |     1812 |     1812 |       0.00 | *
    |        3 |        - |     1794 |     1794 |       0.00 | *
    |        8 |        - |     1606 |     1606 |       0.02 | *
    |        9 |        - |     1548 |     1548 |       0.02 | *
    |       10 |        - |     1514 |     1514 |       0.02 | *
    |       13 |        - |     1504 |     1504 |       0.02 | *
    |       14 |        - |     1495 |     1495 |       0.02 | *
    |       23 |        - |     1478 |     1478 |       0.02 | *
    |       26 |        - |     1411 |     1411 |       0.02 | *
    |       33 |        - |     1408 |     1408 |       0.02 | *
    |       34 |        - |     1406 |     1406 |       0.02 | *
    |       37 |        - |     1402 |     1402 |       0.02 | *
    |       39 |        - |     1345 |     1345 |       0.02 | *
    |       41 |        - |     1340 |     1340 |       0.02 | *
    |       43 |        - |     1339 |     1339 |       0.02 | *
    |       46 |        - |     1329 |     1329 |       0.02 | *
    |       47 |        - |     1314 |     1314 |       0.02 | *
    |       48 |        - |     1307 |     1307 |       0.02 | *
    |       49 |        - |     1305 |     1305 |       0.02 | *
    |       51 |        - |     1285 |     1285 |       0.02 | *
    |       59 |        - |     1281 |     1281 |       0.03 | *
    |       61 |        - |     1275 |     1275 |       0.03 | *
    |       67 |        - |     1272 |     1272 |       0.03 | *
    |       76 |        - |     1271 |     1271 |       0.03 | *
    |       83 |        - |     1262 |     1262 |       0.03 | *
    |       89 |        - |     1238 |     1238 |       0.03 | *
    |       91 |        - |     1236 |     1236 |       0.03 | *
    |       95 |        - |     1232 |     1232 |       0.03 | *
    |      103 |        - |     1201 |     1201 |       0.03 | *
    |      105 |        - |     1199 |     1199 |       0.03 | *
    |      107 |        - |     1177 |     1177 |       0.03 | *
    |      109 |        - |     1174 |     1174 |       0.03 | *
    |      118 |        - |     1161 |     1161 |       0.03 | *
    |      120 |        - |     1160 |     1160 |       0.03 | *
    |      134 |        - |     1158 |     1158 |       0.03 | *
    |      136 |        - |     1152 |     1152 |       0.03 | *
    |      137 |        - |     1149 |     1149 |       0.03 | *
    |      141 |        - |     1137 |     1137 |       0.03 | *
    |      148 |        - |     1130 |     1130 |       0.03 | *
    |      153 |        - |     1122 |     1122 |       0.03 | *
    |      166 |        - |     1116 |     1116 |       0.03 | *
    |      169 |        - |     1115 |     1115 |       0.03 | *
    |      178 |        - |     1114 |     1114 |       0.03 | *
    |      180 |        - |     1113 |     1113 |       0.03 | *
    |      183 |        - |     1106 |     1106 |       0.03 | *
    |      184 |        - |     1104 |     1104 |       0.03 | *
    |      188 |        - |     1098 |     1098 |       0.03 | *
    |      191 |        - |     1096 |     1096 |       0.03 | *
    |      193 |        - |     1094 |     1094 |       0.03 | *
    |      200 |        - |     1089 |     1089 |       0.03 | *
    |      205 |        - |     1086 |     1086 |       0.03 | *
    |      229 |        - |     1083 |     1083 |       0.03 | *
    |      236 |        - |     1081 |     1081 |       0.03 | *
    |      237 |        - |     1073 |     1073 |       0.03 | *
    |      279 |        - |     1064 |     1064 |       0.03 | *
    |      285 |        - |     1063 |     1063 |       0.03 | *
    |      290 |        - |     1062 |     1062 |       0.03 | *
    |      291 |        - |     1056 |     1056 |       0.04 | *
