Instance....: instances/I_50_10_S_1-99_1.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |      681 |      681 |       0.01 | s0
    |        4 |        - |      656 |      656 |       0.06 | *
    |        8 |        - |      650 |      650 |       0.06 | *
    |       15 |        - |      642 |      642 |       0.06 | *
    |       17 |        - |      593 |      593 |       0.07 | *
    |       23 |        - |      591 |      591 |       0.07 | *
    |       26 |        - |      561 |      561 |       0.07 | *
    |       30 |        - |      552 |      552 |       0.08 | *
    |       31 |        - |      542 |      542 |       0.08 | *
    |       35 |        - |      536 |      536 |       0.09 | *
    |       38 |        - |      527 |      527 |       0.10 | *
    |       40 |        - |      515 |      515 |       0.10 | *
    |       43 |        - |      510 |      510 |       0.11 | *
    |       44 |        - |      501 |      501 |       0.11 | *
    |       48 |        - |      498 |      498 |       0.11 | *
    |       52 |        - |      495 |      495 |       0.12 | *
    |       53 |        - |      486 |      486 |       0.12 | *
    |       54 |        - |      470 |      470 |       0.12 | *
    |       61 |        - |      448 |      448 |       0.12 | *
    |       65 |        - |      441 |      441 |       0.12 | *
    |       72 |        - |      422 |      422 |       0.12 | *
    |       78 |        - |      421 |      421 |       0.13 | *
    |       94 |        - |      409 |      409 |       0.13 | *
    |      101 |        - |      402 |      402 |       0.13 | *
    |      127 |        - |      400 |      400 |       0.13 | *
    |      139 |        - |      399 |      399 |       0.13 | *
    |      140 |        - |      398 |      398 |       0.14 | *
    |      168 |        - |      385 |      385 |       0.14 | *
    |      173 |        - |      373 |      373 |       0.14 | *
    |      174 |        - |      371 |      371 |       0.15 | *
    |      179 |        - |      366 |      366 |       0.15 | *
    |      180 |        - |      356 |      356 |       0.15 | *
    |      183 |        - |      347 |      347 |       0.16 | *
    |      191 |        - |      344 |      344 |       0.16 | *
    |      298 |        - |      342 |      342 |       0.16 | *
    |      301 |        - |      331 |      331 |       0.17 | *
    |      302 |        - |      329 |      329 |       0.17 | *
    |      307 |        - |      325 |      325 |       0.17 | *
    |      314 |        - |      324 |      324 |       0.17 | *
    |      316 |        - |      321 |      321 |       0.17 | *
    |      318 |        - |      318 |      318 |       0.17 | *
    |      323 |        - |      316 |      316 |       0.18 | *
    |      386 |        - |      315 |      315 |       0.18 | *
    |      411 |        - |      312 |      312 |       0.18 | *
    |      423 |        - |      295 |      295 |       0.20 | *
    |      428 |        - |      293 |      293 |       0.20 | *
    |      432 |        - |      289 |      289 |       0.20 | *
    |      665 |        - |      280 |      280 |       0.20 | *
    |      745 |        - |      267 |      267 |       0.20 | *
    |      753 |        - |      258 |      258 |       0.20 | *
    |      816 |        - |      251 |      251 |       0.21 | *
    |      818 |        - |      249 |      249 |       0.21 | *
    |      830 |        - |      247 |      247 |       0.21 | *
    |      997 |        - |      245 |      245 |       0.22 | *
    |     1081 |        - |      244 |      244 |       0.22 | *
    |     1166 |        - |      243 |      243 |       0.22 | *
    |     1183 |        - |      242 |      242 |       0.22 | *
    |     1254 |        - |      235 |      235 |       0.23 | *
    |     1294 |        - |      234 |      234 |       0.23 | *
    |     1320 |        - |      232 |      232 |       0.24 | *
    |     1861 |        - |      231 |      231 |       0.24 | *
    |     1956 |        - |      227 |      227 |       0.24 | *
    |     1962 |        - |      224 |      224 |       0.25 | *
    |     1994 |        - |      219 |      219 |       0.25 | *
    |     2048 |        - |      217 |      217 |       0.25 | *
    |     2185 |        - |      216 |      216 |       0.26 | *
    |     2220 |        - |      210 |      210 |       0.26 | *
    |     2535 |        - |      209 |      209 |       0.27 | *
    |     2540 |        - |      207 |      207 |       0.27 | *
    |     2559 |        - |      206 |      206 |       0.27 | *
    |     2566 |        - |      205 |      205 |       0.27 | *
    |     2609 |        - |      203 |      203 |       0.28 | *
    |     2833 |        - |      200 |      200 |       0.29 | *
    |     3137 |        - |      199 |      199 |       0.29 | *
    |     3173 |        - |      196 |      196 |       0.29 | *
    |     5061 |        - |      195 |      195 |       0.31 | *
    |     5113 |        - |      194 |      194 |       0.31 | *
    |     5552 |        - |      193 |      193 |       0.31 | *
    |     6260 |        - |      192 |      192 |       0.32 | *
    |     6269 |        - |      189 |      189 |       0.32 | *
    |     7413 |        - |      188 |      188 |       0.33 | *
    |     7492 |        - |      184 |      184 |       0.33 | *
    |     7987 |        - |      180 |      180 |       0.33 | *
    |     8000 |        - |      176 |      176 |       0.36 | *
    |     8060 |        - |      175 |      175 |       0.36 | *
    |     8275 |        - |      172 |      172 |       0.37 | *
    |     8710 |        - |      171 |      171 |       0.37 | *
    |     9007 |        - |      169 |      169 |       0.38 | *
    |     9114 |        - |      168 |      168 |       0.38 | *
    |     9220 |        - |      164 |      164 |       0.39 | *
    |      10K |        - |      163 |      163 |       0.39 | *
    |      11K |        - |      160 |      160 |       0.39 | *
    |      12K |        - |      159 |      159 |       0.40 | *
    |      12K |        - |      158 |      158 |       0.40 | *
    |      13K |        - |      157 |      157 |       0.41 | *
    |      14K |        - |      154 |      154 |       0.41 | *
    |      14K |        - |      153 |      153 |       0.42 | *
    |      15K |        - |      152 |      152 |       0.43 | *
    |      15K |        - |      149 |      149 |       0.43 | *
    |      16K |        - |      148 |      148 |       0.44 | *
    |      16K |        - |      147 |      147 |       0.45 | *
    |      17K |        - |      143 |      143 |       0.45 | *
    |      17K |        - |      141 |      141 |       0.45 | *
    |      17K |        - |      140 |      140 |       0.45 | *
    |      17K |        - |      138 |      138 |       0.45 | *
    |      29K |        - |      136 |      136 |       0.49 | *
    |      29K |        - |      135 |      135 |       0.50 | *
    |      30K |        - |      134 |      134 |       0.53 | *
    |      43K |        - |      133 |      133 |       0.59 | *
    |      43K |        - |      132 |      132 |       0.60 | *
    |      86K |        - |      131 |      131 |       0.71 | *
    |      87K |        - |      128 |      128 |       0.72 | *
    |      88K |        - |      127 |      127 |       0.72 | *
    |      88K |        - |      125 |      125 |       0.72 | *
    |      98K |        - |      124 |      124 |       0.74 | *
    |     105K |        - |      123 |      123 |       0.75 | *
    |     107K |        - |      122 |      122 |       0.76 | *
    |     146K |        - |      121 |      121 |       0.95 | *
    |     407K |        - |      119 |      119 |       2.50 | *
    |     407K |        - |      118 |      118 |       2.50 | *
    |    1896K |        - |      117 |      117 |       4.27 | *
    |    1933K |        - |      115 |      115 |       4.30 | *
    |    1980K |        - |      113 |      113 |       4.35 | *
    |    7580K |        - |      112 |      112 |       7.64 | *
    |      17M |        - |      111 |      111 |      13.00 | *
    \--------------------------------------------------------/

