Instance....: instances/I_200_20_S_1-99_2.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1445 |     1445 |       0.00 | s0
    |        1 |        - |     1431 |     1431 |       0.00 | *
    |        2 |        - |     1416 |     1416 |       0.01 | *
    |        3 |        - |     1348 |     1348 |       0.01 | *
    |        4 |        - |     1338 |     1338 |       0.01 | *
    |        8 |        - |     1323 |     1323 |       0.02 | *
    |       10 |        - |     1277 |     1277 |       0.03 | *
    |       12 |        - |     1255 |     1255 |       0.03 | *
    |       14 |        - |     1240 |     1240 |       0.03 | *
    |       15 |        - |     1217 |     1217 |       0.03 | *
    |       16 |        - |     1212 |     1212 |       0.03 | *
    |       17 |        - |     1184 |     1184 |       0.03 | *
    |       21 |        - |     1165 |     1165 |       0.03 | *
    |       27 |        - |     1145 |     1145 |       0.03 | *
    |       30 |        - |     1144 |     1144 |       0.03 | *
    |       40 |        - |     1105 |     1105 |       0.04 | *
    |       41 |        - |     1078 |     1078 |       0.04 | *
    |       44 |        - |     1070 |     1070 |       0.04 | *
    |       47 |        - |     1061 |     1061 |       0.04 | *
    |       48 |        - |     1047 |     1047 |       0.04 | *
    |       49 |        - |     1041 |     1041 |       0.04 | *
    |       51 |        - |     1032 |     1032 |       0.04 | *
    |       55 |        - |     1028 |     1028 |       0.04 | *
    |       66 |        - |      988 |      988 |       0.04 | *
    |       72 |        - |      979 |      979 |       0.04 | *
    |       77 |        - |      977 |      977 |       0.04 | *
    |       78 |        - |      962 |      962 |       0.04 | *
    |       79 |        - |      959 |      959 |       0.04 | *
    |       89 |        - |      957 |      957 |       0.04 | *
    |       93 |        - |      955 |      955 |       0.04 | *
    |       96 |        - |      954 |      954 |       0.04 | *
    |       98 |        - |      927 |      927 |       0.05 | *
    |       99 |        - |      916 |      916 |       0.05 | *
    |      101 |        - |      914 |      914 |       0.05 | *
    |      112 |        - |      908 |      908 |       0.05 | *
    |      118 |        - |      905 |      905 |       0.05 | *
    |      121 |        - |      902 |      902 |       0.05 | *
    |      132 |        - |      889 |      889 |       0.05 | *
    |      134 |        - |      885 |      885 |       0.05 | *
    |      135 |        - |      868 |      868 |       0.05 | *
    |      136 |        - |      866 |      866 |       0.05 | *
    |      144 |        - |      855 |      855 |       0.05 | *
    |      146 |        - |      848 |      848 |       0.05 | *
    |      154 |        - |      846 |      846 |       0.05 | *
    |      156 |        - |      837 |      837 |       0.06 | *
    |      160 |        - |      827 |      827 |       0.06 | *
    |      175 |        - |      825 |      825 |       0.06 | *
    |      181 |        - |      824 |      824 |       0.06 | *
    |      182 |        - |      821 |      821 |       0.06 | *
    |      189 |        - |      820 |      820 |       0.06 | *
    |      192 |        - |      815 |      815 |       0.06 | *
    |      195 |        - |      812 |      812 |       0.06 | *
    |      197 |        - |      809 |      809 |       0.06 | *
    |      202 |        - |      804 |      804 |       0.06 | *
    |      203 |        - |      798 |      798 |       0.06 | *
    |      206 |        - |      796 |      796 |       0.06 | *
    |      207 |        - |      778 |      778 |       0.06 | *
    |      208 |        - |      774 |      774 |       0.06 | *
    |      209 |        - |      770 |      770 |       0.06 | *
    |      219 |        - |      769 |      769 |       0.06 | *
    |      222 |        - |      754 |      754 |       0.06 | *
    |      237 |        - |      748 |      748 |       0.06 | *
    |      240 |        - |      744 |      744 |       0.07 | *
    |      241 |        - |      738 |      738 |       0.07 | *
    |      256 |        - |      736 |      736 |       0.07 | *
    |      258 |        - |      735 |      735 |       0.07 | *
    |      269 |        - |      731 |      731 |       0.07 | *
    |      271 |        - |      727 |      727 |       0.07 | *
    |      272 |        - |      726 |      726 |       0.07 | *
    |      282 |        - |      723 |      723 |       0.07 | *
    |      324 |        - |      720 |      720 |       0.07 | *
    |      337 |        - |      718 |      718 |       0.07 | *
    |      378 |        - |      717 |      717 |       0.07 | *
    |      381 |        - |      712 |      712 |       0.07 | *
    |      398 |        - |      710 |      710 |       0.07 | *
    |      400 |        - |      709 |      709 |       0.07 | *
    |      401 |        - |      707 |      707 |       0.07 | *
    |      405 |        - |      706 |      706 |       0.07 | *
    |      410 |        - |      705 |      705 |       0.08 | *
    |      413 |        - |      703 |      703 |       0.08 | *
    |      423 |        - |      702 |      702 |       0.08 | *
    |      424 |        - |      701 |      701 |       0.08 | *
    |      425 |        - |      700 |      700 |       0.08 | *
    |      440 |        - |      692 |      692 |       0.08 | *
    |      462 |        - |      690 |      690 |       0.08 | *
    |      481 |        - |      689 |      689 |       0.08 | *
    |      482 |        - |      684 |      684 |       0.08 | *
    |      506 |        - |      682 |      682 |       0.08 | *
    |      507 |        - |      681 |      681 |       0.09 | *
    |      512 |        - |      680 |      680 |       0.09 | *
    |      517 |        - |      675 |      675 |       0.09 | *
    |      540 |        - |      670 |      670 |       0.09 | *
    |      545 |        - |      669 |      669 |       0.09 | *
    |      547 |        - |      667 |      667 |       0.09 | *
    |      562 |        - |      664 |      664 |       0.09 | *
    |      592 |        - |      663 |      663 |       0.09 | *
    |      594 |        - |      659 |      659 |       0.09 | *
    |      621 |        - |      656 |      656 |       0.09 | *
    |      622 |        - |      655 |      655 |       0.09 | *
    |      630 |        - |      653 |      653 |       0.09 | *
    |      646 |        - |      650 |      650 |       0.09 | *
    |      660 |        - |      645 |      645 |       0.10 | *
    |      661 |        - |      642 |      642 |       0.10 | *
    |      663 |        - |      640 |      640 |       0.10 | *
    |      683 |        - |      637 |      637 |       0.10 | *
    |      701 |        - |      636 |      636 |       0.10 | *
    |      716 |        - |      635 |      635 |       0.10 | *
    |      720 |        - |      631 |      631 |       0.10 | *
    |      761 |        - |      625 |      625 |       0.10 | *
    |      811 |        - |      619 |      619 |       0.10 | *
    |      821 |        - |      616 |      616 |       0.10 | *
    |      823 |        - |      615 |      615 |       0.10 | *
    |      831 |        - |      614 |      614 |       0.10 | *
    |      835 |        - |      612 |      612 |       0.10 | *
    |      870 |        - |      609 |      609 |       0.10 | *
    |      939 |        - |      604 |      604 |       0.10 | *
    |      971 |        - |      602 |      602 |       0.10 | *
    |      978 |        - |      599 |      599 |       0.11 | *
    |      986 |        - |      596 |      596 |       0.11 | *
    |     1025 |        - |      595 |      595 |       0.11 | *
    |     1028 |        - |      594 |      594 |       0.11 | *
    |     1043 |        - |      591 |      591 |       0.11 | *
    |     1058 |        - |      590 |      590 |       0.11 | *
    |     1083 |        - |      588 |      588 |       0.11 | *
    |     1102 |        - |      586 |      586 |       0.11 | *
    |     1160 |        - |      582 |      582 |       0.11 | *
    |     1182 |        - |      581 |      581 |       0.11 | *
    |     1188 |        - |      574 |      574 |       0.11 | *
    |     1197 |        - |      572 |      572 |       0.11 | *
    |     1203 |        - |      571 |      571 |       0.12 | *
    |     1204 |        - |      567 |      567 |       0.12 | *
    |     1224 |        - |      565 |      565 |       0.12 | *
    |     1225 |        - |      564 |      564 |       0.12 | *
    |     1228 |        - |      562 |      562 |       0.12 | *
    |     1233 |        - |      561 |      561 |       0.12 | *
    |     1259 |        - |      556 |      556 |       0.12 | *
    |     1260 |        - |      554 |      554 |       0.12 | *
    |     1277 |        - |      552 |      552 |       0.12 | *
    |     1296 |        - |      548 |      548 |       0.12 | *
    |     1357 |        - |      546 |      546 |       0.12 | *
    |     1397 |        - |      545 |      545 |       0.12 | *
    |     1401 |        - |      544 |      544 |       0.12 | *
    |     1404 |        - |      540 |      540 |       0.12 | *
    |     1408 |        - |      539 |      539 |       0.13 | *
    |     1412 |        - |      536 |      536 |       0.13 | *
    |     1452 |        - |      534 |      534 |       0.13 | *
    |     1456 |        - |      533 |      533 |       0.13 | *
    |     1470 |        - |      531 |      531 |       0.13 | *
    |     1508 |        - |      530 |      530 |       0.13 | *
    |     1511 |        - |      529 |      529 |       0.13 | *
    |     1579 |        - |      524 |      524 |       0.13 | *
    |     1594 |        - |      523 |      523 |       0.13 | *
    |     1666 |        - |      522 |      522 |       0.13 | *
    |     1732 |        - |      521 |      521 |       0.13 | *
    |     1753 |        - |      520 |      520 |       0.13 | *
    |     1800 |        - |      518 |      518 |       0.13 | *
    |     1814 |        - |      517 |      517 |       0.13 | *
    |     1818 |        - |      516 |      516 |       0.13 | *
    |     1827 |        - |      515 |      515 |       0.13 | *
    |     1833 |        - |      514 |      514 |       0.14 | *
    |     1864 |        - |      512 |      512 |       0.14 | *
    |     1913 |        - |      510 |      510 |       0.14 | *
    |     1953 |        - |      508 |      508 |       0.14 | *
    |     1985 |        - |      506 |      506 |       0.14 | *
    |     2037 |        - |      503 |      503 |       0.14 | *
    |     2085 |        - |      501 |      501 |       0.14 | *
    |     2112 |        - |      498 |      498 |       0.14 | *
    |     2114 |        - |      497 |      497 |       0.14 | *
    |     2116 |        - |      496 |      496 |       0.14 | *
    |     2162 |        - |      492 |      492 |       0.14 | *
    |     2177 |        - |      491 |      491 |       0.14 | *
    |     2227 |        - |      486 |      486 |       0.14 | *
    |     2262 |        - |      485 |      485 |       0.15 | *
    |     2265 |        - |      479 |      479 |       0.15 | *
    |     2383 |        - |      478 |      478 |       0.15 | *
    |     2538 |        - |      474 |      474 |       0.15 | *
    |     2609 |        - |      472 |      472 |       0.15 | *
    |     2700 |        - |      471 |      471 |       0.15 | *
    |     2715 |        - |      467 |      467 |       0.15 | *
    |     2735 |        - |      465 |      465 |       0.15 | *
    |     2766 |        - |      462 |      462 |       0.15 | *
    |     2767 |        - |      461 |      461 |       0.15 | *
    |     2816 |        - |      457 |      457 |       0.15 | *
    |     2834 |        - |      456 |      456 |       0.15 | *
    |     2863 |        - |      454 |      454 |       0.15 | *
    |     2876 |        - |      453 |      453 |       0.15 | *
    |     2922 |        - |      452 |      452 |       0.16 | *
    |     3078 |        - |      447 |      447 |       0.16 | *
    |     3084 |        - |      442 |      442 |       0.16 | *
    |     3129 |        - |      439 |      439 |       0.16 | *
