Instance....: instances/I_100_15_S_1-49_10.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |      933 |      933 |       0.00 | s0
    |        1 |        - |      913 |      913 |       0.03 | *
    |        3 |        - |      842 |      842 |       0.03 | *
    |        7 |        - |      744 |      744 |       0.03 | *
    |       14 |        - |      730 |      730 |       0.04 | *
    |       19 |        - |      713 |      713 |       0.04 | *
    |       20 |        - |      684 |      684 |       0.04 | *
    |       26 |        - |      677 |      677 |       0.04 | *
    |       29 |        - |      671 |      671 |       0.05 | *
    |       35 |        - |      647 |      647 |       0.05 | *
    |       36 |        - |      635 |      635 |       0.05 | *
    |       43 |        - |      633 |      633 |       0.05 | *
    |       45 |        - |      631 |      631 |       0.06 | *
    |       57 |        - |      625 |      625 |       0.06 | *
    |       79 |        - |      596 |      596 |       0.06 | *
    |       80 |        - |      587 |      587 |       0.06 | *
    |       84 |        - |      582 |      582 |       0.06 | *
    |       85 |        - |      563 |      563 |       0.06 | *
    |       90 |        - |      558 |      558 |       0.06 | *
    |       91 |        - |      549 |      549 |       0.06 | *
    |       93 |        - |      543 |      543 |       0.06 | *
    |       96 |        - |      538 |      538 |       0.07 | *
    |      100 |        - |      529 |      529 |       0.07 | *
    |      114 |        - |      528 |      528 |       0.07 | *
    |      117 |        - |      524 |      524 |       0.07 | *
    |      120 |        - |      521 |      521 |       0.07 | *
    |      123 |        - |      507 |      507 |       0.07 | *
    |      125 |        - |      495 |      495 |       0.07 | *
    |      127 |        - |      486 |      486 |       0.07 | *
    |      132 |        - |      481 |      481 |       0.07 | *
    |      133 |        - |      480 |      480 |       0.07 | *
    |      134 |        - |      464 |      464 |       0.07 | *
    |      139 |        - |      463 |      463 |       0.08 | *
    |      163 |        - |      460 |      460 |       0.08 | *
    |      179 |        - |      459 |      459 |       0.08 | *
    |      182 |        - |      456 |      456 |       0.08 | *
    |      197 |        - |      454 |      454 |       0.08 | *
    |      199 |        - |      449 |      449 |       0.08 | *
    |      201 |        - |      445 |      445 |       0.08 | *
    |      202 |        - |      430 |      430 |       0.08 | *
    |      207 |        - |      428 |      428 |       0.09 | *
    |      228 |        - |      425 |      425 |       0.09 | *
    |      232 |        - |      418 |      418 |       0.09 | *
    |      233 |        - |      414 |      414 |       0.09 | *
    |      250 |        - |      404 |      404 |       0.09 | *
    |      263 |        - |      401 |      401 |       0.09 | *
    |      307 |        - |      397 |      397 |       0.09 | *
    |      308 |        - |      392 |      392 |       0.09 | *
    |      316 |        - |      390 |      390 |       0.09 | *
    |      321 |        - |      388 |      388 |       0.09 | *
    |      323 |        - |      387 |      387 |       0.10 | *
    |      324 |        - |      382 |      382 |       0.10 | *
    |      333 |        - |      381 |      381 |       0.10 | *
    |      334 |        - |      375 |      375 |       0.10 | *
    |      339 |        - |      374 |      374 |       0.10 | *
    |      345 |        - |      372 |      372 |       0.10 | *
    |      364 |        - |      369 |      369 |       0.10 | *
    |      365 |        - |      366 |      366 |       0.10 | *
    |      388 |        - |      364 |      364 |       0.10 | *
    |      389 |        - |      351 |      351 |       0.10 | *
    |      390 |        - |      350 |      350 |       0.10 | *
    |      394 |        - |      349 |      349 |       0.10 | *
    |      404 |        - |      344 |      344 |       0.11 | *
    |      406 |        - |      342 |      342 |       0.11 | *
    |      420 |        - |      334 |      334 |       0.11 | *
    |      456 |        - |      332 |      332 |       0.11 | *
    |      459 |        - |      328 |      328 |       0.11 | *
    |      468 |        - |      327 |      327 |       0.11 | *
    |      472 |        - |      324 |      324 |       0.11 | *
    |      479 |        - |      322 |      322 |       0.11 | *
    |      503 |        - |      318 |      318 |       0.11 | *
    |      504 |        - |      317 |      317 |       0.11 | *
    |      538 |        - |      315 |      315 |       0.12 | *
    |      550 |        - |      310 |      310 |       0.12 | *
    |      564 |        - |      308 |      308 |       0.12 | *
    |      572 |        - |      304 |      304 |       0.12 | *
    |      582 |        - |      301 |      301 |       0.12 | *
    |      605 |        - |      300 |      300 |       0.12 | *
    |      612 |        - |      297 |      297 |       0.12 | *
    |      640 |        - |      296 |      296 |       0.12 | *
    |      650 |        - |      293 |      293 |       0.12 | *
    |      653 |        - |      283 |      283 |       0.12 | *
    |      689 |        - |      280 |      280 |       0.12 | *
    |      717 |        - |      279 |      279 |       0.12 | *
    |      746 |        - |      278 |      278 |       0.13 | *
    |      748 |        - |      276 |      276 |       0.13 | *
    |      757 |        - |      274 |      274 |       0.13 | *
    |      760 |        - |      272 |      272 |       0.13 | *
    |      769 |        - |      268 |      268 |       0.13 | *
    |      788 |        - |      266 |      266 |       0.13 | *
    |      864 |        - |      264 |      264 |       0.13 | *
    |      881 |        - |      263 |      263 |       0.13 | *
    |      928 |        - |      260 |      260 |       0.13 | *
    |      937 |        - |      259 |      259 |       0.13 | *
    |      975 |        - |      258 |      258 |       0.14 | *
    |      997 |        - |      257 |      257 |       0.14 | *
    |     1004 |        - |      256 |      256 |       0.14 | *
    |     1007 |        - |      250 |      250 |       0.14 | *
    |     1042 |        - |      249 |      249 |       0.14 | *
    |     1054 |        - |      248 |      248 |       0.14 | *
    |     1065 |        - |      247 |      247 |       0.14 | *
    |     1109 |        - |      244 |      244 |       0.14 | *
    |     1128 |        - |      242 |      242 |       0.14 | *
    |     1256 |        - |      241 |      241 |       0.14 | *
    |     1270 |        - |      240 |      240 |       0.14 | *
    |     1289 |        - |      239 |      239 |       0.14 | *
    |     1292 |        - |      236 |      236 |       0.15 | *
    |     1301 |        - |      235 |      235 |       0.15 | *
    |     1306 |        - |      231 |      231 |       0.15 | *
