Instance....: instances/I_250_10_S_1-99_7.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     3152 |     3152 |       0.00 | s0
    |        3 |        - |     2965 |     2965 |       0.01 | *
    |       10 |        - |     2960 |     2960 |       0.03 | *
    |       16 |        - |     2844 |     2844 |       0.04 | *
    |       19 |        - |     2792 |     2792 |       0.04 | *
    |       23 |        - |     2688 |     2688 |       0.04 | *
    |       24 |        - |     2614 |     2614 |       0.04 | *
    |       27 |        - |     2497 |     2497 |       0.04 | *
    |       28 |        - |     2492 |     2492 |       0.04 | *
    |       29 |        - |     2461 |     2461 |       0.05 | *
    |       31 |        - |     2430 |     2430 |       0.05 | *
    |       44 |        - |     2424 |     2424 |       0.05 | *
    |       45 |        - |     2388 |     2388 |       0.05 | *
    |       47 |        - |     2357 |     2357 |       0.05 | *
    |       48 |        - |     2344 |     2344 |       0.05 | *
    |       50 |        - |     2336 |     2336 |       0.05 | *
    |       54 |        - |     2315 |     2315 |       0.05 | *
    |       55 |        - |     2301 |     2301 |       0.05 | *
    |       56 |        - |     2288 |     2288 |       0.05 | *
    |       63 |        - |     2281 |     2281 |       0.05 | *
    |       65 |        - |     2268 |     2268 |       0.05 | *
    |       73 |        - |     2258 |     2258 |       0.05 | *
    |       74 |        - |     2256 |     2256 |       0.06 | *
    |       76 |        - |     2247 |     2247 |       0.06 | *
    |       79 |        - |     2238 |     2238 |       0.06 | *
    |       80 |        - |     2216 |     2216 |       0.06 | *
    |       84 |        - |     2202 |     2202 |       0.06 | *
    |       86 |        - |     2192 |     2192 |       0.06 | *
    |       92 |        - |     2171 |     2171 |       0.06 | *
    |       94 |        - |     2164 |     2164 |       0.06 | *
    |       96 |        - |     2160 |     2160 |       0.06 | *
    |       98 |        - |     2143 |     2143 |       0.06 | *
    |      111 |        - |     2138 |     2138 |       0.06 | *
    |      114 |        - |     2134 |     2134 |       0.06 | *
    |      123 |        - |     2108 |     2108 |       0.06 | *
    |      130 |        - |     2102 |     2102 |       0.06 | *
    |      131 |        - |     2096 |     2096 |       0.06 | *
    |      134 |        - |     2085 |     2085 |       0.07 | *
    |      139 |        - |     2077 |     2077 |       0.07 | *
    |      143 |        - |     2076 |     2076 |       0.07 | *
    |      147 |        - |     2068 |     2068 |       0.07 | *
    |      157 |        - |     2056 |     2056 |       0.07 | *
    |      160 |        - |     2050 |     2050 |       0.07 | *
    |      161 |        - |     2049 |     2049 |       0.07 | *
    |      176 |        - |     2026 |     2026 |       0.07 | *
    |      177 |        - |     1992 |     1992 |       0.07 | *
    |      179 |        - |     1972 |     1972 |       0.07 | *
    |      183 |        - |     1970 |     1970 |       0.07 | *
    |      187 |        - |     1969 |     1969 |       0.07 | *
    |      207 |        - |     1956 |     1956 |       0.07 | *
    |      217 |        - |     1951 |     1951 |       0.07 | *
    |      229 |        - |     1937 |     1937 |       0.07 | *
    |      238 |        - |     1933 |     1933 |       0.07 | *
    |      243 |        - |     1932 |     1932 |       0.08 | *
    |      246 |        - |     1906 |     1906 |       0.08 | *
    |      250 |        - |     1898 |     1898 |       0.08 | *
    |      255 |        - |     1886 |     1886 |       0.08 | *
    |      259 |        - |     1881 |     1881 |       0.08 | *
    |      269 |        - |     1858 |     1858 |       0.08 | *
    |      279 |        - |     1856 |     1856 |       0.08 | *
    |      281 |        - |     1833 |     1833 |       0.08 | *
    |      300 |        - |     1825 |     1825 |       0.08 | *
    |      307 |        - |     1811 |     1811 |       0.08 | *
    |      311 |        - |     1808 |     1808 |       0.08 | *
    |      328 |        - |     1795 |     1795 |       0.08 | *
    |      341 |        - |     1790 |     1790 |       0.08 | *
    |      348 |        - |     1787 |     1787 |       0.08 | *
    |      372 |        - |     1765 |     1765 |       0.08 | *
    |      375 |        - |     1763 |     1763 |       0.08 | *
    |      377 |        - |     1755 |     1755 |       0.08 | *
    |      388 |        - |     1742 |     1742 |       0.08 | *
    |      390 |        - |     1738 |     1738 |       0.09 | *
    |      395 |        - |     1734 |     1734 |       0.09 | *
    |      397 |        - |     1729 |     1729 |       0.09 | *
    |      418 |        - |     1714 |     1714 |       0.09 | *
    |      419 |        - |     1713 |     1713 |       0.09 | *
    |      420 |        - |     1709 |     1709 |       0.09 | *
    |      421 |        - |     1708 |     1708 |       0.09 | *
    |      427 |        - |     1706 |     1706 |       0.09 | *
    |      458 |        - |     1705 |     1705 |       0.09 | *
    |      462 |        - |     1692 |     1692 |       0.09 | *
    |      476 |        - |     1688 |     1688 |       0.09 | *
    |      486 |        - |     1683 |     1683 |       0.09 | *
    |      496 |        - |     1678 |     1678 |       0.09 | *
    |      511 |        - |     1674 |     1674 |       0.09 | *
    |      514 |        - |     1667 |     1667 |       0.09 | *
    |      522 |        - |     1655 |     1655 |       0.09 | *
    |      536 |        - |     1648 |     1648 |       0.09 | *
    |      544 |        - |     1647 |     1647 |       0.10 | *
    |      547 |        - |     1646 |     1646 |       0.10 | *
    |      567 |        - |     1645 |     1645 |       0.10 | *
    |      573 |        - |     1635 |     1635 |       0.10 | *
    |      575 |        - |     1623 |     1623 |       0.10 | *
    |      578 |        - |     1615 |     1615 |       0.10 | *
    |      590 |        - |     1614 |     1614 |       0.10 | *
