Instance....: instances/I_200_25_S_1-124_9.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1662 |     1662 |       0.00 | s0
    |        1 |        - |     1583 |     1583 |       0.01 | *
    |        2 |        - |     1549 |     1549 |       0.01 | *
    |        3 |        - |     1483 |     1483 |       0.01 | *
    |        4 |        - |     1481 |     1481 |       0.01 | *
    |        7 |        - |     1411 |     1411 |       0.01 | *
    |        9 |        - |     1368 |     1368 |       0.01 | *
    |       10 |        - |     1356 |     1356 |       0.01 | *
    |       15 |        - |     1325 |     1325 |       0.03 | *
    |       19 |        - |     1240 |     1240 |       0.03 | *
    |       21 |        - |     1227 |     1227 |       0.03 | *
    |       22 |        - |     1205 |     1205 |       0.03 | *
    |       29 |        - |     1204 |     1204 |       0.04 | *
    |       30 |        - |     1186 |     1186 |       0.04 | *
    |       31 |        - |     1184 |     1184 |       0.04 | *
    |       37 |        - |     1177 |     1177 |       0.04 | *
    |       48 |        - |     1161 |     1161 |       0.04 | *
    |       51 |        - |     1159 |     1159 |       0.04 | *
    |       53 |        - |     1096 |     1096 |       0.04 | *
    |       56 |        - |     1095 |     1095 |       0.04 | *
    |       59 |        - |     1092 |     1092 |       0.04 | *
    |       63 |        - |     1089 |     1089 |       0.04 | *
    |       76 |        - |     1087 |     1087 |       0.04 | *
    |       79 |        - |     1081 |     1081 |       0.04 | *
    |       80 |        - |     1079 |     1079 |       0.04 | *
    |       85 |        - |     1066 |     1066 |       0.04 | *
    |       87 |        - |     1036 |     1036 |       0.04 | *
    |       90 |        - |     1026 |     1026 |       0.05 | *
    |       91 |        - |     1002 |     1002 |       0.05 | *
    |       99 |        - |      999 |      999 |       0.05 | *
    |      108 |        - |      998 |      998 |       0.05 | *
    |      118 |        - |      987 |      987 |       0.05 | *
    |      123 |        - |      984 |      984 |       0.05 | *
    |      126 |        - |      976 |      976 |       0.05 | *
    |      127 |        - |      970 |      970 |       0.05 | *
    |      138 |        - |      962 |      962 |       0.05 | *
    |      141 |        - |      960 |      960 |       0.05 | *
    |      150 |        - |      945 |      945 |       0.05 | *
    |      162 |        - |      936 |      936 |       0.05 | *
    |      165 |        - |      928 |      928 |       0.05 | *
    |      178 |        - |      927 |      927 |       0.05 | *
    |      181 |        - |      912 |      912 |       0.06 | *
    |      188 |        - |      908 |      908 |       0.06 | *
    |      189 |        - |      907 |      907 |       0.06 | *
    |      190 |        - |      904 |      904 |       0.06 | *
    |      192 |        - |      890 |      890 |       0.06 | *
    |      195 |        - |      888 |      888 |       0.06 | *
    |      203 |        - |      872 |      872 |       0.06 | *
