Instance....: instances/I_200_10_S_1-9_5.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1515 |     1515 |       0.00 | s0
    |        1 |        - |     1466 |     1466 |       0.01 | *
    |        2 |        - |     1456 |     1456 |       0.01 | *
    |        3 |        - |     1444 |     1444 |       0.01 | *
    |        5 |        - |     1428 |     1428 |       0.02 | *
    |        7 |        - |     1387 |     1387 |       0.02 | *
    |       10 |        - |     1384 |     1384 |       0.03 | *
    |       13 |        - |     1370 |     1370 |       0.03 | *
    |       14 |        - |     1358 |     1358 |       0.03 | *
    |       19 |        - |     1357 |     1357 |       0.03 | *
    |       24 |        - |     1352 |     1352 |       0.03 | *
    |       25 |        - |     1345 |     1345 |       0.03 | *
    |       27 |        - |     1339 |     1339 |       0.03 | *
    |       37 |        - |     1330 |     1330 |       0.04 | *
    |       38 |        - |     1326 |     1326 |       0.04 | *
    |       40 |        - |     1303 |     1303 |       0.04 | *
    |       41 |        - |     1300 |     1300 |       0.04 | *
    |       42 |        - |     1293 |     1293 |       0.04 | *
    |       47 |        - |     1285 |     1285 |       0.04 | *
    |       50 |        - |     1270 |     1270 |       0.04 | *
    |       53 |        - |     1262 |     1262 |       0.04 | *
    |       63 |        - |     1260 |     1260 |       0.04 | *
    |       64 |        - |     1238 |     1238 |       0.04 | *
    |       65 |        - |     1227 |     1227 |       0.04 | *
    |       72 |        - |     1222 |     1222 |       0.04 | *
    |       75 |        - |     1210 |     1210 |       0.04 | *
    |       78 |        - |     1202 |     1202 |       0.04 | *
    |       80 |        - |     1197 |     1197 |       0.05 | *
    |       86 |        - |     1181 |     1181 |       0.05 | *
    |       91 |        - |     1178 |     1178 |       0.05 | *
    |      102 |        - |     1175 |     1175 |       0.05 | *
    |      103 |        - |     1149 |     1149 |       0.05 | *
    |      108 |        - |     1141 |     1141 |       0.05 | *
    |      114 |        - |     1138 |     1138 |       0.05 | *
    |      116 |        - |     1123 |     1123 |       0.05 | *
    |      118 |        - |     1119 |     1119 |       0.05 | *
    |      119 |        - |     1118 |     1118 |       0.05 | *
    |      124 |        - |     1115 |     1115 |       0.05 | *
    |      126 |        - |     1112 |     1112 |       0.05 | *
    |      129 |        - |     1108 |     1108 |       0.05 | *
    |      134 |        - |     1107 |     1107 |       0.05 | *
    |      135 |        - |     1103 |     1103 |       0.06 | *
    |      136 |        - |     1101 |     1101 |       0.06 | *
    |      138 |        - |     1077 |     1077 |       0.06 | *
    |      139 |        - |     1068 |     1068 |       0.06 | *
    |      140 |        - |     1062 |     1062 |       0.06 | *
    |      143 |        - |     1058 |     1058 |       0.06 | *
    |      147 |        - |     1056 |     1056 |       0.06 | *
    |      162 |        - |     1055 |     1055 |       0.06 | *
    |      164 |        - |     1052 |     1052 |       0.06 | *
    |      175 |        - |     1051 |     1051 |       0.06 | *
    |      176 |        - |     1046 |     1046 |       0.06 | *
    |      179 |        - |     1045 |     1045 |       0.06 | *
    |      184 |        - |     1036 |     1036 |       0.06 | *
    |      185 |        - |     1031 |     1031 |       0.06 | *
    |      205 |        - |     1029 |     1029 |       0.06 | *
    |      216 |        - |     1026 |     1026 |       0.06 | *
    |      219 |        - |     1019 |     1019 |       0.07 | *
    |      231 |        - |     1010 |     1010 |       0.07 | *
    |      233 |        - |     1006 |     1006 |       0.07 | *
    |      238 |        - |     1002 |     1002 |       0.07 | *
    |      240 |        - |      997 |      997 |       0.07 | *
    |      241 |        - |      990 |      990 |       0.07 | *
    |      243 |        - |      985 |      985 |       0.07 | *
    |      244 |        - |      983 |      983 |       0.07 | *
    |      249 |        - |      977 |      977 |       0.07 | *
    |      256 |        - |      972 |      972 |       0.07 | *
    |      258 |        - |      969 |      969 |       0.07 | *
    |      261 |        - |      967 |      967 |       0.07 | *
    |      268 |        - |      963 |      963 |       0.07 | *
    |      269 |        - |      951 |      951 |       0.07 | *
