Instance....: instances/I_200_30_S_1-124_2.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=4, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1081 |     1081 |       0.00 | s0
    |        0 |        - |     1035 |     1035 |       0.00 | *
    |        1 |        - |     1031 |     1031 |       0.00 | *
    |        2 |        - |     1022 |     1022 |       0.00 | *
    |        7 |        - |     1011 |     1011 |       0.02 | *
    |        8 |        - |     1006 |     1006 |       0.02 | *
    |       11 |        - |      980 |      980 |       0.02 | *
    |       12 |        - |      967 |      967 |       0.02 | *
    |       17 |        - |      963 |      963 |       0.02 | *
    |       18 |        - |      957 |      957 |       0.02 | *
    |       24 |        - |      952 |      952 |       0.02 | *
    |       30 |        - |      934 |      934 |       0.02 | *
    |       32 |        - |      926 |      926 |       0.02 | *
    |       35 |        - |      922 |      922 |       0.02 | *
    |       38 |        - |      909 |      909 |       0.02 | *
    |       39 |        - |      902 |      902 |       0.02 | *
    |       46 |        - |      887 |      887 |       0.02 | *
    |       48 |        - |      869 |      869 |       0.02 | *
    |       50 |        - |      845 |      845 |       0.02 | *
    |       58 |        - |      843 |      843 |       0.02 | *
    |       72 |        - |      822 |      822 |       0.02 | *
    |       77 |        - |      818 |      818 |       0.02 | *
    |       78 |        - |      798 |      798 |       0.02 | *
    |       79 |        - |      792 |      792 |       0.02 | *
    |       84 |        - |      779 |      779 |       0.02 | *
    |       86 |        - |      776 |      776 |       0.02 | *
    |       87 |        - |      774 |      774 |       0.02 | *
    |       88 |        - |      773 |      773 |       0.02 | *
    |       94 |        - |      769 |      769 |       0.02 | *
    |       97 |        - |      765 |      765 |       0.02 | *
    |      103 |        - |      761 |      761 |       0.02 | *
    |      107 |        - |      758 |      758 |       0.02 | *
    |      109 |        - |      745 |      745 |       0.02 | *
    |      110 |        - |      742 |      742 |       0.03 | *
    |      116 |        - |      741 |      741 |       0.03 | *
    |      119 |        - |      739 |      739 |       0.03 | *
    |      120 |        - |      726 |      726 |       0.03 | *
    |      124 |        - |      711 |      711 |       0.03 | *
    |      125 |        - |      710 |      710 |       0.03 | *
    |      127 |        - |      692 |      692 |       0.03 | *
    |      129 |        - |      679 |      679 |       0.03 | *
    |      131 |        - |      678 |      678 |       0.03 | *
    |      133 |        - |      676 |      676 |       0.03 | *
    |      134 |        - |      664 |      664 |       0.03 | *
    |      136 |        - |      654 |      654 |       0.03 | *
    |      139 |        - |      652 |      652 |       0.03 | *
    |      175 |        - |      651 |      651 |       0.03 | *
    |      177 |        - |      648 |      648 |       0.03 | *
    |      197 |        - |      645 |      645 |       0.03 | *
    |      199 |        - |      643 |      643 |       0.03 | *
    |      201 |        - |      641 |      641 |       0.03 | *
    |      208 |        - |      640 |      640 |       0.03 | *
    |      222 |        - |      637 |      637 |       0.03 | *
    |      237 |        - |      630 |      630 |       0.03 | *
    |      238 |        - |      628 |      628 |       0.03 | *
    |      243 |        - |      627 |      627 |       0.03 | *
    |      249 |        - |      626 |      626 |       0.03 | *
    |      251 |        - |      625 |      625 |       0.03 | *
    |      252 |        - |      617 |      617 |       0.03 | *
    |      263 |        - |      613 |      613 |       0.03 | *
    |      271 |        - |      611 |      611 |       0.03 | *
    |      274 |        - |      608 |      608 |       0.03 | *
    |      284 |        - |      605 |      605 |       0.03 | *
    |      292 |        - |      603 |      603 |       0.03 | *
    |      294 |        - |      601 |      601 |       0.03 | *
    |      301 |        - |      595 |      595 |       0.03 | *
    |      304 |        - |      594 |      594 |       0.03 | *
    |      312 |        - |      593 |      593 |       0.03 | *
    |      314 |        - |      576 |      576 |       0.03 | *
    |      344 |        - |      573 |      573 |       0.03 | *
    |      358 |        - |      570 |      570 |       0.03 | *
    |      426 |        - |      566 |      566 |       0.03 | *
    |      428 |        - |      562 |      562 |       0.03 | *
    |      452 |        - |      559 |      559 |       0.03 | *
    |      464 |        - |      558 |      558 |       0.03 | *
    |      466 |        - |      542 |      542 |       0.03 | *
    |      490 |        - |      537 |      537 |       0.03 | *
    |      528 |        - |      536 |      536 |       0.03 | *
    |      565 |        - |      535 |      535 |       0.03 | *
    |      598 |        - |      529 |      529 |       0.03 | *
    |      609 |        - |      520 |      520 |       0.03 | *
    |      619 |        - |      519 |      519 |       0.03 | *
    |      623 |        - |      512 |      512 |       0.03 | *
    |      641 |        - |      511 |      511 |       0.05 | *
    |      680 |        - |      507 |      507 |       0.05 | *
    |      682 |        - |      506 |      506 |       0.05 | *
    |      720 |        - |      505 |      505 |       0.05 | *
    |      723 |        - |      504 |      504 |       0.05 | *
    |      727 |        - |      501 |      501 |       0.05 | *
    |      767 |        - |      500 |      500 |       0.05 | *
    |      774 |        - |      497 |      497 |       0.05 | *
    |      776 |        - |      495 |      495 |       0.05 | *
    |      779 |        - |      494 |      494 |       0.05 | *
    |      793 |        - |      491 |      491 |       0.05 | *
    |      815 |        - |      489 |      489 |       0.05 | *
    |      833 |        - |      487 |      487 |       0.05 | *
