Instance....: instances/I_250_25_S_1-9_10.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1107 |     1107 |       0.00 | s0
    |        3 |        - |     1102 |     1102 |       0.01 | *
    |        4 |        - |     1083 |     1083 |       0.01 | *
    |        5 |        - |     1064 |     1064 |       0.01 | *
    |        7 |        - |     1003 |     1003 |       0.01 | *
    |        9 |        - |      999 |      999 |       0.01 | *
    |       11 |        - |      986 |      986 |       0.01 | *
    |       25 |        - |      978 |      978 |       0.03 | *
    |       36 |        - |      873 |      873 |       0.04 | *
    |       42 |        - |      863 |      863 |       0.04 | *
    |       43 |        - |      851 |      851 |       0.04 | *
    |       46 |        - |      848 |      848 |       0.04 | *
    |       47 |        - |      845 |      845 |       0.04 | *
    |       49 |        - |      842 |      842 |       0.04 | *
    |       56 |        - |      836 |      836 |       0.04 | *
    |       59 |        - |      826 |      826 |       0.04 | *
    |       69 |        - |      812 |      812 |       0.04 | *
    |       70 |        - |      806 |      806 |       0.05 | *
    |       71 |        - |      802 |      802 |       0.05 | *
    |       73 |        - |      794 |      794 |       0.05 | *
    |       74 |        - |      792 |      792 |       0.05 | *
    |       90 |        - |      784 |      784 |       0.05 | *
    |       92 |        - |      783 |      783 |       0.05 | *
    |       93 |        - |      781 |      781 |       0.05 | *
    |       97 |        - |      780 |      780 |       0.05 | *
    |      101 |        - |      767 |      767 |       0.05 | *
    |      105 |        - |      756 |      756 |       0.05 | *
    |      109 |        - |      743 |      743 |       0.05 | *
    |      111 |        - |      742 |      742 |       0.06 | *
    |      115 |        - |      738 |      738 |       0.06 | *
    |      117 |        - |      731 |      731 |       0.06 | *
    |      118 |        - |      724 |      724 |       0.06 | *
    |      119 |        - |      721 |      721 |       0.06 | *
    |      123 |        - |      719 |      719 |       0.06 | *
    |      124 |        - |      712 |      712 |       0.06 | *
    |      125 |        - |      707 |      707 |       0.06 | *
    |      131 |        - |      706 |      706 |       0.06 | *
    |      144 |        - |      700 |      700 |       0.06 | *
    |      145 |        - |      697 |      697 |       0.07 | *
    |      146 |        - |      677 |      677 |       0.07 | *
    |      152 |        - |      674 |      674 |       0.07 | *
    |      157 |        - |      672 |      672 |       0.07 | *
    |      160 |        - |      670 |      670 |       0.07 | *
    |      161 |        - |      669 |      669 |       0.07 | *
    |      162 |        - |      651 |      651 |       0.07 | *
    |      166 |        - |      649 |      649 |       0.07 | *
    |      175 |        - |      646 |      646 |       0.07 | *
    |      176 |        - |      645 |      645 |       0.07 | *
    |      181 |        - |      644 |      644 |       0.07 | *
    |      189 |        - |      641 |      641 |       0.08 | *
    |      196 |        - |      640 |      640 |       0.08 | *
    |      204 |        - |      638 |      638 |       0.08 | *
    |      213 |        - |      637 |      637 |       0.08 | *
    |      215 |        - |      634 |      634 |       0.08 | *
    |      219 |        - |      627 |      627 |       0.08 | *
    |      221 |        - |      622 |      622 |       0.08 | *
    |      237 |        - |      617 |      617 |       0.08 | *
    |      248 |        - |      607 |      607 |       0.08 | *
    |      250 |        - |      605 |      605 |       0.08 | *
    |      254 |        - |      604 |      604 |       0.08 | *
    |      267 |        - |      603 |      603 |       0.08 | *
    |      269 |        - |      601 |      601 |       0.08 | *
    |      295 |        - |      600 |      600 |       0.08 | *
    |      297 |        - |      599 |      599 |       0.09 | *
    |      298 |        - |      590 |      590 |       0.09 | *
    |      308 |        - |      588 |      588 |       0.09 | *
    |      314 |        - |      585 |      585 |       0.09 | *
    |      315 |        - |      580 |      580 |       0.09 | *
    |      319 |        - |      578 |      578 |       0.09 | *
    |      323 |        - |      576 |      576 |       0.09 | *
    |      324 |        - |      572 |      572 |       0.09 | *
    |      338 |        - |      565 |      565 |       0.09 | *
    |      341 |        - |      564 |      564 |       0.09 | *
    |      344 |        - |      562 |      562 |       0.09 | *
    |      345 |        - |      560 |      560 |       0.09 | *
    |      349 |        - |      559 |      559 |       0.09 | *
    |      360 |        - |      557 |      557 |       0.09 | *
    |      372 |        - |      553 |      553 |       0.09 | *
    |      373 |        - |      551 |      551 |       0.09 | *
    |      380 |        - |      549 |      549 |       0.09 | *
    |      381 |        - |      548 |      548 |       0.09 | *
    |      387 |        - |      546 |      546 |       0.09 | *
    |      389 |        - |      544 |      544 |       0.09 | *
    |      399 |        - |      539 |      539 |       0.10 | *
    |      418 |        - |      536 |      536 |       0.10 | *
    |      419 |        - |      534 |      534 |       0.10 | *
    |      426 |        - |      533 |      533 |       0.10 | *
    |      444 |        - |      532 |      532 |       0.10 | *
    |      448 |        - |      531 |      531 |       0.10 | *
    |      470 |        - |      529 |      529 |       0.10 | *
    |      474 |        - |      528 |      528 |       0.10 | *
    |      489 |        - |      525 |      525 |       0.10 | *
    |      491 |        - |      524 |      524 |       0.10 | *
    |      495 |        - |      523 |      523 |       0.10 | *
    |      503 |        - |      522 |      522 |       0.10 | *
    |      517 |        - |      519 |      519 |       0.10 | *
    |      525 |        - |      516 |      516 |       0.10 | *
    |      530 |        - |      514 |      514 |       0.11 | *
    |      532 |        - |      513 |      513 |       0.11 | *
    |      536 |        - |      512 |      512 |       0.11 | *
    |      539 |        - |      508 |      508 |       0.11 | *
    |      553 |        - |      507 |      507 |       0.11 | *
    |      559 |        - |      506 |      506 |       0.11 | *
    |      561 |        - |      505 |      505 |       0.11 | *
    |      562 |        - |      504 |      504 |       0.11 | *
    |      563 |        - |      502 |      502 |       0.11 | *
    |      576 |        - |      500 |      500 |       0.11 | *
    |      625 |        - |      499 |      499 |       0.11 | *
    |      649 |        - |      497 |      497 |       0.11 | *
    |      655 |        - |      495 |      495 |       0.11 | *
    |      669 |        - |      494 |      494 |       0.11 | *
    |      670 |        - |      493 |      493 |       0.12 | *
    |      671 |        - |      492 |      492 |       0.12 | *
    |      673 |        - |      491 |      491 |       0.12 | *
    |      682 |        - |      490 |      490 |       0.12 | *
    |      708 |        - |      486 |      486 |       0.12 | *
    |      713 |        - |      485 |      485 |       0.12 | *
    |      742 |        - |      483 |      483 |       0.12 | *
    |      743 |        - |      480 |      480 |       0.12 | *
    |      750 |        - |      478 |      478 |       0.12 | *
    |      755 |        - |      477 |      477 |       0.12 | *
    |      767 |        - |      475 |      475 |       0.12 | *
    |      782 |        - |      474 |      474 |       0.12 | *
    |      793 |        - |      473 |      473 |       0.12 | *
    |      805 |        - |      471 |      471 |       0.12 | *
    |      816 |        - |      469 |      469 |       0.12 | *
    |      826 |        - |      461 |      461 |       0.13 | *
    |      827 |        - |      460 |      460 |       0.13 | *
    |      828 |        - |      458 |      458 |       0.13 | *
    |      834 |        - |      455 |      455 |       0.13 | *
    |      835 |        - |      454 |      454 |       0.13 | *
    |      848 |        - |      453 |      453 |       0.13 | *
    |      864 |        - |      449 |      449 |       0.13 | *
    |      870 |        - |      448 |      448 |       0.13 | *
    |      877 |        - |      447 |      447 |       0.13 | *
    |      887 |        - |      446 |      446 |       0.13 | *
    |      888 |        - |      445 |      445 |       0.13 | *
    |      936 |        - |      441 |      441 |       0.13 | *
    |      937 |        - |      439 |      439 |       0.13 | *
    |      939 |        - |      438 |      438 |       0.13 | *
    |      949 |        - |      436 |      436 |       0.14 | *
    |      983 |        - |      435 |      435 |       0.14 | *
    |      985 |        - |      434 |      434 |       0.14 | *
    |      988 |        - |      428 |      428 |       0.14 | *
    |      994 |        - |      427 |      427 |       0.14 | *
    |     1008 |        - |      421 |      421 |       0.14 | *
    |     1011 |        - |      416 |      416 |       0.14 | *
    |     1021 |        - |      413 |      413 |       0.14 | *
    |     1026 |        - |      411 |      411 |       0.14 | *
    |     1054 |        - |      410 |      410 |       0.14 | *
    |     1057 |        - |      409 |      409 |       0.14 | *
    |     1065 |        - |      405 |      405 |       0.14 | *
    |     1066 |        - |      404 |      404 |       0.14 | *
    |     1071 |        - |      403 |      403 |       0.14 | *
    |     1073 |        - |      402 |      402 |       0.14 | *
    |     1074 |        - |      401 |      401 |       0.14 | *
    |     1083 |        - |      400 |      400 |       0.14 | *
    |     1104 |        - |      399 |      399 |       0.14 | *
    |     1129 |        - |      398 |      398 |       0.14 | *
    |     1132 |        - |      397 |      397 |       0.15 | *
    |     1135 |        - |      396 |      396 |       0.15 | *
    |     1142 |        - |      395 |      395 |       0.15 | *
    |     1144 |        - |      392 |      392 |       0.15 | *
    |     1154 |        - |      391 |      391 |       0.15 | *
    |     1159 |        - |      390 |      390 |       0.15 | *
    |     1177 |        - |      388 |      388 |       0.15 | *
    |     1197 |        - |      386 |      386 |       0.15 | *
    |     1203 |        - |      385 |      385 |       0.15 | *
    |     1212 |        - |      384 |      384 |       0.15 | *
    |     1214 |        - |      381 |      381 |       0.15 | *
    |     1220 |        - |      380 |      380 |       0.15 | *
    |     1244 |        - |      379 |      379 |       0.16 | *
    |     1245 |        - |      375 |      375 |       0.16 | *
    |     1250 |        - |      371 |      371 |       0.16 | *
    |     1271 |        - |      369 |      369 |       0.16 | *
    |     1276 |        - |      365 |      365 |       0.16 | *
    |     1278 |        - |      364 |      364 |       0.16 | *
    |     1282 |        - |      362 |      362 |       0.16 | *
    |     1307 |        - |      361 |      361 |       0.16 | *
    |     1317 |        - |      360 |      360 |       0.16 | *
    |     1333 |        - |      359 |      359 |       0.16 | *
    |     1397 |        - |      358 |      358 |       0.16 | *
    |     1401 |        - |      357 |      357 |       0.16 | *
    |     1402 |        - |      356 |      356 |       0.16 | *
    |     1409 |        - |      355 |      355 |       0.16 | *
    |     1427 |        - |      354 |      354 |       0.16 | *
    |     1429 |        - |      353 |      353 |       0.16 | *
    |     1432 |        - |      351 |      351 |       0.17 | *
    |     1433 |        - |      350 |      350 |       0.17 | *
    |     1474 |        - |      349 |      349 |       0.17 | *
    |     1481 |        - |      348 |      348 |       0.17 | *
    |     1488 |        - |      347 |      347 |       0.17 | *
    |     1506 |        - |      345 |      345 |       0.17 | *
    |     1509 |        - |      344 |      344 |       0.17 | *
    |     1546 |        - |      341 |      341 |       0.17 | *
    |     1551 |        - |      340 |      340 |       0.17 | *
    |     1552 |        - |      339 |      339 |       0.17 | *
    |     1566 |        - |      338 |      338 |       0.17 | *
    |     1571 |        - |      337 |      337 |       0.17 | *
    |     1574 |        - |      336 |      336 |       0.17 | *
    |     1592 |        - |      335 |      335 |       0.17 | *
    |     1612 |        - |      334 |      334 |       0.17 | *
    |     1628 |        - |      332 |      332 |       0.17 | *
    |     1638 |        - |      330 |      330 |       0.17 | *
    |     1639 |        - |      329 |      329 |       0.18 | *
    |     1645 |        - |      327 |      327 |       0.18 | *
    |     1656 |        - |      326 |      326 |       0.18 | *
    |     1662 |        - |      325 |      325 |       0.18 | *
    |     1715 |        - |      324 |      324 |       0.18 | *
    |     1745 |        - |      322 |      322 |       0.18 | *
