Instance....: instances/I_100_15_S_1-99_2.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1333 |     1333 |       0.00 | s0
    |        0 |        - |     1211 |     1211 |       0.01 | *
    |        4 |        - |      996 |      996 |       0.04 | *
    |        5 |        - |      993 |      993 |       0.04 | *
    |        6 |        - |      979 |      979 |       0.04 | *
    |       10 |        - |      978 |      978 |       0.04 | *
    |       11 |        - |      973 |      973 |       0.04 | *
    |       16 |        - |      920 |      920 |       0.04 | *
    |       23 |        - |      912 |      912 |       0.05 | *
    |       28 |        - |      906 |      906 |       0.05 | *
    |       30 |        - |      881 |      881 |       0.05 | *
    |       38 |        - |      870 |      870 |       0.05 | *
    |       39 |        - |      860 |      860 |       0.05 | *
    |       44 |        - |      837 |      837 |       0.05 | *
    |       52 |        - |      820 |      820 |       0.05 | *
    |       54 |        - |      815 |      815 |       0.05 | *
    |       55 |        - |      804 |      804 |       0.05 | *
    |       59 |        - |      795 |      795 |       0.05 | *
    |       69 |        - |      764 |      764 |       0.05 | *
    |       78 |        - |      748 |      748 |       0.06 | *
    |       82 |        - |      743 |      743 |       0.06 | *
    |       83 |        - |      731 |      731 |       0.06 | *
    |       85 |        - |      717 |      717 |       0.06 | *
    |       88 |        - |      713 |      713 |       0.06 | *
    |       89 |        - |      702 |      702 |       0.06 | *
    |       92 |        - |      679 |      679 |       0.06 | *
    |       95 |        - |      678 |      678 |       0.06 | *
    |      110 |        - |      675 |      675 |       0.06 | *
    |      111 |        - |      668 |      668 |       0.06 | *
    |      112 |        - |      663 |      663 |       0.06 | *
    |      114 |        - |      662 |      662 |       0.07 | *
    |      120 |        - |      645 |      645 |       0.07 | *
    |      121 |        - |      635 |      635 |       0.07 | *
    |      125 |        - |      632 |      632 |       0.07 | *
    |      127 |        - |      620 |      620 |       0.07 | *
    |      132 |        - |      615 |      615 |       0.07 | *
    |      137 |        - |      613 |      613 |       0.07 | *
    |      176 |        - |      610 |      610 |       0.07 | *
    |      182 |        - |      608 |      608 |       0.07 | *
    |      191 |        - |      607 |      607 |       0.07 | *
    |      197 |        - |      604 |      604 |       0.07 | *
    |      209 |        - |      595 |      595 |       0.07 | *
    |      220 |        - |      594 |      594 |       0.08 | *
    |      221 |        - |      590 |      590 |       0.08 | *
    |      222 |        - |      561 |      561 |       0.08 | *
    |      240 |        - |      559 |      559 |       0.08 | *
    |      245 |        - |      558 |      558 |       0.08 | *
    |      249 |        - |      550 |      550 |       0.08 | *
    |      257 |        - |      549 |      549 |       0.08 | *
    |      262 |        - |      547 |      547 |       0.08 | *
    |      268 |        - |      544 |      544 |       0.08 | *
    |      291 |        - |      542 |      542 |       0.09 | *
    |      293 |        - |      541 |      541 |       0.09 | *
    |      296 |        - |      540 |      540 |       0.09 | *
    |      307 |        - |      529 |      529 |       0.09 | *
    |      339 |        - |      527 |      527 |       0.09 | *
    |      340 |        - |      526 |      526 |       0.09 | *
    |      346 |        - |      523 |      523 |       0.09 | *
    |      367 |        - |      518 |      518 |       0.09 | *
    |      369 |        - |      512 |      512 |       0.09 | *
    |      372 |        - |      510 |      510 |       0.10 | *
    |      411 |        - |      502 |      502 |       0.10 | *
    |      425 |        - |      501 |      501 |       0.10 | *
    |      462 |        - |      497 |      497 |       0.10 | *
    |      472 |        - |      482 |      482 |       0.10 | *
    |      480 |        - |      476 |      476 |       0.10 | *
    |      490 |        - |      466 |      466 |       0.10 | *
    |      519 |        - |      464 |      464 |       0.10 | *
    |      524 |        - |      462 |      462 |       0.11 | *
    |      534 |        - |      460 |      460 |       0.11 | *
    |      561 |        - |      459 |      459 |       0.11 | *
    |      565 |        - |      448 |      448 |       0.11 | *
    |      566 |        - |      447 |      447 |       0.11 | *
    |      596 |        - |      446 |      446 |       0.11 | *
    |      621 |        - |      444 |      444 |       0.11 | *
    |      640 |        - |      436 |      436 |       0.11 | *
    |      642 |        - |      428 |      428 |       0.11 | *
    |      648 |        - |      426 |      426 |       0.12 | *
    |      666 |        - |      425 |      425 |       0.12 | *
    |      669 |        - |      417 |      417 |       0.12 | *
    |      670 |        - |      413 |      413 |       0.12 | *
    |      674 |        - |      411 |      411 |       0.12 | *
    |      750 |        - |      410 |      410 |       0.12 | *
    |      756 |        - |      407 |      407 |       0.12 | *
    |      760 |        - |      396 |      396 |       0.12 | *
    |      768 |        - |      395 |      395 |       0.12 | *
    |      782 |        - |      390 |      390 |       0.13 | *
    |      788 |        - |      382 |      382 |       0.13 | *
    |      791 |        - |      381 |      381 |       0.13 | *
    |      802 |        - |      373 |      373 |       0.13 | *
    |      818 |        - |      369 |      369 |       0.13 | *
    |      984 |        - |      368 |      368 |       0.13 | *
    |     1023 |        - |      367 |      367 |       0.13 | *
    |     1116 |        - |      363 |      363 |       0.13 | *
    |     1129 |        - |      359 |      359 |       0.14 | *
    |     1236 |        - |      356 |      356 |       0.14 | *
    |     1255 |        - |      348 |      348 |       0.14 | *
    |     1275 |        - |      344 |      344 |       0.14 | *
    |     1279 |        - |      342 |      342 |       0.14 | *
    |     1287 |        - |      341 |      341 |       0.14 | *
    |     1327 |        - |      340 |      340 |       0.14 | *
    |     1329 |        - |      339 |      339 |       0.14 | *
    |     1357 |        - |      338 |      338 |       0.14 | *
    |     1358 |        - |      330 |      330 |       0.15 | *
    |     1458 |        - |      328 |      328 |       0.15 | *
    |     1461 |        - |      327 |      327 |       0.15 | *
    |     1474 |        - |      325 |      325 |       0.15 | *
    |     1482 |        - |      324 |      324 |       0.15 | *
    |     1630 |        - |      322 |      322 |       0.15 | *
    |     1662 |        - |      320 |      320 |       0.15 | *
    |     1678 |        - |      317 |      317 |       0.15 | *
    |     1709 |        - |      316 |      316 |       0.16 | *
    |     1715 |        - |      311 |      311 |       0.16 | *
    |     1987 |        - |      310 |      310 |       0.16 | *
    |     1991 |        - |      309 |      309 |       0.16 | *
    |     2030 |        - |      308 |      308 |       0.16 | *
    |     2031 |        - |      301 |      301 |       0.16 | *
    |     2152 |        - |      298 |      298 |       0.16 | *
    |     2330 |        - |      294 |      294 |       0.17 | *
    |     2456 |        - |      292 |      292 |       0.17 | *
    |     2522 |        - |      291 |      291 |       0.17 | *
    |     2548 |        - |      288 |      288 |       0.17 | *
    |     2550 |        - |      287 |      287 |       0.17 | *
    |     2582 |        - |      283 |      283 |       0.17 | *
    |     2630 |        - |      282 |      282 |       0.17 | *
    |     2716 |        - |      281 |      281 |       0.17 | *
    |     2728 |        - |      278 |      278 |       0.18 | *
    |     2876 |        - |      275 |      275 |       0.18 | *
    |     2957 |        - |      274 |      274 |       0.18 | *
    |     3019 |        - |      268 |      268 |       0.18 | *
    |     3123 |        - |      264 |      264 |       0.18 | *
    |     3160 |        - |      263 |      263 |       0.18 | *
    |     3188 |        - |      262 |      262 |       0.19 | *
    |     3196 |        - |      261 |      261 |       0.19 | *
    |     3200 |        - |      259 |      259 |       0.19 | *
    |     3569 |        - |      258 |      258 |       0.19 | *
    |     4354 |        - |      252 |      252 |       0.20 | *
    |     4474 |        - |      251 |      251 |       0.20 | *
    |     4501 |        - |      249 |      249 |       0.20 | *
    |     4717 |        - |      247 |      247 |       0.20 | *
    |     4765 |        - |      244 |      244 |       0.20 | *
    |     4912 |        - |      241 |      241 |       0.20 | *
    |     5040 |        - |      240 |      240 |       0.20 | *
    |     5311 |        - |      239 |      239 |       0.21 | *
    |     5416 |        - |      238 |      238 |       0.21 | *
    |     5425 |        - |      237 |      237 |       0.21 | *
    |     5503 |        - |      235 |      235 |       0.21 | *
    |     5529 |        - |      234 |      234 |       0.21 | *
    |     5816 |        - |      232 |      232 |       0.21 | *
    |     5852 |        - |      231 |      231 |       0.21 | *
    |     5863 |        - |      230 |      230 |       0.21 | *
    |     5898 |        - |      229 |      229 |       0.21 | *
    |     5925 |        - |      228 |      228 |       0.21 | *
    |     5951 |        - |      226 |      226 |       0.22 | *
    |     5965 |        - |      224 |      224 |       0.22 | *
    |     7054 |        - |      223 |      223 |       0.22 | *
    |     7487 |        - |      219 |      219 |       0.22 | *
    |     7563 |        - |      218 |      218 |       0.22 | *
    |     7759 |        - |      217 |      217 |       0.23 | *
    |     8305 |        - |      216 |      216 |       0.23 | *
    |     8323 |        - |      215 |      215 |       0.23 | *
    |     8354 |        - |      214 |      214 |       0.23 | *
    |     8931 |        - |      213 |      213 |       0.23 | *
    |     9417 |        - |      212 |      212 |       0.23 | *
    |      10K |        - |      211 |      211 |       0.24 | *
    |      10K |        - |      209 |      209 |       0.24 | *
    |      11K |        - |      207 |      207 |       0.24 | *
    |      11K |        - |      206 |      206 |       0.24 | *
    |      11K |        - |      205 |      205 |       0.24 | *
    |      11K |        - |      204 |      204 |       0.24 | *
    |      11K |        - |      203 |      203 |       0.25 | *
    |      13K |        - |      202 |      202 |       0.25 | *
    |      14K |        - |      201 |      201 |       0.25 | *
    |      16K |        - |      200 |      200 |       0.26 | *
    |      16K |        - |      199 |      199 |       0.26 | *
    |      16K |        - |      198 |      198 |       0.26 | *
    |      16K |        - |      197 |      197 |       0.26 | *
    |      16K |        - |      196 |      196 |       0.26 | *
    |      17K |        - |      194 |      194 |       0.27 | *
    |      17K |        - |      193 |      193 |       0.27 | *
    |      17K |        - |      192 |      192 |       0.27 | *
    |      18K |        - |      190 |      190 |       0.27 | *
    |      19K |        - |      189 |      189 |       0.27 | *
    |      19K |        - |      188 |      188 |       0.28 | *
    |      21K |        - |      187 |      187 |       0.28 | *
    |      22K |        - |      186 |      186 |       0.28 | *
    |      22K |        - |      185 |      185 |       0.29 | *
    |      22K |        - |      184 |      184 |       0.29 | *
    |      26K |        - |      183 |      183 |       0.30 | *
    |      26K |        - |      181 |      181 |       0.30 | *
    |      26K |        - |      180 |      180 |       0.30 | *
    |      27K |        - |      179 |      179 |       0.30 | *
    |      27K |        - |      178 |      178 |       0.30 | *
    |      27K |        - |      175 |      175 |       0.30 | *
    |      28K |        - |      174 |      174 |       0.31 | *
    |      32K |        - |      172 |      172 |       0.32 | *
    |      32K |        - |      171 |      171 |       0.32 | *
    |      33K |        - |      170 |      170 |       0.33 | *
    |      34K |        - |      169 |      169 |       0.33 | *
    |      35K |        - |      168 |      168 |       0.33 | *
    |      36K |        - |      167 |      167 |       0.34 | *
    |      37K |        - |      166 |      166 |       0.34 | *
    |      37K |        - |      165 |      165 |       0.34 | *
    |      54K |        - |      164 |      164 |       0.41 | *
    |      55K |        - |      163 |      163 |       0.41 | *
    |      55K |        - |      162 |      162 |       0.41 | *
    |      55K |        - |      161 |      161 |       0.41 | *
    |      55K |        - |      160 |      160 |       0.42 | *
    |      61K |        - |      159 |      159 |       0.44 | *
    |      61K |        - |      158 |      158 |       0.44 | *
    |      61K |        - |      157 |      157 |       0.44 | *
    |      63K |        - |      156 |      156 |       0.45 | *
    |      63K |        - |      155 |      155 |       0.45 | *
    |      63K |        - |      154 |      154 |       0.46 | *
    |      79K |        - |      153 |      153 |       0.52 | *
    |      79K |        - |      150 |      150 |       0.52 | *
    |      97K |        - |      147 |      147 |       0.59 | *
    |      97K |        - |      146 |      146 |       0.59 | *
    |     105K |        - |      144 |      144 |       0.62 | *
    |     105K |        - |      143 |      143 |       0.62 | *
    |     116K |        - |      142 |      142 |       0.66 | *
    |     130K |        - |      141 |      141 |       0.72 | *
    |     130K |        - |      138 |      138 |       0.72 | *
    |     131K |        - |      137 |      137 |       0.73 | *
    |     131K |        - |      136 |      136 |       0.73 | *
    |     167K |        - |      135 |      135 |       0.88 | *
    |     167K |        - |      134 |      134 |       0.88 | *
    |     172K |        - |      133 |      133 |       0.90 | *
    |     173K |        - |      131 |      131 |       0.91 | *
    |     174K |        - |      130 |      130 |       0.91 | *
    |     175K |        - |      129 |      129 |       0.92 | *
    |     181K |        - |      128 |      128 |       0.94 | *
    |     193K |        - |      127 |      127 |       0.98 | *
    |     236K |        - |      126 |      126 |       1.09 | *
    |     243K |        - |      125 |      125 |       1.11 | *
    |     243K |        - |      124 |      124 |       1.11 | *
    |     323K |        - |      123 |      123 |       1.21 | *
    |     328K |        - |      121 |      121 |       1.22 | *
    |     528K |        - |      120 |      120 |       1.43 | *
    |     538K |        - |      119 |      119 |       1.44 | *
    |     539K |        - |      118 |      118 |       1.44 | *
    |     541K |        - |      117 |      117 |       1.44 | *
    |     543K |        - |      116 |      116 |       1.44 | *
    |     849K |        - |      115 |      115 |       1.72 | *
    |     852K |        - |      114 |      114 |       1.72 | *
    |     873K |        - |      113 |      113 |       1.77 | *
    |    1095K |        - |      112 |      112 |       2.16 | *
    |    1290K |        - |      111 |      111 |       2.50 | *
    |    2635K |        - |      110 |      110 |       4.42 | *
    |    3469K |        - |      108 |      108 |       5.29 | *
    |    4932K |        - |      107 |      107 |       6.25 | *
    |    4933K |        - |      106 |      106 |       6.25 | *
