Instance: I_100_10_S_1-124_5_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 222
LB value  = 186
Solution time = 3600,24907493591
Solution status = Time_Limit

Variable	value

Cmax	222
Y_1_19	1
X_1_0_19	1
Y_1_34	1
X_1_37_34	1
Y_1_37	1
X_1_42_37	1
Y_1_39	1
X_1_96_39	1
Y_1_42	1
X_1_19_42	1
Y_1_49	1
X_1_94_49	1
Y_1_73	1
X_1_39_73	1
Y_1_94	1
X_1_73_94	1
Y_1_96	1
X_1_34_96	1
Y_2_4	1
X_2_50_4	1
Y_2_6	1
X_2_84_6	1
Y_2_8	1
X_2_88_8	1
Y_2_23	1
X_2_76_23	1
Y_2_31	1
X_2_23_31	1
Y_2_41	1
X_2_31_41	1
Y_2_50	1
X_2_6_50	1
Y_2_74	1
X_2_41_74	1
Y_2_76	1
X_2_8_76	1
Y_2_84	1
X_2_0_84	1
Y_2_88	1
X_2_4_88	1
Y_3_11	1
X_3_89_11	1
Y_3_12	1
X_3_26_12	1
Y_3_21	1
X_3_0_21	1
Y_3_26	1
X_3_77_26	1
Y_3_30	1
X_3_21_30	1
Y_3_51	1
X_3_92_51	1
Y_3_77	1
X_3_30_77	1
Y_3_89	1
X_3_99_89	1
Y_3_92	1
X_3_11_92	1
Y_3_99	1
X_3_12_99	1
Y_4_3	1
X_4_66_3	1
Y_4_22	1
X_4_3_22	1
Y_4_53	1
X_4_68_53	1
Y_4_55	1
X_4_100_55	1
Y_4_66	1
X_4_78_66	1
Y_4_68	1
X_4_0_68	1
Y_4_78	1
X_4_53_78	1
Y_4_100	1
X_4_22_100	1
Y_5_9	1
X_5_44_9	1
Y_5_32	1
X_5_79_32	1
Y_5_35	1
X_5_63_35	1
Y_5_36	1
X_5_9_36	1
Y_5_44	1
X_5_75_44	1
Y_5_56	1
X_5_36_56	1
Y_5_63	1
X_5_32_63	1
Y_5_75	1
X_5_35_75	1
Y_5_79	1
X_5_0_79	1
Y_6_13	1
X_6_48_13	1
Y_6_14	1
X_6_67_14	1
Y_6_18	1
X_6_45_18	1
Y_6_45	1
X_6_81_45	1
Y_6_48	1
X_6_97_48	1
Y_6_67	1
X_6_91_67	1
Y_6_81	1
X_6_14_81	1
Y_6_90	1
X_6_13_90	1
Y_6_91	1
X_6_90_91	1
Y_6_97	1
X_6_0_97	1
Y_7_5	1
X_7_93_5	1
Y_7_7	1
X_7_38_7	1
Y_7_15	1
X_7_70_15	1
Y_7_24	1
X_7_46_24	1
Y_7_33	1
X_7_65_33	1
Y_7_38	1
X_7_15_38	1
Y_7_40	1
X_7_58_40	1
Y_7_46	1
X_7_40_46	1
Y_7_58	1
X_7_87_58	1
Y_7_65	1
X_7_7_65	1
Y_7_70	1
X_7_0_70	1
Y_7_87	1
X_7_5_87	1
Y_7_93	1
X_7_33_93	1
Y_8_16	1
X_8_57_16	1
Y_8_17	1
X_8_95_17	1
Y_8_20	1
X_8_52_20	1
Y_8_27	1
X_8_71_27	1
Y_8_28	1
X_8_17_28	1
Y_8_52	1
X_8_28_52	1
Y_8_54	1
X_8_0_54	1
Y_8_57	1
X_8_98_57	1
Y_8_71	1
X_8_83_71	1
Y_8_83	1
X_8_16_83	1
Y_8_95	1
X_8_54_95	1
Y_8_98	1
X_8_20_98	1
Y_9_10	1
X_9_85_10	1
Y_9_61	1
X_9_86_61	1
Y_9_62	1
X_9_61_62	1
Y_9_69	1
X_9_10_69	1
Y_9_85	1
X_9_0_85	1
Y_9_86	1
X_9_69_86	1
Y_10_1	1
X_10_25_1	1
Y_10_2	1
X_10_82_2	1
Y_10_25	1
X_10_47_25	1
Y_10_29	1
X_10_64_29	1
Y_10_43	1
X_10_80_43	1
Y_10_47	1
X_10_59_47	1
Y_10_59	1
X_10_60_59	1
Y_10_60	1
X_10_72_60	1
Y_10_64	1
X_10_2_64	1
Y_10_72	1
X_10_0_72	1
Y_10_80	1
X_10_29_80	1
