Instance: I_150_20_S_1-9_1_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 69
LB value  = 61
Solution time = 3610,05195426941
Solution status = Time_Limit

Variable	value

Cmax	69
Y_1_15	1
X_1_137_15	1
Y_1_32	1
X_1_0_32	1
Y_1_65	1
X_1_32_65	1
Y_1_68	1
X_1_65_68	1
Y_1_78	1
X_1_68_78	1
Y_1_110	1
X_1_117_110	1
Y_1_117	1
X_1_15_117	1
Y_1_137	1
X_1_78_137	1
Y_2_2	1
X_2_0_2	1
Y_2_18	1
X_2_79_18	1
Y_2_19	1
X_2_18_19	1
Y_2_23	1
X_2_45_23	1
Y_2_45	1
X_2_150_45	1
Y_2_79	1
X_2_87_79	1
Y_2_87	1
X_2_23_87	1
Y_2_150	1
X_2_2_150	1
Y_3_21	1
X_3_56_21	1
Y_3_49	1
X_3_0_49	1
Y_3_50	1
X_3_59_50	1
Y_3_56	1
X_3_115_56	1
Y_3_59	1
X_3_107_59	1
Y_3_107	1
X_3_21_107	1
Y_3_115	1
X_3_49_115	1
Y_4_33	1
X_4_69_33	1
Y_4_69	1
X_4_0_69	1
Y_4_73	1
X_4_118_73	1
Y_4_118	1
X_4_33_118	1
Y_4_127	1
X_4_149_127	1
Y_4_149	1
X_4_73_149	1
Y_5_44	1
X_5_113_44	1
Y_5_64	1
X_5_0_64	1
Y_5_95	1
X_5_114_95	1
Y_5_113	1
X_5_64_113	1
Y_5_114	1
X_5_44_114	1
Y_6_14	1
X_6_57_14	1
Y_6_25	1
X_6_30_25	1
Y_6_30	1
X_6_86_30	1
Y_6_57	1
X_6_0_57	1
Y_6_86	1
X_6_144_86	1
Y_6_111	1
X_6_14_111	1
Y_6_144	1
X_6_111_144	1
Y_7_31	1
X_7_97_31	1
Y_7_62	1
X_7_70_62	1
Y_7_70	1
X_7_0_70	1
Y_7_72	1
X_7_122_72	1
Y_7_97	1
X_7_72_97	1
Y_7_122	1
X_7_62_122	1
Y_8_3	1
X_8_77_3	1
Y_8_26	1
X_8_3_26	1
Y_8_77	1
X_8_136_77	1
Y_8_83	1
X_8_92_83	1
Y_8_92	1
X_8_26_92	1
Y_8_106	1
X_8_125_106	1
Y_8_125	1
X_8_128_125	1
Y_8_128	1
X_8_0_128	1
Y_8_136	1
X_8_106_136	1
Y_9_4	1
X_9_0_4	1
Y_9_20	1
X_9_139_20	1
Y_9_71	1
X_9_85_71	1
Y_9_85	1
X_9_4_85	1
Y_9_139	1
X_9_71_139	1
Y_10_42	1
X_10_0_42	1
Y_10_47	1
X_10_98_47	1
