Instance: I_100_20_S_1-124_6_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 82
LB value  = 62
Solution time = 3600,35035324097
Solution status = Time_Limit

Variable	value

Cmax	82
Y_1_4	1
X_1_0_4	1
Y_1_20	1
X_1_4_20	1
Y_1_34	1
X_1_41_34	1
Y_1_41	1
X_1_20_41	1
Y_1_77	1
X_1_100_77	1
Y_1_82	1
X_1_34_82	1
Y_1_92	1
X_1_77_92	1
Y_1_100	1
X_1_82_100	1
Y_2_10	1
X_2_69_10	1
Y_2_68	1
X_2_86_68	1
Y_2_69	1
X_2_68_69	1
Y_2_86	1
X_2_0_86	1
Y_3_6	1
X_3_71_6	1
Y_3_8	1
X_3_94_8	1
Y_3_70	1
X_3_0_70	1
Y_3_71	1
X_3_70_71	1
Y_3_79	1
X_3_8_79	1
Y_3_94	1
X_3_6_94	1
Y_4_3	1
X_4_73_3	1
Y_4_12	1
X_4_17_12	1
Y_4_17	1
X_4_3_17	1
Y_4_72	1
X_4_0_72	1
Y_4_73	1
X_4_72_73	1
Y_5_32	1
X_5_59_32	1
Y_5_48	1
X_5_89_48	1
Y_5_59	1
X_5_48_59	1
Y_5_89	1
X_5_0_89	1
Y_6_2	1
X_6_35_2	1
Y_6_22	1
X_6_2_22	1
Y_6_33	1
X_6_22_33	1
Y_6_35	1
X_6_85_35	1
Y_6_57	1
X_6_33_57	1
Y_6_85	1
X_6_0_85	1
Y_7_47	1
X_7_65_47	1
Y_7_65	1
X_7_0_65	1
Y_7_75	1
X_7_47_75	1
Y_8_61	1
X_8_87_61	1
Y_8_80	1
X_8_97_80	1
Y_8_87	1
X_8_80_87	1
Y_8_97	1
X_8_0_97	1
Y_9_9	1
X_9_0_9	1
Y_9_18	1
X_9_43_18	1
Y_9_19	1
X_9_99_19	1
Y_9_26	1
X_9_9_26	1
Y_9_28	1
X_9_18_28	1
Y_9_43	1
X_9_26_43	1
Y_9_99	1
X_9_28_99	1
Y_10_37	1
X_10_0_37	1
Y_10_44	1
X_10_78_44	1
Y_10_74	1
X_10_37_74	1
Y_10_78	1
X_10_74_78	1
Y_10_84	1
X_10_44_84	1
Y_11_23	1
X_11_51_23	1
Y_11_51	1
X_11_62_51	1
Y_11_62	1
X_11_0_62	1
Y_11_66	1
X_11_23_66	1
Y_11_81	1
X_11_66_81	1
Y_12_14	1
X_12_55_14	1
Y_12_55	1
X_12_0_55	1
Y_12_56	1
X_12_14_56	1
Y_12_76	1
X_12_56_76	1
Y_13_31	1
X_13_0_31	1
Y_13_46	1
X_13_31_46	1
Y_13_49	1
X_13_46_49	1
Y_13_83	1
X_13_49_83	1
Y_14_36	1
X_14_88_36	1
Y_14_52	1
X_14_90_52	1
Y_14_63	1
X_14_98_63	1
Y_14_88	1
X_14_0_88	1
Y_14_90	1
X_14_36_90	1
Y_14_98	1
X_14_52_98	1
Y_15_13	1
X_15_21_13	1
Y_15_21	1
X_15_0_21	1
