Instance: I_250_20_S_1-49_9_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 147
LB value  = 104,690951495556
Solution time = 3601,73594665527
Solution status = Time_Limit

Variable	value

Cmax	147
Y_1_107	1
X_1_236_107	1
Y_1_109	1
X_1_224_109	1
Y_1_110	1
X_1_0_110	1
Y_1_114	1
X_1_177_114	1
Y_1_124	1
X_1_109_124	1
Y_1_135	1
X_1_114_135	1
Y_1_156	1
X_1_207_156	1
Y_1_177	1
X_1_233_177	1
Y_1_207	1
X_1_135_207	1
Y_1_224	1
X_1_156_224	1
Y_1_233	1
X_1_107_233	1
Y_1_236	1
X_1_110_236	1
Y_2_7	1
X_2_9_7	1
Y_2_9	1
X_2_0_9	1
Y_2_10	1
X_2_11_10	1
Y_2_11	1
X_2_196_11	1
Y_2_12	1
X_2_7_12	1
Y_2_67	1
X_2_219_67	1
Y_2_80	1
X_2_10_80	1
Y_2_120	1
X_2_195_120	1
Y_2_129	1
X_2_12_129	1
Y_2_164	1
X_2_120_164	1
Y_2_195	1
X_2_129_195	1
Y_2_196	1
X_2_67_196	1
Y_2_219	1
X_2_164_219	1
Y_2_227	1
X_2_80_227	1
Y_3_57	1
X_3_145_57	1
Y_3_60	1
X_3_180_60	1
Y_3_81	1
X_3_117_81	1
Y_3_89	1
X_3_95_89	1
Y_3_95	1
X_3_218_95	1
Y_3_117	1
X_3_89_117	1
Y_3_127	1
X_3_150_127	1
Y_3_145	1
X_3_127_145	1
Y_3_150	1
X_3_60_150	1
Y_3_159	1
X_3_0_159	1
Y_3_180	1
X_3_204_180	1
Y_3_204	1
X_3_159_204	1
Y_3_218	1
X_3_57_218	1
Y_4_27	1
X_4_42_27	1
Y_4_39	1
X_4_27_39	1
Y_4_42	1
X_4_78_42	1
Y_4_51	1
X_4_216_51	1
Y_4_61	1
X_4_39_61	1
Y_4_78	1
X_4_215_78	1
Y_4_86	1
X_4_61_86	1
Y_4_106	1
X_4_86_106	1
Y_4_151	1
X_4_51_151	1
Y_4_215	1
X_4_151_215	1
Y_4_216	1
X_4_0_216	1
Y_5_1	1
X_5_25_1	1
Y_5_18	1
X_5_1_18	1
Y_5_24	1
X_5_188_24	1
Y_5_25	1
X_5_146_25	1
Y_5_45	1
X_5_18_45	1
Y_5_68	1
X_5_197_68	1
Y_5_88	1
X_5_155_88	1
Y_5_104	1
X_5_202_104	1
Y_5_138	1
X_5_104_138	1
Y_5_146	1
X_5_0_146	1
Y_5_149	1
X_5_45_149	1
Y_5_155	1
X_5_138_155	1
Y_5_166	1
X_5_88_166	1
Y_5_175	1
X_5_166_175	1
Y_5_188	1
X_5_68_188	1
Y_5_197	1
X_5_149_197	1
Y_5_202	1
X_5_24_202	1
Y_6_5	1
X_6_94_5	1
Y_6_48	1
X_6_153_48	1
Y_6_87	1
X_6_99_87	1
Y_6_94	1
X_6_170_94	1
Y_6_97	1
X_6_184_97	1
Y_6_99	1
X_6_5_99	1
Y_6_153	1
X_6_97_153	1
Y_6_162	1
X_6_87_162	1
Y_6_167	1
X_6_244_167	1
Y_6_170	1
X_6_167_170	1
Y_6_184	1
X_6_0_184	1
Y_6_231	1
X_6_162_231	1
Y_6_244	1
X_6_48_244	1
Y_7_4	1
X_7_213_4	1
Y_7_83	1
X_7_0_83	1
Y_7_98	1
X_7_136_98	1
Y_7_113	1
X_7_250_113	1
Y_7_116	1
X_7_226_116	1
Y_7_136	1
X_7_178_136	1
Y_7_178	1
X_7_83_178	1
Y_7_205	1
X_7_235_205	1
Y_7_213	1
X_7_205_213	1
Y_7_226	1
X_7_98_226	1
Y_7_235	1
X_7_113_235	1
Y_7_250	1
X_7_116_250	1
Y_8_15	1
X_8_0_15	1
Y_8_30	1
X_8_52_30	1
Y_8_52	1
X_8_141_52	1
Y_8_55	1
X_8_30_55	1
Y_8_72	1
X_8_74_72	1
Y_8_73	1
X_8_90_73	1
Y_8_74	1
X_8_157_74	1
Y_8_90	1
X_8_15_90	1
Y_8_96	1
X_8_55_96	1
Y_8_141	1
X_8_73_141	1
Y_8_157	1
X_8_183_157	1
Y_8_161	1
X_8_234_161	1
Y_8_172	1
X_8_161_172	1
Y_8_183	1
X_8_232_183	1
Y_8_187	1
X_8_96_187	1
Y_8_225	1
X_8_172_225	1
Y_8_232	1
X_8_187_232	1
Y_8_234	1
X_8_72_234	1
Y_9_3	1
X_9_115_3	1
Y_9_17	1
X_9_223_17	1
Y_9_38	1
X_9_75_38	1
Y_9_71	1
X_9_171_71	1
Y_9_75	1
X_9_212_75	1
Y_9_115	1
X_9_143_115	1
Y_9_143	1
X_9_0_143	1
Y_9_160	1
X_9_38_160	1
Y_9_171	1
X_9_3_171	1
Y_9_212	1
X_9_71_212	1
Y_9_223	1
X_9_160_223	1
Y_10_6	1
X_10_0_6	1
Y_10_8	1
X_10_56_8	1
Y_10_40	1
X_10_203_40	1
Y_10_56	1
X_10_165_56	1
Y_10_85	1
X_10_6_85	1
Y_10_111	1
X_10_40_111	1
Y_10_123	1
X_10_111_123	1
Y_10_130	1
X_10_123_130	1
Y_10_134	1
X_10_163_134	1
Y_10_148	1
X_10_211_148	1
Y_10_163	1
X_10_130_163	1
Y_10_165	1
X_10_246_165	1
Y_10_203	1
X_10_85_203	1
Y_10_211	1
X_10_8_211	1
Y_10_237	1
X_10_148_237	1
Y_10_246	1
X_10_134_246	1
Y_11_28	1
X_11_245_28	1
Y_11_31	1
X_11_239_31	1
Y_11_119	1
X_11_208_119	1
Y_11_131	1
X_11_28_131	1
Y_11_208	1
X_11_131_208	1
Y_11_209	1
X_11_31_209	1
Y_11_239	1
X_11_119_239	1
Y_11_245	1
X_11_0_245	1
Y_12_19	1
X_12_100_19	1
Y_12_35	1
X_12_82_35	1
Y_12_53	1
X_12_62_53	1
Y_12_62	1
X_12_35_62	1
Y_12_69	1
X_12_53_69	1
Y_12_82	1
X_12_19_82	1
Y_12_100	1
X_12_154_100	1
Y_12_103	1
X_12_0_103	1
Y_12_154	1
X_12_201_154	1
Y_12_194	1
X_12_69_194	1
Y_12_201	1
X_12_222_201	1
Y_12_222	1
X_12_103_222	1
Y_13_22	1
X_13_29_22	1
Y_13_29	1
X_13_248_29	1
Y_13_37	1
X_13_229_37	1
Y_13_58	1
X_13_37_58	1
Y_13_79	1
X_13_176_79	1
Y_13_118	1
X_13_147_118	1
Y_13_147	1
X_13_79_147	1
Y_13_176	1
X_13_22_176	1
Y_13_229	1
