Instance: I_200_25_S_1-49_5_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 164
LB value  = 66,8000156321223
Solution time = 3615,31378173828
Solution status = Time_Limit

Variable	value

Cmax	164
Y_1_47	1
X_1_168_47	1
Y_1_96	1
X_1_47_96	1
Y_1_99	1
X_1_0_99	1
Y_1_116	1
X_1_96_116	1
Y_1_121	1
X_1_139_121	1
Y_1_131	1
X_1_99_131	1
Y_1_139	1
X_1_165_139	1
Y_1_165	1
X_1_131_165	1
Y_1_168	1
X_1_121_168	1
Y_2_21	1
X_2_192_21	1
Y_2_23	1
X_2_69_23	1
Y_2_37	1
X_2_0_37	1
Y_2_42	1
X_2_124_42	1
Y_2_69	1
X_2_21_69	1
Y_2_124	1
X_2_143_124	1
Y_2_143	1
X_2_37_143	1
Y_2_192	1
X_2_42_192	1
Y_3_1	1
X_3_49_1	1
Y_3_5	1
X_3_167_5	1
Y_3_15	1
X_3_158_15	1
Y_3_31	1
X_3_136_31	1
Y_3_49	1
X_3_0_49	1
Y_3_103	1
X_3_15_103	1
Y_3_136	1
X_3_1_136	1
Y_3_158	1
X_3_31_158	1
Y_3_162	1
X_3_103_162	1
Y_3_167	1
X_3_162_167	1
Y_4_26	1
X_4_132_26	1
Y_4_30	1
X_4_122_30	1
Y_4_57	1
X_4_94_57	1
Y_4_75	1
X_4_30_75	1
Y_4_94	1
X_4_0_94	1
Y_4_122	1
X_4_57_122	1
Y_4_132	1
X_4_191_132	1
Y_4_191	1
X_4_75_191	1
Y_5_28	1
X_5_185_28	1
Y_5_54	1
X_5_72_54	1
Y_5_72	1
X_5_0_72	1
Y_5_95	1
X_5_28_95	1
Y_5_185	1
X_5_54_185	1
Y_6_35	1
X_6_78_35	1
Y_6_36	1
X_6_155_36	1
Y_6_50	1
X_6_36_50	1
Y_6_78	1
X_6_118_78	1
Y_6_118	1
X_6_172_118	1
Y_6_155	1
X_6_0_155	1
Y_6_172	1
X_6_200_172	1
Y_6_200	1
X_6_50_200	1
Y_7_2	1
X_7_176_2	1
Y_7_20	1
X_7_22_20	1
Y_7_22	1
X_7_51_22	1
Y_7_51	1
X_7_128_51	1
Y_7_86	1
X_7_106_86	1
Y_7_106	1
X_7_2_106	1
Y_7_128	1
X_7_166_128	1
Y_7_151	1
X_7_20_151	1
Y_7_156	1
X_7_86_156	1
Y_7_157	1
X_7_193_157	1
Y_7_166	1
X_7_157_166	1
Y_7_176	1
X_7_151_176	1
Y_7_193	1
X_7_0_193	1
Y_8_12	1
X_8_0_12	1
Y_8_60	1
X_8_100_60	1
Y_8_61	1
X_8_12_61	1
Y_8_62	1
X_8_60_62	1
Y_8_100	1
X_8_61_100	1
Y_9_10	1
X_9_81_10	1
Y_9_39	1
X_9_77_39	1
Y_9_46	1
X_9_80_46	1
Y_9_52	1
X_9_129_52	1
Y_9_77	1
X_9_0_77	1
Y_9_80	1
X_9_39_80	1
Y_9_81	1
X_9_85_81	1
Y_9_85	1
X_9_52_85	1
Y_9_129	1
X_9_190_129	1
Y_9_190	1
X_9_46_190	1
Y_10_41	1
X_10_0_41	1
Y_10_70	1
X_10_41_70	1
Y_10_130	1
X_10_183_130	1
Y_10_183	1
X_10_70_183	1
Y_11_18	1
X_11_55_18	1
Y_11_32	1
X_11_171_32	1
Y_11_55	1
X_11_32_55	1
Y_11_73	1
X_11_114_73	1
Y_11_114	1
X_11_0_114	1
Y_11_171	1
X_11_73_171	1
Y_11_196	1
X_11_18_196	1
Y_12_34	1
X_12_105_34	1
Y_12_45	1
X_12_189_45	1
Y_12_105	1
X_12_127_105	1
Y_12_110	1
X_12_45_110	1
Y_12_127	1
X_12_0_127	1
Y_12_148	1
X_12_34_148	1
Y_12_189	1
X_12_148_189	1
Y_13_4	1
