
Gurobi 7.0.2 (win64) logging started 06/27/20 11:23:50

Read LP format model from file C:\George\Professor\Pesquisa\Orientacoes em Pos-graduacao\2019 MSC PPGCC Guilherme Figueroa\Fanjuls Solver\Results\I_250_30_S_1-49_1_MTZ_KB.lp
Reading time = 12.68 seconds
: 78060 rows, 1890251 columns, 7670030 nonzeros
Optimize a model with 78060 rows, 1890251 columns and 7670030 nonzeros
Variable types: 7751 continuous, 1882500 integer (1882500 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 2e+02]
Presolve removed 0 rows and 0 columns (presolve time = 5s) ...
Presolve removed 0 rows and 0 columns (presolve time = 10s) ...
Presolve removed 0 rows and 0 columns (presolve time = 20s) ...
Presolve time: 23.70s
Presolved: 78060 rows, 1890251 columns, 7670030 nonzeros
Variable types: 250 continuous, 1890001 integer (1890000 binary)
Found heuristic solution: objective 19452.000000

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    0.0000000e+00   5.000000e+02   0.000000e+00     66s
    3843    5.9792654e-05   4.435825e+03   0.000000e+00     70s
    5457    8.5726318e-05   1.526210e+04   0.000000e+00     75s
    6358    1.3153654e-04   6.403000e+03   0.000000e+00     81s
    6518    1.4482451e-04   5.919732e+03   0.000000e+00     85s
    6838    1.9064389e-04   1.635401e+04   0.000000e+00     92s
    7011    2.0978733e-04   7.249752e+03   0.000000e+00     96s
    7331    2.5313476e-04   7.263025e+03   0.000000e+00    102s
    7491    2.6650780e-04   7.067231e+03   0.000000e+00    105s
    7811    2.9226121e-04   6.361373e+03   0.000000e+00    111s
    8131    3.1311807e-04   6.655568e+03   0.000000e+00    116s
    8451    3.2829851e-04   5.657364e+03   0.000000e+00    123s
    8652    3.3271264e-04   6.724374e+03   0.000000e+00    126s
    9106    3.4448617e-04   6.796943e+03   0.000000e+00    132s
    9266    3.6699537e-04   5.309018e+03   0.000000e+00    135s
    9586    4.0047550e-04   5.079377e+03   0.000000e+00    143s
    9746    4.1261066e-04   5.719269e+03   0.000000e+00    146s
   10279    4.6169056e-04   4.080380e+03   0.000000e+00    154s
   10503    4.8351002e-04   8.163033e+03   0.000000e+00    158s
   10868    5.1747502e-04   1.110757e+04   0.000000e+00    163s
   11050    5.3142096e-04   5.682500e+03   0.000000e+00    166s
   11640    5.7239472e-04   3.061010e+03   0.000000e+00    171s
   12684    6.1681165e-04   3.528240e+03   0.000000e+00    178s
   13185    6.4833930e-04   3.318342e+03   0.000000e+00    181s
   14065    6.9462174e-04   3.361713e+03   0.000000e+00    186s
   15362    7.4380052e-04   3.111992e+03   0.000000e+00    192s
   16123    7.6488697e-04   4.149764e+03   0.000000e+00    198s
   16417    7.7315180e-04   3.143006e+03   0.000000e+00    201s
   16952    7.8834659e-04   5.311810e+03   0.000000e+00    206s
   17430    8.1207355e-04   2.745272e+03   0.000000e+00    212s
   17733    8.2226621e-04   3.326685e+03   0.000000e+00    217s
   18309    8.4052020e-04   2.843385e+03   0.000000e+00    225s
   18659    8.4965996e-04   2.561559e+03   0.000000e+00    230s
   19257    8.6998488e-04   3.615073e+03   0.000000e+00    238s
   19818    8.8228676e-04   4.562242e+03   0.000000e+00    241s
   20086    8.9010587e-04   5.203107e+03   0.000000e+00    249s
   20299    8.9846298e-04   8.080809e+03   0.000000e+00    250s
   20528    9.0642295e-04   3.761922e+03   0.000000e+00    257s
   20952    9.1794776e-04   5.014467e+03   0.000000e+00    264s
   21169    9.2430894e-04   5.269417e+03   0.000000e+00    268s
   21357    9.3120512e-04   9.644031e+03   0.000000e+00    273s
   21560    9.3305988e-04   2.370654e+03   0.000000e+00    278s
   21725    9.3709743e-04   3.970559e+03   0.000000e+00    282s
   21939    9.4411046e-04   4.316172e+03   0.000000e+00    286s
   22259    9.5212307e-04   4.033998e+03   0.000000e+00    293s
   22579    9.5947261e-04   7.187967e+03   0.000000e+00    295s
   22756    9.6773077e-04   4.828220e+03   0.000000e+00    301s
   23216    9.7890288e-04   5.112341e+03   0.000000e+00    305s
   23433    9.8492885e-04   6.361531e+03   0.000000e+00    312s
   23874    9.9506012e-04   6.624342e+03   0.000000e+00    319s
   24665    1.0145171e-03   3.751155e+03   0.000000e+00    327s
   25176    1.0294651e-03   4.316879e+03   0.000000e+00    333s
   25406    1.0388583e-03   6.256051e+03   0.000000e+00    336s
   25657    1.0474705e-03   5.194909e+03   0.000000e+00    341s
   25901    1.0512844e-03   6.391150e+03   0.000000e+00    347s
   26272    1.0598876e-03   4.361012e+03   0.000000e+00    353s
   26467    1.0644308e-03   5.357485e+03   0.000000e+00    359s
   26642    1.0690203e-03   5.456739e+03   0.000000e+00    364s
   26808    1.0729969e-03   4.550823e+03   0.000000e+00    368s
   26968    1.0760380e-03   4.757409e+03   0.000000e+00    370s
   27535    1.0815443e-03   6.369165e+03   0.000000e+00    375s
   27893    1.0904306e-03   6.706190e+03   0.000000e+00    386s
   28068    1.0948265e-03   5.658929e+03   0.000000e+00    390s
   28403    1.1016018e-03   4.636198e+03   0.000000e+00    395s
   28587    1.1077288e-03   6.385914e+03   0.000000e+00    401s
   28772    1.1146228e-03   5.432274e+03   0.000000e+00    408s
   28952    1.1212481e-03   5.670915e+03   0.000000e+00    410s
   29312    1.1352213e-03   1.220447e+04   0.000000e+00    417s
   29472    1.1417230e-03   5.662752e+03   0.000000e+00    423s
   29632    1.1462520e-03   4.053209e+03   0.000000e+00    426s
   29952    1.1561880e-03   4.580843e+03   0.000000e+00    434s
   30112    1.1596808e-03   7.050707e+03   0.000000e+00    435s
   30965    1.1810546e-03   5.264991e+03   0.000000e+00    441s
   31311    1.1892856e-03   5.792889e+03   0.000000e+00    447s
   31642    1.1969676e-03   3.923140e+03   0.000000e+00    453s
   31824    1.2004145e-03   5.525210e+03   0.000000e+00    456s
   31984    1.2034284e-03   5.712526e+03   0.000000e+00    461s
   32148    1.2070508e-03   6.483993e+03   0.000000e+00    466s
   32468    1.2169015e-03   5.774531e+03   0.000000e+00    470s
