Instance: I_150_10_S_1-99_9_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 269
LB value  = 223
Solution time = 3612,25666427612
Solution status = Time_Limit

Variable	value

Cmax	269
Y_1_2	1
X_1_73_2	1
Y_1_3	1
X_1_0_3	1
Y_1_4	1
X_1_27_4	1
Y_1_8	1
X_1_60_8	1
Y_1_25	1
X_1_3_25	1
Y_1_27	1
X_1_25_27	1
Y_1_42	1
X_1_70_42	1
Y_1_55	1
X_1_129_55	1
Y_1_59	1
X_1_111_59	1
Y_1_60	1
X_1_55_60	1
Y_1_65	1
X_1_136_65	1
Y_1_67	1
X_1_82_67	1
Y_1_70	1
X_1_4_70	1
Y_1_73	1
X_1_112_73	1
Y_1_82	1
X_1_59_82	1
Y_1_97	1
X_1_65_97	1
Y_1_111	1
X_1_42_111	1
Y_1_112	1
X_1_8_112	1
Y_1_129	1
X_1_97_129	1
Y_1_136	1
X_1_67_136	1
Y_2_1	1
X_2_0_1	1
Y_2_7	1
X_2_50_7	1
Y_2_39	1
X_2_7_39	1
Y_2_49	1
X_2_104_49	1
Y_2_50	1
X_2_69_50	1
Y_2_54	1
X_2_1_54	1
Y_2_61	1
X_2_117_61	1
Y_2_69	1
X_2_119_69	1
Y_2_72	1
X_2_49_72	1
Y_2_102	1
X_2_54_102	1
Y_2_104	1
X_2_146_104	1
Y_2_117	1
X_2_72_117	1
Y_2_119	1
X_2_61_119	1
Y_2_146	1
X_2_102_146	1
Y_3_6	1
X_3_58_6	1
Y_3_9	1
X_3_123_9	1
Y_3_15	1
X_3_6_15	1
Y_3_20	1
X_3_92_20	1
Y_3_35	1
X_3_120_35	1
Y_3_58	1
X_3_35_58	1
Y_3_92	1
X_3_15_92	1
Y_3_110	1
X_3_115_110	1
Y_3_115	1
X_3_9_115	1
Y_3_120	1
X_3_130_120	1
Y_3_123	1
X_3_135_123	1
Y_3_126	1
X_3_20_126	1
Y_3_130	1
X_3_110_130	1
Y_3_135	1
X_3_0_135	1
Y_4_37	1
X_4_90_37	1
Y_4_38	1
X_4_71_38	1
Y_4_41	1
X_4_37_41	1
Y_4_46	1
X_4_38_46	1
Y_4_71	1
X_4_107_71	1
Y_4_75	1
X_4_148_75	1
Y_4_80	1
X_4_75_80	1
Y_4_89	1
X_4_121_89	1
Y_4_90	1
X_4_0_90	1
Y_4_95	1
X_4_46_95	1
Y_4_107	1
X_4_114_107	1
Y_4_114	1
X_4_41_114	1
Y_4_121	1
X_4_80_121	1
Y_4_127	1
X_4_95_127	1
Y_4_148	1
X_4_127_148	1
Y_5_13	1
X_5_141_13	1
Y_5_34	1
X_5_53_34	1
Y_5_48	1
X_5_122_48	1
Y_5_53	1
X_5_48_53	1
Y_5_66	1
X_5_124_66	1
Y_5_76	1
X_5_85_76	1
Y_5_85	1
X_5_86_85	1
Y_5_86	1
X_5_134_86	1
Y_5_122	1
X_5_76_122	1
Y_5_124	1
X_5_34_124	1
Y_5_134	1
X_5_13_134	1
Y_5_141	1
X_5_0_141	1
Y_6_12	1
X_6_138_12	1
Y_6_17	1
X_6_100_17	1
Y_6_19	1
X_6_116_19	1
Y_6_24	1
X_6_149_24	1
Y_6_32	1
X_6_0_32	1
Y_6_43	1
X_6_19_43	1
Y_6_64	1
X_6_24_64	1
Y_6_88	1
X_6_106_88	1
Y_6_100	1
X_6_12_100	1
Y_6_106	1
X_6_140_106	1
Y_6_116	1
X_6_17_116	1
Y_6_138	1
X_6_32_138	1
Y_6_140	1
X_6_43_140	1
Y_6_142	1
X_6_64_142	1
Y_6_149	1
X_6_88_149	1
Y_7_16	1
X_7_105_16	1
Y_7_18	1
X_7_16_18	1
Y_7_30	1
X_7_137_30	1
Y_7_33	1
X_7_52_33	1
Y_7_51	1
X_7_109_51	1
Y_7_52	1
X_7_128_52	1
Y_7_57	1
X_7_33_57	1
Y_7_74	1
X_7_118_74	1
Y_7_77	1
X_7_132_77	1
Y_7_84	1
X_7_74_84	1
Y_7_98	1
X_7_84_98	1
Y_7_105	1
X_7_51_105	1
Y_7_108	1
X_7_57_108	1
Y_7_109	1
X_7_77_109	1
Y_7_118	1
X_7_30_118	1
Y_7_128	1
X_7_18_128	1
Y_7_132	1
X_7_98_132	1
Y_7_137	1
X_7_0_137	1
Y_8_5	1
X_8_147_5	1
Y_8_21	1
X_8_150_21	1
Y_8_22	1
X_8_36_22	1
Y_8_36	1
X_8_99_36	1
Y_8_40	1
X_8_131_40	1
Y_8_63	1
X_8_40_63	1
Y_8_68	1
X_8_93_68	1
Y_8_79	1
X_8_22_79	1
Y_8_91	1
X_8_143_91	1
Y_8_93	1
X_8_21_93	1
Y_8_99	1
X_8_63_99	1
Y_8_131	1
X_8_68_131	1
Y_8_133	1
X_8_5_133	1
Y_8_143	1
X_8_79_143	1
Y_8_144	1
X_8_91_144	1
Y_8_145	1
X_8_133_145	1
Y_8_147	1
X_8_0_147	1
Y_8_150	1
X_8_145_150	1
Y_9_10	1
X_9_96_10	1
Y_9_26	1
X_9_125_26	1
Y_9_28	1
X_9_94_28	1
Y_9_62	1
X_9_26_62	1
Y_9_87	1
X_9_103_87	1
Y_9_94	1
X_9_87_94	1
Y_9_96	1
X_9_0_96	1
Y_9_103	1
X_9_113_103	1
Y_9_113	1
X_9_62_113	1
Y_9_125	1
X_9_10_125	1
Y_10_11	1
X_10_139_11	1
Y_10_14	1
X_10_23_14	1
Y_10_23	1
X_10_78_23	1
Y_10_29	1
X_10_44_29	1
Y_10_31	1
X_10_11_31	1
Y_10_44	1
X_10_45_44	1
Y_10_45	1
X_10_101_45	1
Y_10_47	1
X_10_81_47	1
Y_10_56	1
X_10_31_56	1
Y_10_78	1
X_10_0_78	1
Y_10_81	1
X_10_29_81	1
Y_10_83	1
X_10_56_83	1
Y_10_101	1
X_10_14_101	1
Y_10_139	1
X_10_47_139	1
X_1_2_0	1
X_2_39_0	1
X_3_126_0	1
X_4_89_0	1
X_5_66_0	1
X_6_142_0	1
X_7_108_0	1
X_8_144_0	1
X_9_28_0	1
X_10_83_0	1
U_2	149,000000000001
U_4	3,00000000000001
U_5	1,00000000000001
U_6	9
U_7	148,000000000001
U_8	145,999999999997
U_9	2
U_10	0,999999999999716
U_11	146,000000000001
U_12	1,99999999999918
U_13	1
U_14	1,99999999999972
U_15	10
U_16	143
U_17	3,99999999999918
U_18	144
U_19	141,000000000001
U_20	148
U_21	5,00000000000001
U_22	145,000000000001
U_23	0,999999999999091
U_24	147,000000000001
U_25	0,999999999999716
U_26	142,999999999996
U_27	2,00000000000001
U_28	149,000000000001
U_29	5,99999999999972
U_30	1
U_31	147,000000000001
U_33	147
U_34	147,000000000002
U_35	7
U_36	144,000000000001
U_37	1
U_38	6
U_39	149,000000000001
U_40	141,000000000001
U_41	2
U_42	5,00000000000001
U_43	142,000000000001
U_44	4,99999999999972
U_45	3,99999999999972
U_46	7
U_47	144,000000000001
U_48	145,000000000002
U_49	4,99999999999991
U_50	147,000000000001
U_51	141
U_52	146
U_53	146,000000000002
U_54	1
U_55	14
U_56	148,000000000001
U_57	148
U_58	8
U_59	7,00000000000001
U_60	15
U_61	7,99999999999991
U_62	143,999999999996
U_63	142,000000000001
U_64	148,000000000001
U_65	11
U_66	149
U_67	9,00000000000001
U_68	7,00000000000001
U_69	146,000000000001
U_70	4,00000000000001
U_71	5
U_72	5,99999999999991
U_73	148,000000000001
U_74	135
U_75	11
U_76	143,000000000002
U_77	139
U_79	146,000000000001
U_80	147,000000000001
U_81	6,99999999999972
U_82	8,00000000000001
U_83	149,000000000001
U_84	136
U_85	142,000000000002
U_86	141,000000000002
U_87	147,000000000002
U_88	145,000000000001
U_89	149,000000000001
U_91	148,000000000001
U_92	147
U_93	6,00000000000001
U_94	148,000000000001
U_95	8
U_97	12
U_98	137
U_99	143,000000000001
U_100	2,99999999999918
U_101	2,99999999999972
U_102	1,99999999999991
U_103	145,999999999996
U_104	3,99999999999991
U_105	142
U_106	144,000000000001
U_107	4
U_108	149
U_109	140
U_110	4
U_111	6,00000000000001
U_112	146,999999999997
U_113	144,999999999996
U_114	3
U_115	3
U_116	4,99999999999918
U_117	6,99999999999991
U_118	2,00000000000001
U_119	8,99999999999991
U_120	6
U_121	148,000000000001
U_122	144,000000000002
U_123	0,999999999999716
U_124	148,000000000001
U_125	141,999999999996
U_126	149,000000000001
U_127	9
U_128	145
U_129	13
U_130	5
