Instance: I_100_15_S_1-49_4_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 83
LB value  = 68
Solution time = 3600,02859306335
Solution status = Time_Limit

Variable	value

Cmax	83
Y_1_2	1
X_1_45_2	1
Y_1_27	1
X_1_0_27	1
Y_1_44	1
X_1_27_44	1
Y_1_45	1
X_1_44_45	1
Y_1_87	1
X_1_2_87	1
Y_2_35	1
X_2_0_35	1
Y_2_51	1
X_2_56_51	1
Y_2_56	1
X_2_86_56	1
Y_2_59	1
X_2_51_59	1
Y_2_86	1
X_2_35_86	1
Y_2_96	1
X_2_59_96	1
Y_3_13	1
X_3_88_13	1
Y_3_52	1
X_3_13_52	1
Y_3_88	1
X_3_91_88	1
Y_3_89	1
X_3_0_89	1
Y_3_91	1
X_3_89_91	1
Y_3_97	1
X_3_52_97	1
Y_4_5	1
X_4_94_5	1
Y_4_18	1
X_4_26_18	1
Y_4_26	1
X_4_63_26	1
Y_4_63	1
X_4_5_63	1
Y_4_94	1
X_4_0_94	1
Y_5_36	1
X_5_0_36	1
Y_5_43	1
X_5_53_43	1
Y_5_53	1
X_5_64_53	1
Y_5_64	1
X_5_79_64	1
Y_5_70	1
X_5_75_70	1
Y_5_75	1
X_5_43_75	1
Y_5_79	1
X_5_36_79	1
Y_6_1	1
X_6_0_1	1
Y_6_11	1
X_6_84_11	1
Y_6_48	1
X_6_85_48	1
Y_6_72	1
X_6_11_72	1
Y_6_84	1
X_6_92_84	1
Y_6_85	1
X_6_72_85	1
Y_6_92	1
X_6_1_92	1
Y_7_3	1
X_7_81_3	1
Y_7_15	1
X_7_78_15	1
Y_7_29	1
X_7_46_29	1
Y_7_32	1
X_7_15_32	1
Y_7_38	1
X_7_0_38	1
Y_7_46	1
X_7_38_46	1
Y_7_78	1
X_7_3_78	1
Y_7_81	1
X_7_29_81	1
Y_8_4	1
X_8_60_4	1
Y_8_9	1
X_8_58_9	1
Y_8_21	1
X_8_50_21	1
Y_8_33	1
X_8_21_33	1
Y_8_50	1
X_8_0_50	1
Y_8_58	1
X_8_33_58	1
Y_8_60	1
X_8_9_60	1
Y_9_6	1
X_9_10_6	1
Y_9_10	1
X_9_41_10	1
Y_9_41	1
X_9_0_41	1
Y_9_62	1
X_9_6_62	1
Y_9_69	1
X_9_62_69	1
Y_9_76	1
X_9_99_76	1
Y_9_95	1
X_9_76_95	1
Y_9_99	1
X_9_69_99	1
Y_10_12	1
X_10_90_12	1
Y_10_20	1
X_10_83_20	1
Y_10_24	1
X_10_20_24	1
Y_10_83	1
X_10_0_83	1
Y_10_90	1
X_10_24_90	1
Y_11_16	1
X_11_37_16	1
Y_11_19	1
X_11_28_19	1
Y_11_25	1
X_11_16_25	1
Y_11_28	1
X_11_34_28	1
Y_11_34	1
X_11_55_34	1
Y_11_37	1
X_11_61_37	1
Y_11_54	1
X_11_66_54	1
Y_11_55	1
X_11_0_55	1
Y_11_61	1
X_11_19_61	1
Y_11_66	1
X_11_25_66	1
Y_12_8	1
X_12_14_8	1
Y_12_14	1
X_12_39_14	1
Y_12_23	1
X_12_93_23	1
Y_12_39	1
X_12_80_39	1
Y_12_77	1
X_12_8_77	1
Y_12_80	1
X_12_23_80	1
Y_12_93	1
X_12_0_93	1
Y_13_17	1
X_13_98_17	1
Y_13_42	1
X_13_47_42	1
Y_13_47	1
X_13_0_47	1
Y_13_68	1
X_13_73_68	1
Y_13_73	1
X_13_17_73	1
Y_13_98	1
X_13_42_98	1
Y_14_30	1
X_14_100_30	1
Y_14_40	1
X_14_82_40	1
Y_14_65	1
X_14_0_65	1
Y_14_67	1
X_14_30_67	1
Y_14_82	1
X_14_65_82	1
Y_14_100	1
X_14_40_100	1
Y_15_7	1
X_15_49_7	1
Y_15_22	1
X_15_74_22	1
Y_15_31	1
X_15_22_31	1
Y_15_49	1
X_15_71_49	1
Y_15_57	1
X_15_7_57	1
Y_15_71	1
X_15_0_71	1
Y_15_74	1
X_15_57_74	1
X_1_87_0	1
X_2_96_0	1
X_3_97_0	1
X_4_18_0	1
X_5_70_0	1
X_6_48_0	1
X_7_32_0	1
X_8_4_0	1
X_9_95_0	1
X_10_12_0	1
X_11_54_0	1
X_12_77_0	1
X_13_68_0	1
X_14_67_0	1
X_15_31_0	1
U_2	3
U_3	4
U_4	99,0000000000008
U_5	1
U_6	2
U_7	95
U_8	98,0000000000025
U_9	4
U_10	1
U_11	96,0000000000008
U_12	99,0000000000008
U_13	3
U_14	97,0000000000025
U_15	98,0000000000009
U_16	96,0000000000025
U_17	97
U_18	99,0000000000008
U_19	93,0000000000025
U_20	96,0000000000008
U_21	1
U_22	98
U_23	1
U_24	97,0000000000008
U_25	97,0000000000025
U_26	98
U_28	1,99999999999943
U_29	2
U_30	98,0000000000045
U_31	99,0000000000008
U_32	99,0000000000008
U_33	2
U_34	0,999999999999432
U_37	95,0000000000025
U_39	96,0000000000025
U_40	96,0000000000045
U_42	1
U_43	4
U_44	1
U_45	2
U_46	1
U_48	99,0000000000008
U_49	1
U_51	3
U_52	98
U_53	3
