Instance: I_250_25_S_1-124_8_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 221
LB value  = 102,070301201665
Solution time = 3857,94591522217
Solution status = Time_Limit

Variable	value

Cmax	221
Y_1_32	1
X_1_43_32	1
Y_1_43	1
X_1_200_43	1
Y_1_55	1
X_1_186_55	1
Y_1_109	1
X_1_182_109	1
Y_1_182	1
X_1_55_182	1
Y_1_186	1
X_1_32_186	1
Y_1_200	1
X_1_0_200	1
Y_1_228	1
X_1_235_228	1
Y_1_235	1
X_1_109_235	1
Y_2_6	1
X_2_156_6	1
Y_2_37	1
X_2_137_37	1
Y_2_84	1
X_2_212_84	1
Y_2_124	1
X_2_139_124	1
Y_2_137	1
X_2_6_137	1
Y_2_139	1
X_2_224_139	1
Y_2_150	1
X_2_0_150	1
Y_2_156	1
X_2_124_156	1
Y_2_212	1
X_2_150_212	1
Y_2_224	1
X_2_226_224	1
Y_2_226	1
X_2_240_226	1
Y_2_240	1
X_2_84_240	1
Y_3_1	1
X_3_0_1	1
Y_3_2	1
X_3_21_2	1
Y_3_14	1
X_3_62_14	1
Y_3_21	1
X_3_14_21	1
Y_3_62	1
X_3_116_62	1
Y_3_116	1
X_3_1_116	1
Y_3_202	1
X_3_2_202	1
Y_4_4	1
X_4_231_4	1
Y_4_95	1
X_4_4_95	1
Y_4_147	1
X_4_218_147	1
Y_4_181	1
X_4_246_181	1
Y_4_188	1
X_4_198_188	1
Y_4_198	1
X_4_241_198	1
Y_4_206	1
X_4_147_206	1
Y_4_215	1
X_4_0_215	1
Y_4_218	1
X_4_188_218	1
Y_4_229	1
X_4_181_229	1
Y_4_231	1
X_4_215_231	1
Y_4_241	1
X_4_229_241	1
Y_4_246	1
X_4_95_246	1
Y_5_12	1
X_5_192_12	1
Y_5_38	1
X_5_86_38	1
Y_5_65	1
X_5_136_65	1
Y_5_86	1
X_5_247_86	1
Y_5_136	1
X_5_170_136	1
Y_5_170	1
X_5_249_170	1
Y_5_177	1
X_5_0_177	1
Y_5_192	1
X_5_65_192	1
Y_5_204	1
X_5_177_204	1
Y_5_247	1
X_5_204_247	1
Y_5_249	1
X_5_38_249	1
Y_6_34	1
X_6_134_34	1
Y_6_74	1
X_6_148_74	1
Y_6_82	1
X_6_141_82	1
Y_6_89	1
X_6_82_89	1
Y_6_103	1
X_6_89_103	1
Y_6_134	1
X_6_103_134	1
Y_6_141	1
X_6_74_141	1
Y_6_148	1
X_6_0_148	1
Y_6_165	1
X_6_201_165	1
Y_6_201	1
X_6_34_201	1
Y_7_16	1
X_7_0_16	1
Y_7_27	1
X_7_242_27	1
Y_7_56	1
X_7_131_56	1
Y_7_107	1
X_7_27_107	1
Y_7_131	1
X_7_16_131	1
Y_7_194	1
X_7_107_194	1
Y_7_196	1
X_7_56_196	1
Y_7_210	1
X_7_196_210	1
Y_7_242	1
X_7_210_242	1
Y_8_31	1
X_8_54_31	1
Y_8_54	1
X_8_243_54	1
Y_8_96	1
X_8_213_96	1
Y_8_149	1
X_8_0_149	1
Y_8_172	1
X_8_96_172	1
Y_8_213	1
X_8_220_213	1
Y_8_220	1
X_8_232_220	1
Y_8_232	1
X_8_31_232	1
Y_8_243	1
X_8_149_243	1
Y_9_17	1
X_9_87_17	1
Y_9_22	1
X_9_179_22	1
Y_9_52	1
X_9_0_52	1
Y_9_58	1
X_9_59_58	1
Y_9_59	1
X_9_22_59	1
Y_9_87	1
X_9_208_87	1
Y_9_120	1
X_9_248_120	1
Y_9_145	1
X_9_216_145	1
Y_9_179	1
X_9_145_179	1
Y_9_208	1
X_9_120_208	1
Y_9_216	1
X_9_52_216	1
Y_9_248	1
X_9_58_248	1
Y_10_30	1
X_10_135_30	1
Y_10_60	1
X_10_175_60	1
Y_10_78	1
X_10_104_78	1
Y_10_83	1
X_10_0_83	1
Y_10_85	1
X_10_30_85	1
Y_10_92	1
X_10_83_92	1
Y_10_104	1
X_10_117_104	1
Y_10_117	1
X_10_142_117	1
Y_10_135	1
X_10_92_135	1
Y_10_142	1
X_10_85_142	1
Y_10_175	1
X_10_78_175	1
Y_11_33	1
X_11_233_33	1
Y_11_41	1
X_11_207_41	1
Y_11_68	1
X_11_41_68	1
Y_11_118	1
X_11_0_118	1
Y_11_166	1
X_11_68_166	1
Y_11_203	1
X_11_166_203	1
Y_11_207	1
X_11_223_207	1
Y_11_223	1
X_11_118_223	1
Y_11_233	1
X_11_203_233	1
Y_12_57	1
X_12_171_57	1
