Instance: I_200_20_S_1-124_2_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 166
LB value  = 114
Solution time = 3601,67699432373
Solution status = Time_Limit

Variable	value

Cmax	166
Y_1_22	1
X_1_68_22	1
Y_1_48	1
X_1_85_48	1
Y_1_55	1
X_1_174_55	1
Y_1_68	1
X_1_175_68	1
Y_1_81	1
X_1_48_81	1
Y_1_85	1
X_1_55_85	1
Y_1_88	1
X_1_81_88	1
Y_1_103	1
X_1_0_103	1
Y_1_148	1
X_1_88_148	1
Y_1_174	1
X_1_22_174	1
Y_1_175	1
X_1_103_175	1
Y_2_37	1
X_2_0_37	1
Y_2_52	1
X_2_192_52	1
Y_2_134	1
X_2_194_134	1
Y_2_141	1
X_2_186_141	1
Y_2_150	1
X_2_134_150	1
Y_2_159	1
X_2_141_159	1
Y_2_162	1
X_2_52_162	1
Y_2_186	1
X_2_37_186	1
Y_2_192	1
X_2_159_192	1
Y_2_194	1
X_2_162_194	1
Y_3_35	1
X_3_121_35	1
Y_3_40	1
X_3_125_40	1
Y_3_62	1
X_3_108_62	1
Y_3_74	1
X_3_137_74	1
Y_3_108	1
X_3_109_108	1
Y_3_109	1
X_3_144_109	1
Y_3_121	1
X_3_40_121	1
Y_3_125	1
X_3_0_125	1
Y_3_137	1
X_3_35_137	1
Y_3_144	1
X_3_74_144	1
Y_4_83	1
X_4_161_83	1
Y_4_113	1
X_4_0_113	1
Y_4_123	1
X_4_83_123	1
Y_4_128	1
X_4_155_128	1
Y_4_129	1
X_4_123_129	1
Y_4_146	1
X_4_189_146	1
Y_4_155	1
X_4_129_155	1
Y_4_161	1
X_4_113_161	1
Y_4_189	1
X_4_128_189	1
Y_5_8	1
X_5_168_8	1
Y_5_25	1
X_5_132_25	1
Y_5_96	1
X_5_142_96	1
Y_5_122	1
X_5_160_122	1
Y_5_132	1
X_5_96_132	1
Y_5_142	1
X_5_122_142	1
Y_5_160	1
X_5_191_160	1
Y_5_168	1
X_5_0_168	1
Y_5_177	1
X_5_8_177	1
Y_5_191	1
X_5_177_191	1
Y_6_12	1
X_6_170_12	1
Y_6_20	1
X_6_12_20	1
Y_6_56	1
X_6_169_56	1
Y_6_77	1
X_6_20_77	1
Y_6_93	1
X_6_152_93	1
Y_6_95	1
X_6_0_95	1
Y_6_98	1
X_6_163_98	1
Y_6_106	1
X_6_98_106	1
Y_6_152	1
X_6_95_152	1
Y_6_163	1
X_6_93_163	1
Y_6_169	1
X_6_106_169	1
Y_6_170	1
X_6_56_170	1
Y_7_13	1
X_7_42_13	1
Y_7_24	1
X_7_13_24	1
Y_7_31	1
X_7_49_31	1
Y_7_33	1
X_7_31_33	1
Y_7_42	1
X_7_92_42	1
Y_7_43	1
X_7_156_43	1
Y_7_49	1
X_7_43_49	1
Y_7_92	1
X_7_33_92	1
