Instance: I_200_10_S_1-49_6_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 259
LB value  = 238
Solution time = 3600,06736373901
Solution status = Time_Limit

Variable	value

Cmax	259
Y_1_11	1
X_1_34_11	1
Y_1_23	1
X_1_118_23	1
Y_1_30	1
X_1_165_30	1
Y_1_34	1
X_1_67_34	1
Y_1_36	1
X_1_182_36	1
Y_1_57	1
X_1_168_57	1
Y_1_67	1
X_1_188_67	1
Y_1_76	1
X_1_124_76	1
Y_1_118	1
X_1_76_118	1
Y_1_119	1
X_1_0_119	1
Y_1_124	1
X_1_57_124	1
Y_1_165	1
X_1_36_165	1
Y_1_168	1
X_1_11_168	1
Y_1_182	1
X_1_119_182	1
Y_1_188	1
X_1_30_188	1
Y_2_13	1
X_2_107_13	1
Y_2_15	1
X_2_0_15	1
Y_2_29	1
X_2_198_29	1
Y_2_37	1
X_2_132_37	1
Y_2_46	1
X_2_100_46	1
Y_2_47	1
X_2_37_47	1
Y_2_60	1
X_2_149_60	1
Y_2_100	1
X_2_177_100	1
Y_2_107	1
X_2_46_107	1
Y_2_125	1
X_2_29_125	1
Y_2_132	1
X_2_192_132	1
Y_2_149	1
X_2_47_149	1
Y_2_177	1
X_2_60_177	1
Y_2_192	1
X_2_15_192	1
Y_2_198	1
X_2_13_198	1
Y_3_24	1
X_3_75_24	1
Y_3_32	1
X_3_105_32	1
Y_3_48	1
X_3_174_48	1
Y_3_52	1
X_3_199_52	1
Y_3_56	1
X_3_131_56	1
Y_3_69	1
X_3_164_69	1
Y_3_75	1
X_3_102_75	1
Y_3_86	1
X_3_32_86	1
Y_3_102	1
X_3_162_102	1
Y_3_105	1
X_3_158_105	1
Y_3_106	1
X_3_48_106	1
Y_3_111	1
X_3_172_111	1
Y_3_131	1
X_3_0_131	1
Y_3_152	1
X_3_106_152	1
Y_3_154	1
X_3_111_154	1
Y_3_158	1
X_3_69_158	1
Y_3_162	1
X_3_52_162	1
Y_3_164	1
X_3_154_164	1
Y_3_172	1
X_3_56_172	1
Y_3_174	1
X_3_24_174	1
Y_3_199	1
X_3_86_199	1
Y_4_1	1
X_4_157_1	1
Y_4_4	1
X_4_114_4	1
Y_4_6	1
X_4_0_6	1
Y_4_26	1
X_4_97_26	1
Y_4_39	1
X_4_151_39	1
Y_4_44	1
X_4_26_44	1
Y_4_65	1
X_4_44_65	1
Y_4_72	1
X_4_145_72	1
Y_4_83	1
X_4_72_83	1
Y_4_89	1
X_4_190_89	1
Y_4_90	1
X_4_108_90	1
Y_4_97	1
X_4_90_97	1
Y_4_108	1
X_4_4_108	1
Y_4_114	1
X_4_142_114	1
Y_4_133	1
X_4_146_133	1
Y_4_142	1
X_4_148_142	1
Y_4_145	1
X_4_173_145	1
Y_4_146	1
X_4_39_146	1
Y_4_148	1
X_4_1_148	1
Y_4_151	1
X_4_65_151	1
Y_4_157	1
X_4_83_157	1
Y_4_173	1
X_4_194_173	1
Y_4_190	1
X_4_6_190	1
Y_4_194	1
X_4_89_194	1
Y_5_2	1
X_5_7_2	1
Y_5_7	1
X_5_59_7	1
Y_5_8	1
X_5_31_8	1
Y_5_18	1
X_5_123_18	1
Y_5_28	1
X_5_184_28	1
Y_5_31	1
X_5_0_31	1
Y_5_59	1
X_5_136_59	1
Y_5_68	1
X_5_73_68	1
Y_5_73	1
X_5_121_73	1
Y_5_74	1
X_5_8_74	1
Y_5_93	1
X_5_179_93	1
Y_5_110	1
X_5_93_110	1
Y_5_120	1
X_5_143_120	1
Y_5_121	1
X_5_28_121	1
Y_5_123	1
X_5_138_123	1
Y_5_136	1
X_5_74_136	1
Y_5_138	1
X_5_2_138	1
Y_5_143	1
X_5_68_143	1
Y_5_179	1
X_5_120_179	1
Y_5_184	1
X_5_18_184	1
Y_6_41	1
X_6_127_41	1
Y_6_49	1
X_6_171_49	1
Y_6_51	1
X_6_126_51	1
Y_6_54	1
X_6_78_54	1
Y_6_78	1
X_6_185_78	1
Y_6_79	1
X_6_0_79	1
Y_6_80	1
X_6_54_80	1
Y_6_91	1
X_6_49_91	1
Y_6_99	1
X_6_41_99	1
Y_6_103	1
X_6_99_103	1
Y_6_112	1
X_6_51_112	1
Y_6_126	1
X_6_91_126	1
Y_6_127	1
X_6_153_127	1
Y_6_128	1
X_6_80_128	1
Y_6_150	1
X_6_103_150	1
Y_6_153	1
X_6_79_153	1
Y_6_156	1
X_6_175_156	1
Y_6_171	1
X_6_156_171	1
Y_6_175	1
X_6_150_175	1
Y_6_185	1
X_6_112_185	1
Y_7_20	1
X_7_95_20	1
Y_7_35	1
X_7_61_35	1
Y_7_40	1
X_7_82_40	1
Y_7_42	1
X_7_186_42	1
Y_7_53	1
X_7_62_53	1
Y_7_58	1
X_7_35_58	1
Y_7_61	1
X_7_53_61	1
Y_7_62	1
X_7_42_62	1
Y_7_63	1
X_7_137_63	1
Y_7_82	1
X_7_180_82	1
Y_7_84	1
X_7_129_84	1
Y_7_95	1
X_7_58_95	1
Y_7_109	1
X_7_167_109	1
Y_7_116	1
X_7_0_116	1
Y_7_117	1
X_7_63_117	1
Y_7_129	1
X_7_161_129	1
Y_7_137	1
X_7_20_137	1
Y_7_160	1
X_7_84_160	1
Y_7_161	1
X_7_117_161	1
Y_7_167	1
X_7_40_167	1
Y_7_180	1
X_7_160_180	1
Y_7_186	1
X_7_116_186	1
Y_8_9	1
X_8_14_9	1
Y_8_12	1
X_8_94_12	1
Y_8_14	1
X_8_66_14	1
Y_8_16	1
X_8_38_16	1
Y_8_17	1
X_8_0_17	1
Y_8_27	1
X_8_196_27	1
Y_8_38	1
X_8_141_38	1
Y_8_50	1
X_8_101_50	1
Y_8_66	1
X_8_77_66	1
Y_8_77	1
X_8_16_77	1
Y_8_87	1
X_8_166_87	1
Y_8_94	1
X_8_140_94	1
Y_8_101	1
X_8_12_101	1
Y_8_139	1
X_8_50_139	1
Y_8_140	1
X_8_147_140	1
Y_8_141	1
X_8_144_141	1
Y_8_144	1
X_8_87_144	1
