Instance: I_100_25_S_1-124_8_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 73
LB value  = 42
Solution time = 3600,10813331604
Solution status = Time_Limit

Variable	value

Cmax	73
Y_1_64	1
X_1_0_64	1
Y_2_56	1
X_2_71_56	1
Y_2_71	1
X_2_74_71	1
Y_2_74	1
X_2_0_74	1
Y_3_27	1
X_3_0_27	1
Y_3_33	1
X_3_65_33	1
Y_3_34	1
X_3_63_34	1
Y_3_63	1
X_3_86_63	1
Y_3_65	1
X_3_27_65	1
Y_3_86	1
X_3_33_86	1
Y_4_3	1
X_4_47_3	1
Y_4_23	1
X_4_57_23	1
Y_4_47	1
X_4_0_47	1
Y_4_57	1
X_4_3_57	1
Y_4_73	1
X_4_23_73	1
Y_4_83	1
X_4_73_83	1
Y_5_26	1
X_5_48_26	1
Y_5_28	1
X_5_26_28	1
Y_5_38	1
X_5_28_38	1
Y_5_48	1
X_5_0_48	1
Y_6_1	1
X_6_84_1	1
Y_6_82	1
X_6_1_82	1
Y_6_84	1
X_6_0_84	1
Y_7_24	1
X_7_0_24	1
Y_7_30	1
X_7_91_30	1
Y_7_35	1
X_7_99_35	1
Y_7_91	1
X_7_24_91	1
Y_7_99	1
X_7_30_99	1
Y_8_42	1
X_8_0_42	1
Y_8_51	1
X_8_42_51	1
Y_8_85	1
X_8_51_85	1
Y_8_94	1
X_8_85_94	1
Y_8_96	1
X_8_94_96	1
Y_9_29	1
X_9_60_29	1
Y_9_37	1
X_9_68_37	1
Y_9_60	1
X_9_37_60	1
Y_9_68	1
X_9_0_68	1
Y_10_17	1
X_10_0_17	1
Y_10_41	1
X_10_67_41	1
Y_10_67	1
X_10_92_67	1
Y_10_92	1
X_10_17_92	1
Y_10_95	1
X_10_41_95	1
Y_11_19	1
X_11_40_19	1
Y_11_22	1
X_11_19_22	1
Y_11_40	1
X_11_77_40	1
Y_11_77	1
X_11_0_77	1
Y_12_8	1
X_12_89_8	1
Y_12_89	1
X_12_90_89	1
Y_12_90	1
X_12_0_90	1
Y_13_14	1
X_13_0_14	1
Y_13_25	1
X_13_14_25	1
Y_14_11	1
X_14_76_11	1
Y_14_43	1
X_14_11_43	1
Y_14_69	1
X_14_43_69	1
Y_14_76	1
X_14_0_76	1
Y_15_12	1
X_15_0_12	1
Y_15_21	1
X_15_53_21	1
Y_15_53	1
X_15_12_53	1
Y_16_7	1
X_16_49_7	1
Y_16_13	1
X_16_59_13	1
Y_16_20	1
X_16_13_20	1
Y_16_44	1
X_16_87_44	1
Y_16_49	1
X_16_0_49	1
Y_16_59	1
X_16_44_59	1
Y_16_61	1
X_16_7_61	1
Y_16_87	1
X_16_61_87	1
Y_17_45	1
X_17_100_45	1
Y_17_54	1
X_17_75_54	1
Y_17_75	1
X_17_0_75	1
Y_17_80	1
X_17_54_80	1
Y_17_100	1
X_17_80_100	1
Y_18_36	1
X_18_72_36	1
Y_18_62	1
X_18_0_62	1
Y_18_72	1
X_18_62_72	1
Y_19_6	1
X_19_81_6	1
Y_19_15	1
X_19_0_15	1
Y_19_50	1
X_19_6_50	1
Y_19_66	1
X_19_70_66	1
Y_19_70	1
X_19_15_70	1
Y_19_81	1
X_19_66_81	1
Y_20_10	1
X_20_0_10	1
Y_20_98	1
X_20_10_98	1
Y_21_39	1
X_21_88_39	1
Y_21_46	1
X_21_52_46	1
Y_21_52	1
X_21_55_52	1
Y_21_55	1
X_21_0_55	1
Y_21_88	1
X_21_46_88	1
Y_22_79	1
X_22_93_79	1
Y_22_93	1
X_22_0_93	1
Y_23_2	1
X_23_78_2	1
Y_23_9	1
X_23_31_9	1
Y_23_31	1
X_23_0_31	1
Y_23_78	1
X_23_9_78	1
Y_24_4	1
X_24_32_4	1
Y_24_32	1
X_24_0_32	1
Y_24_97	1
X_24_4_97	1
Y_25_5	1
X_25_58_5	1
Y_25_16	1
X_25_0_16	1
Y_25_18	1
X_25_5_18	1
Y_25_58	1
X_25_16_58	1
X_1_64_0	1
X_2_56_0	1
X_3_34_0	1
X_4_83_0	1
X_5_38_0	1
X_6_82_0	1
X_7_35_0	1
X_8_96_0	1
X_9_29_0	1
X_10_95_0	1
X_11_22_0	1
X_12_8_0	1
X_13_25_0	1
X_14_69_0	1
X_15_21_0	1
X_16_20_0	1
X_17_45_0	1
X_18_36_0	1
X_19_50_0	1
X_20_98_0	1
X_21_39_0	1
X_22_79_0	1
X_23_2_0	1
X_24_97_0	1
X_25_18_0	1
U_1	1
U_2	2,99999999999839
U_3	95,0000000000009
U_4	1
U_5	1,99999999999977
U_6	98
U_7	1
U_8	99
U_9	0,999999999999062
U_11	0,999999999999943
U_13	98
U_18	99
U_19	1,99999999999929
U_20	99
U_21	99
U_22	99,0000000000001
U_23	97,0000000000008
U_25	1
U_26	1
U_28	2
U_29	2,99999999999997
U_30	97,0000000000003
U_33	2
U_34	99
U_35	99
U_36	1,99999999999977
U_37	0,999999999999929
U_38	3
U_39	3,99999999999952
U_40	0,999999999999915
U_41	98,0000000000012
U_43	1,99999999999925
U_44	3,99999999999837
U_45	96,9999999999999
U_46	1,99999999999989
U_50	99
U_51	1
U_52	0,999999999999915
U_53	98,0000000000004
U_54	0,999999999999912
U_56	99
U_57	96,0000000000008
U_58	1
U_59	97,0000000000001
U_60	2
U_61	1,99999999999876
U_63	4
U_65	1
U_66	96
U_67	97,0000000000013
U_69	2,99999999999925
U_70	0,999999999999972
U_71	98,0000000000001
U_72	0,999999999999972
U_73	98,0000000000008
U_78	1,99999999999898
U_79	99
U_80	2,00000000000003
U_81	97
U_82	98
U_83	99
U_85	1,99999999999974
U_86	3
U_87	2,99999999999861
U_88	2,99999999999949
U_89	98
U_91	96,0000000000003
U_92	96,0000000000013
U_93	2,8421709430404E-14
U_94	2,99999999999974
U_95	99,0000000000011
U_96	3,99999999999925
U_97	98
U_98	99
U_99	98,0000000000001
U_100	95,9999999999999
