Instance: I_100_30_S_1-9_8_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 3600; 1; 0; 0,9999

Solution value  = 26
LB value  = 21
Solution time = 3600,04261398315
Solution status = Time_Limit

Variable	value

Cmax	26
Y_1_19	1
X_1_38_19	1
Y_1_38	1
X_1_0_38	1
Y_2_8	1
X_2_0_8	1
Y_2_18	1
X_2_47_18	1
Y_2_31	1
X_2_49_31	1
Y_2_47	1
X_2_8_47	1
Y_2_49	1
X_2_18_49	1
Y_3_10	1
X_3_42_10	1
Y_3_42	1
X_3_0_42	1
Y_3_98	1
X_3_10_98	1
Y_4_37	1
X_4_0_37	1
Y_4_72	1
X_4_37_72	1
Y_4_85	1
X_4_72_85	1
Y_5_44	1
X_5_67_44	1
Y_5_67	1
X_5_0_67	1
Y_6_7	1
X_6_0_7	1
Y_6_78	1
X_6_92_78	1
Y_6_92	1
X_6_7_92	1
Y_7_86	1
X_7_0_86	1
Y_7_88	1
X_7_93_88	1
Y_7_93	1
X_7_86_93	1
Y_8_2	1
X_8_0_2	1
Y_8_81	1
X_8_2_81	1
Y_8_84	1
X_8_91_84	1
Y_8_91	1
X_8_81_91	1
Y_9_21	1
X_9_0_21	1
Y_9_35	1
X_9_90_35	1
Y_9_82	1
X_9_21_82	1
Y_9_90	1
X_9_82_90	1
Y_10_26	1
X_10_0_26	1
Y_10_32	1
X_10_26_32	1
Y_10_46	1
X_10_32_46	1
Y_11_43	1
X_11_54_43	1
Y_11_54	1
X_11_0_54	1
Y_12_22	1
X_12_0_22	1
Y_12_57	1
X_12_70_57	1
Y_12_60	1
X_12_57_60	1
Y_12_70	1
X_12_22_70	1
Y_13_13	1
X_13_0_13	1
Y_14_76	1
X_14_0_76	1
Y_14_79	1
X_14_76_79	1
Y_15_11	1
X_15_100_11	1
Y_15_63	1
X_15_11_63	1
Y_15_100	1
X_15_0_100	1
Y_16_53	1
X_16_95_53	1
Y_16_89	1
X_16_0_89	1
Y_16_95	1
X_16_89_95	1
Y_17_9	1
X_17_0_9	1
Y_18_59	1
X_18_64_59	1
Y_18_64	1
X_18_83_64	1
Y_18_74	1
X_18_0_74	1
Y_18_83	1
X_18_74_83	1
Y_19_12	1
X_19_0_12	1
Y_19_75	1
X_19_12_75	1
Y_19_97	1
X_19_75_97	1
Y_20_14	1
X_20_0_14	1
Y_20_28	1
X_20_14_28	1
Y_20_39	1
X_20_73_39	1
Y_20_52	1
X_20_39_52	1
Y_20_73	1
X_20_99_73	1
Y_20_99	1
X_20_28_99	1
Y_21_68	1
X_21_96_68	1
Y_21_80	1
X_21_0_80	1
Y_21_96	1
X_21_80_96	1
Y_22_48	1
X_22_55_48	1
Y_22_51	1
X_22_48_51	1
Y_22_55	1
X_22_0_55	1
Y_22_69	1
X_22_51_69	1
Y_23_25	1
X_23_0_25	1
Y_23_34	1
X_23_58_34	1
Y_23_58	1
X_23_25_58	1
Y_24_1	1
X_24_0_1	1
Y_24_41	1
X_24_56_41	1
Y_24_56	1
X_24_1_56	1
Y_25_4	1
X_25_27_4	1
Y_25_6	1
X_25_0_6	1
Y_25_27	1
X_25_36_27	1
Y_25_36	1
X_25_6_36	1
Y_25_40	1
X_25_4_40	1
Y_26_23	1
X_26_65_23	1
Y_26_65	1
X_26_66_65	1
Y_26_66	1
X_26_0_66	1
Y_26_77	1
X_26_23_77	1
Y_27_33	1
X_27_94_33	1
Y_27_50	1
X_27_33_50	1
Y_27_62	1
X_27_50_62	1
Y_27_94	1
X_27_0_94	1
Y_28_16	1
X_28_29_16	1
Y_28_17	1
X_28_87_17	1
Y_28_20	1
X_28_16_20	1
Y_28_29	1
X_28_0_29	1
Y_28_87	1
X_28_20_87	1
Y_29_5	1
X_29_45_5	1
Y_29_30	1
X_29_61_30	1
Y_29_45	1
X_29_30_45	1
Y_29_61	1
X_29_0_61	1
Y_30_3	1
X_30_0_3	1
Y_30_15	1
X_30_71_15	1
Y_30_24	1
X_30_3_24	1
Y_30_71	1
X_30_24_71	1
X_1_19_0	1
X_2_31_0	1
X_3_98_0	1
X_4_85_0	1
X_5_44_0	1
X_6_78_0	1
X_7_88_0	1
X_8_84_0	1
X_9_35_0	1
X_10_46_0	1
X_11_43_0	1
X_12_60_0	1
X_13_13_0	1
X_14_79_0	1
X_15_63_0	1
X_16_53_0	1
X_17_9_0	1
X_18_59_0	1
X_19_97_0	1
X_20_52_0	1
X_21_68_0	1
X_22_69_0	1
X_23_34_0	1
X_24_41_0	1
X_25_40_0	1
X_26_77_0	1
X_27_62_0	1
X_28_17_0	1
X_29_5_0	1
X_30_15_0	1
U_4	98,0000000000001
U_5	99,0000000000002
U_9	1
U_10	96,9999999999999
U_11	1
U_15	99,0000000000003
U_16	2,00000000000009
U_17	96,0000000000001
U_18	1,99999999999977
U_19	99,0000000000004
U_20	3,00000000000023
U_23	98
U_24	0,999999999999858
U_27	97,0000000000002
U_28	0,999999999999858
U_30	1
U_31	3,9999999999992
U_32	1
U_33	1
U_34	99
U_35	99
U_36	0,999999999999858
U_39	98,0000000000001
U_40	99
U_41	2,00000000000011
U_43	99
U_44	99
U_45	1,99999999999983
U_46	99
U_47	0,999999999999858
U_48	95,9999999999998
U_49	2,99999999999939
U_50	2
U_51	98,0000000000003
U_52	99
U_53	99
U_56	1,00000000000003
U_57	98,0000000000001
U_58	1
U_59	99,0000000000001
U_60	99,0000000000002
U_62	3
U_63	99
U_64	98,0000000000005
U_65	0,999999999999801
U_68	99
U_69	99
U_70	1
U_71	1,99999999999986
U_72	1,00000000000001
U_73	97,0000000000002
U_74	3,33066907387547E-16
U_75	1
U_77	99
U_78	1,99999999999977
U_79	99
U_81	1
U_82	97,0000000000001
U_83	1
U_84	3
U_85	3,00000000000011
U_87	4,00000000000029
U_88	99
U_90	98,0000000000001
U_91	2
U_92	0,999999999999943
U_93	98,0000000000001
U_95	1,00000000000001
U_96	98,0000000000001
U_97	99,0000000000003
U_98	98
U_99	96,0000000000003
