Instance....: instances/I_150_25_S_1-124_7.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=3, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1115 |     1115 |       0.00 | s0
    |        1 |        - |     1088 |     1088 |       0.00 | *
    |        9 |        - |     1040 |     1040 |       0.01 | *
    |       18 |        - |     1020 |     1020 |       0.02 | *
    |       19 |        - |     1003 |     1003 |       0.02 | *
    |       21 |        - |      969 |      969 |       0.03 | *
    |       27 |        - |      920 |      920 |       0.03 | *
    |       44 |        - |      905 |      905 |       0.03 | *
    |       51 |        - |      864 |      864 |       0.03 | *
    |       60 |        - |      835 |      835 |       0.03 | *
    |       62 |        - |      828 |      828 |       0.03 | *
    |       65 |        - |      826 |      826 |       0.03 | *
    |       70 |        - |      791 |      791 |       0.03 | *
    |       78 |        - |      764 |      764 |       0.03 | *
    |       79 |        - |      746 |      746 |       0.03 | *
    |       85 |        - |      744 |      744 |       0.03 | *
    |       86 |        - |      716 |      716 |       0.03 | *
    |       91 |        - |      707 |      707 |       0.03 | *
    |       93 |        - |      690 |      690 |       0.03 | *
    |      100 |        - |      678 |      678 |       0.03 | *
    |      102 |        - |      670 |      670 |       0.04 | *
    |      120 |        - |      662 |      662 |       0.04 | *
    |      122 |        - |      649 |      649 |       0.04 | *
    |      130 |        - |      647 |      647 |       0.04 | *
    |      133 |        - |      640 |      640 |       0.04 | *
    |      136 |        - |      638 |      638 |       0.04 | *
    |      138 |        - |      634 |      634 |       0.04 | *
    |      143 |        - |      631 |      631 |       0.04 | *
    |      145 |        - |      621 |      621 |       0.04 | *
    |      146 |        - |      617 |      617 |       0.04 | *
    |      173 |        - |      615 |      615 |       0.04 | *
    |      189 |        - |      611 |      611 |       0.04 | *
    |      192 |        - |      607 |      607 |       0.04 | *
    |      206 |        - |      606 |      606 |       0.04 | *
    |      215 |        - |      597 |      597 |       0.04 | *
    |      247 |        - |      592 |      592 |       0.04 | *
    |      264 |        - |      588 |      588 |       0.04 | *
    |      266 |        - |      586 |      586 |       0.04 | *
    |      271 |        - |      585 |      585 |       0.04 | *
    |      284 |        - |      584 |      584 |       0.05 | *
    |      341 |        - |      577 |      577 |       0.05 | *
    |      349 |        - |      554 |      554 |       0.05 | *
    |      353 |        - |      552 |      552 |       0.05 | *
    |      354 |        - |      544 |      544 |       0.05 | *
    |      373 |        - |      540 |      540 |       0.05 | *
    |      374 |        - |      536 |      536 |       0.05 | *
    |      379 |        - |      534 |      534 |       0.05 | *
    |      385 |        - |      527 |      527 |       0.05 | *
    |      387 |        - |      523 |      523 |       0.05 | *
    |      424 |        - |      512 |      512 |       0.05 | *
    |      435 |        - |      506 |      506 |       0.05 | *
    |      446 |        - |      505 |      505 |       0.05 | *
    |      470 |        - |      501 |      501 |       0.05 | *
    |      471 |        - |      499 |      499 |       0.05 | *
    |      490 |        - |      498 |      498 |       0.05 | *
    |      496 |        - |      497 |      497 |       0.05 | *
    |      519 |        - |      494 |      494 |       0.05 | *
    |      521 |        - |      487 |      487 |       0.05 | *
    |      543 |        - |      486 |      486 |       0.06 | *
    |      557 |        - |      484 |      484 |       0.06 | *
    |      567 |        - |      477 |      477 |       0.06 | *
    |      572 |        - |      474 |      474 |       0.06 | *
    |      574 |        - |      471 |      471 |       0.06 | *
    |      611 |        - |      469 |      469 |       0.06 | *
    |      614 |        - |      468 |      468 |       0.06 | *
    |      630 |        - |      467 |      467 |       0.06 | *
    |      634 |        - |      463 |      463 |       0.06 | *
    |      635 |        - |      458 |      458 |       0.06 | *
    |      683 |        - |      455 |      455 |       0.06 | *
    |      718 |        - |      453 |      453 |       0.06 | *
    |      737 |        - |      452 |      452 |       0.06 | *
    |      743 |        - |      450 |      450 |       0.06 | *
    |      781 |        - |      444 |      444 |       0.06 | *
    |      784 |        - |      443 |      443 |       0.06 | *
    |      786 |        - |      442 |      442 |       0.06 | *
    |      792 |        - |      441 |      441 |       0.06 | *
    |      796 |        - |      434 |      434 |       0.06 | *
    |      806 |        - |      433 |      433 |       0.06 | *
    |      847 |        - |      431 |      431 |       0.06 | *
    |      852 |        - |      428 |      428 |       0.06 | *
    |      858 |        - |      426 |      426 |       0.06 | *
    |      859 |        - |      425 |      425 |       0.06 | *
    |      861 |        - |      424 |      424 |       0.06 | *
    |      865 |        - |      420 |      420 |       0.07 | *
    |      886 |        - |      417 |      417 |       0.07 | *
    |      889 |        - |      406 |      406 |       0.07 | *
    |      896 |        - |      405 |      405 |       0.07 | *
    |      899 |        - |      403 |      403 |       0.07 | *
    |      904 |        - |      401 |      401 |       0.07 | *
    |      949 |        - |      397 |      397 |       0.07 | *
    |      966 |        - |      396 |      396 |       0.07 | *
    |      997 |        - |      393 |      393 |       0.07 | *
    |     1006 |        - |      388 |      388 |       0.07 | *
    |     1072 |        - |      384 |      384 |       0.07 | *
    |     1087 |        - |      382 |      382 |       0.07 | *
    |     1100 |        - |      380 |      380 |       0.07 | *
    |     1155 |        - |      379 |      379 |       0.07 | *
    |     1157 |        - |      377 |      377 |       0.07 | *
    |     1158 |        - |      374 |      374 |       0.07 | *
    |     1202 |        - |      369 |      369 |       0.07 | *
    |     1209 |        - |      368 |      368 |       0.07 | *
    |     1325 |        - |      366 |      366 |       0.07 | *
    |     1336 |        - |      365 |      365 |       0.07 | *
    |     1345 |        - |      364 |      364 |       0.07 | *
    |     1454 |        - |      363 |      363 |       0.07 | *
    |     1455 |        - |      360 |      360 |       0.07 | *
    |     1473 |        - |      359 |      359 |       0.07 | *
    |     1514 |        - |      358 |      358 |       0.07 | *
    |     1522 |        - |      355 |      355 |       0.07 | *
    |     1535 |        - |      350 |      350 |       0.08 | *
    |     1564 |        - |      349 |      349 |       0.08 | *
    |     1587 |        - |      347 |      347 |       0.08 | *
    |     1595 |        - |      345 |      345 |       0.08 | *
    |     1649 |        - |      344 |      344 |       0.08 | *
    |     1680 |        - |      343 |      343 |       0.08 | *
    |     1704 |        - |      342 |      342 |       0.08 | *
    |     1726 |        - |      339 |      339 |       0.08 | *
    |     1738 |        - |      335 |      335 |       0.08 | *
    |     1742 |        - |      334 |      334 |       0.08 | *
    |     1759 |        - |      331 |      331 |       0.08 | *
    |     1834 |        - |      330 |      330 |       0.08 | *
    |     1842 |        - |      329 |      329 |       0.08 | *
    |     1922 |        - |      328 |      328 |       0.08 | *
    |     1948 |        - |      324 |      324 |       0.08 | *
    |     1988 |        - |      323 |      323 |       0.08 | *
    |     1994 |        - |      321 |      321 |       0.08 | *
    |     2018 |        - |      320 |      320 |       0.08 | *
    |     2060 |        - |      318 |      318 |       0.08 | *
    |     2084 |        - |      315 |      315 |       0.08 | *
    |     2165 |        - |      314 |      314 |       0.08 | *
    |     2197 |        - |      310 |      310 |       0.08 | *
    |     2302 |        - |      306 |      306 |       0.08 | *
    |     2319 |        - |      305 |      305 |       0.08 | *
    |     2581 |        - |      303 |      303 |       0.08 | *
    |     2596 |        - |      301 |      301 |       0.08 | *
    |     2599 |        - |      300 |      300 |       0.08 | *
    |     2628 |        - |      299 |      299 |       0.08 | *
    |     2633 |        - |      298 |      298 |       0.08 | *
    |     2709 |        - |      296 |      296 |       0.08 | *
    |     2791 |        - |      294 |      294 |       0.09 | *
    |     2996 |        - |      293 |      293 |       0.09 | *
    |     3030 |        - |      291 |      291 |       0.09 | *
    |     3049 |        - |      290 |      290 |       0.09 | *
    |     3094 |        - |      289 |      289 |       0.09 | *
    |     3211 |        - |      288 |      288 |       0.09 | *
    |     3699 |        - |      286 |      286 |       0.09 | *
    |     3759 |        - |      285 |      285 |       0.09 | *
    |     3799 |        - |      284 |      284 |       0.09 | *
    |     3852 |        - |      283 |      283 |       0.09 | *
    |     3960 |        - |      281 |      281 |       0.09 | *
    |     4034 |        - |      280 |      280 |       0.09 | *
    |     4067 |        - |      278 |      278 |       0.09 | *
    |     4342 |        - |      277 |      277 |       0.09 | *
    |     4396 |        - |      275 |      275 |       0.09 | *
    |     4459 |        - |      274 |      274 |       0.09 | *
    |     4460 |        - |      273 |      273 |       0.09 | *
    |     4549 |        - |      271 |      271 |       0.10 | *
    |     5285 |        - |      270 |      270 |       0.10 | *
    |     5306 |        - |      268 |      268 |       0.10 | *
    |     5568 |        - |      266 |      266 |       0.10 | *
    |     5766 |        - |      265 |      265 |       0.10 | *
