Instance....: instances/I_250_25_S_1-124_8.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=3, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1601 |     1601 |       0.00 | s0
    |        0 |        - |     1568 |     1568 |       0.00 | *
    |        3 |        - |     1535 |     1535 |       0.00 | *
    |        5 |        - |     1522 |     1522 |       0.02 | *
    |        9 |        - |     1461 |     1461 |       0.02 | *
    |       11 |        - |     1340 |     1340 |       0.02 | *
    |       13 |        - |     1319 |     1319 |       0.02 | *
    |       17 |        - |     1316 |     1316 |       0.02 | *
    |       18 |        - |     1308 |     1308 |       0.02 | *
    |       19 |        - |     1283 |     1283 |       0.02 | *
    |       24 |        - |     1261 |     1261 |       0.02 | *
    |       33 |        - |     1218 |     1218 |       0.02 | *
    |       39 |        - |     1214 |     1214 |       0.02 | *
    |       41 |        - |     1212 |     1212 |       0.02 | *
    |       42 |        - |     1203 |     1203 |       0.02 | *
    |       48 |        - |     1195 |     1195 |       0.03 | *
    |       57 |        - |     1169 |     1169 |       0.03 | *
    |       64 |        - |     1141 |     1141 |       0.03 | *
    |       65 |        - |     1118 |     1118 |       0.03 | *
    |       86 |        - |     1103 |     1103 |       0.03 | *
    |       91 |        - |     1095 |     1095 |       0.03 | *
    |       96 |        - |     1074 |     1074 |       0.03 | *
    |      104 |        - |     1070 |     1070 |       0.03 | *
    |      105 |        - |     1058 |     1058 |       0.03 | *
    |      108 |        - |     1049 |     1049 |       0.03 | *
    |      109 |        - |     1048 |     1048 |       0.03 | *
    |      117 |        - |     1030 |     1030 |       0.03 | *
    |      120 |        - |     1019 |     1019 |       0.03 | *
    |      121 |        - |     1010 |     1010 |       0.03 | *
    |      123 |        - |     1008 |     1008 |       0.03 | *
    |      142 |        - |     1004 |     1004 |       0.03 | *
    |      158 |        - |      992 |      992 |       0.03 | *
    |      160 |        - |      991 |      991 |       0.03 | *
    |      162 |        - |      988 |      988 |       0.03 | *
    |      163 |        - |      987 |      987 |       0.03 | *
    |      164 |        - |      973 |      973 |       0.03 | *
    |      165 |        - |      971 |      971 |       0.03 | *
    |      171 |        - |      967 |      967 |       0.03 | *
    |      173 |        - |      959 |      959 |       0.03 | *
    |      198 |        - |      953 |      953 |       0.03 | *
    |      208 |        - |      952 |      952 |       0.03 | *
    |      216 |        - |      948 |      948 |       0.03 | *
    |      224 |        - |      933 |      933 |       0.03 | *
    |      231 |        - |      926 |      926 |       0.03 | *
    |      234 |        - |      923 |      923 |       0.04 | *
    |      236 |        - |      922 |      922 |       0.04 | *
    |      254 |        - |      898 |      898 |       0.04 | *
    |      273 |        - |      894 |      894 |       0.04 | *
    |      282 |        - |      888 |      888 |       0.04 | *
    |      292 |        - |      885 |      885 |       0.04 | *
    |      319 |        - |      880 |      880 |       0.04 | *
    |      321 |        - |      876 |      876 |       0.04 | *
    |      333 |        - |      874 |      874 |       0.04 | *
    |      351 |        - |      870 |      870 |       0.04 | *
    |      357 |        - |      869 |      869 |       0.04 | *
    |      358 |        - |      866 |      866 |       0.04 | *
    |      404 |        - |      855 |      855 |       0.04 | *
    |      413 |        - |      852 |      852 |       0.04 | *
    |      417 |        - |      851 |      851 |       0.04 | *
    |      422 |        - |      848 |      848 |       0.04 | *
    |      427 |        - |      838 |      838 |       0.04 | *
    |      432 |        - |      830 |      830 |       0.04 | *
    |      435 |        - |      828 |      828 |       0.04 | *
    |      439 |        - |      826 |      826 |       0.04 | *
    |      444 |        - |      822 |      822 |       0.04 | *
    |      459 |        - |      820 |      820 |       0.04 | *
    |      462 |        - |      817 |      817 |       0.04 | *
    |      463 |        - |      813 |      813 |       0.04 | *
    |      467 |        - |      809 |      809 |       0.04 | *
    |      468 |        - |      808 |      808 |       0.04 | *
    |      471 |        - |      807 |      807 |       0.04 | *
    |      472 |        - |      805 |      805 |       0.04 | *
    |      479 |        - |      800 |      800 |       0.04 | *
    |      483 |        - |      798 |      798 |       0.04 | *
    |      486 |        - |      797 |      797 |       0.04 | *
    |      500 |        - |      792 |      792 |       0.04 | *
    |      509 |        - |      790 |      790 |       0.05 | *
    |      534 |        - |      784 |      784 |       0.05 | *
    |      544 |        - |      782 |      782 |       0.05 | *
    |      560 |        - |      779 |      779 |       0.05 | *
    |      575 |        - |      777 |      777 |       0.05 | *
    |      582 |        - |      774 |      774 |       0.05 | *
    |      584 |        - |      771 |      771 |       0.05 | *
    |      585 |        - |      770 |      770 |       0.05 | *
    |      655 |        - |      768 |      768 |       0.05 | *
    |      680 |        - |      762 |      762 |       0.05 | *
    |      698 |        - |      759 |      759 |       0.05 | *
    |      734 |        - |      755 |      755 |       0.05 | *
    |      776 |        - |      752 |      752 |       0.05 | *
    |      803 |        - |      748 |      748 |       0.05 | *
    |      833 |        - |      747 |      747 |       0.05 | *
    |      852 |        - |      746 |      746 |       0.05 | *
    |      859 |        - |      744 |      744 |       0.05 | *
    |      875 |        - |      737 |      737 |       0.05 | *
    |      876 |        - |      734 |      734 |       0.05 | *
    |      883 |        - |      730 |      730 |       0.05 | *
    |      891 |        - |      729 |      729 |       0.05 | *
    |      901 |        - |      726 |      726 |       0.05 | *
    |      915 |        - |      721 |      721 |       0.05 | *
    |      923 |        - |      718 |      718 |       0.06 | *
    |      924 |        - |      717 |      717 |       0.06 | *
    |      929 |        - |      716 |      716 |       0.06 | *
    |      931 |        - |      715 |      715 |       0.06 | *
    |      945 |        - |      711 |      711 |       0.06 | *
    |      990 |        - |      710 |      710 |       0.06 | *
    |      997 |        - |      707 |      707 |       0.06 | *
    |     1014 |        - |      705 |      705 |       0.06 | *
    |     1029 |        - |      703 |      703 |       0.06 | *
    |     1037 |        - |      700 |      700 |       0.06 | *
    |     1042 |        - |      695 |      695 |       0.06 | *
    |     1047 |        - |      692 |      692 |       0.06 | *
    |     1061 |        - |      691 |      691 |       0.06 | *
    |     1066 |        - |      687 |      687 |       0.06 | *
    |     1067 |        - |      684 |      684 |       0.06 | *
    |     1094 |        - |      681 |      681 |       0.06 | *
    |     1124 |        - |      678 |      678 |       0.06 | *
    |     1220 |        - |      677 |      677 |       0.06 | *
    |     1230 |        - |      674 |      674 |       0.06 | *
    |     1245 |        - |      672 |      672 |       0.06 | *
    |     1287 |        - |      670 |      670 |       0.06 | *
    |     1288 |        - |      669 |      669 |       0.06 | *
    |     1309 |        - |      668 |      668 |       0.06 | *
    |     1332 |        - |      662 |      662 |       0.06 | *
    |     1337 |        - |      660 |      660 |       0.06 | *
    |     1349 |        - |      656 |      656 |       0.06 | *
    |     1421 |        - |      655 |      655 |       0.06 | *
    |     1430 |        - |      654 |      654 |       0.06 | *
    |     1479 |        - |      652 |      652 |       0.07 | *
    |     1576 |        - |      651 |      651 |       0.07 | *
    |     1582 |        - |      646 |      646 |       0.07 | *
    |     1592 |        - |      644 |      644 |       0.07 | *
    |     1593 |        - |      642 |      642 |       0.07 | *
    |     1618 |        - |      641 |      641 |       0.07 | *
    |     1633 |        - |      639 |      639 |       0.07 | *
    |     1635 |        - |      638 |      638 |       0.07 | *
    |     1638 |        - |      637 |      637 |       0.07 | *
    |     1707 |        - |      636 |      636 |       0.07 | *
    |     1739 |        - |      632 |      632 |       0.07 | *
    |     1776 |        - |      629 |      629 |       0.07 | *
    |     1781 |        - |      626 |      626 |       0.07 | *
    |     1786 |        - |      617 |      617 |       0.07 | *
    |     1790 |        - |      616 |      616 |       0.07 | *
    |     1796 |        - |      611 |      611 |       0.07 | *
    |     1809 |        - |      609 |      609 |       0.07 | *
    |     1820 |        - |      608 |      608 |       0.07 | *
    |     1836 |        - |      603 |      603 |       0.07 | *
    |     1856 |        - |      602 |      602 |       0.07 | *
    |     1859 |        - |      597 |      597 |       0.07 | *
    |     1860 |        - |      595 |      595 |       0.07 | *
    |     1878 |        - |      592 |      592 |       0.07 | *
    |     1886 |        - |      590 |      590 |       0.07 | *
    |     1903 |        - |      588 |      588 |       0.07 | *
    |     1904 |        - |      587 |      587 |       0.07 | *
    |     1922 |        - |      586 |      586 |       0.07 | *
    |     1927 |        - |      583 |      583 |       0.07 | *
    |     1995 |        - |      582 |      582 |       0.07 | *
    |     2002 |        - |      579 |      579 |       0.07 | *
    |     2139 |        - |      578 |      578 |       0.07 | *
    |     2211 |        - |      576 |      576 |       0.07 | *
    |     2220 |        - |      574 |      574 |       0.07 | *
    |     2273 |        - |      572 |      572 |       0.07 | *
    |     2313 |        - |      571 |      571 |       0.07 | *
    |     2326 |        - |      569 |      569 |       0.07 | *
    |     2384 |        - |      568 |      568 |       0.07 | *
    |     2537 |        - |      567 |      567 |       0.07 | *
    |     2539 |        - |      565 |      565 |       0.07 | *
    |     2596 |        - |      564 |      564 |       0.07 | *
    |     2602 |        - |      563 |      563 |       0.07 | *
    |     2608 |        - |      561 |      561 |       0.07 | *
    |     2626 |        - |      560 |      560 |       0.07 | *
    |     2634 |        - |      556 |      556 |       0.08 | *
    |     2821 |        - |      555 |      555 |       0.08 | *
    |     2835 |        - |      553 |      553 |       0.08 | *
    |     3020 |        - |      552 |      552 |       0.08 | *
