Instance....: instances/I_100_20_S_1-124_6.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=3, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1026 |     1026 |       0.00 | s0
    |        0 |        - |      938 |      938 |       0.00 | *
    |        5 |        - |      925 |      925 |       0.02 | *
    |        6 |        - |      920 |      920 |       0.02 | *
    |        7 |        - |      860 |      860 |       0.02 | *
    |       10 |        - |      842 |      842 |       0.02 | *
    |       14 |        - |      827 |      827 |       0.02 | *
    |       22 |        - |      823 |      823 |       0.02 | *
    |       23 |        - |      810 |      810 |       0.02 | *
    |       24 |        - |      800 |      800 |       0.03 | *
    |       25 |        - |      798 |      798 |       0.03 | *
    |       29 |        - |      780 |      780 |       0.03 | *
    |       31 |        - |      723 |      723 |       0.03 | *
    |       33 |        - |      716 |      716 |       0.03 | *
    |       36 |        - |      707 |      707 |       0.03 | *
    |       40 |        - |      702 |      702 |       0.03 | *
    |       59 |        - |      698 |      698 |       0.03 | *
    |       63 |        - |      697 |      697 |       0.03 | *
    |       78 |        - |      686 |      686 |       0.03 | *
    |       84 |        - |      680 |      680 |       0.03 | *
    |       86 |        - |      678 |      678 |       0.03 | *
    |       91 |        - |      662 |      662 |       0.03 | *
    |      102 |        - |      646 |      646 |       0.03 | *
    |      133 |        - |      643 |      643 |       0.03 | *
    |      134 |        - |      640 |      640 |       0.03 | *
    |      136 |        - |      638 |      638 |       0.03 | *
    |      138 |        - |      629 |      629 |       0.03 | *
    |      146 |        - |      615 |      615 |       0.03 | *
    |      147 |        - |      612 |      612 |       0.03 | *
    |      155 |        - |      593 |      593 |       0.03 | *
    |      158 |        - |      586 |      586 |       0.03 | *
    |      164 |        - |      584 |      584 |       0.03 | *
    |      171 |        - |      583 |      583 |       0.03 | *
    |      187 |        - |      581 |      581 |       0.03 | *
    |      192 |        - |      578 |      578 |       0.03 | *
    |      203 |        - |      566 |      566 |       0.03 | *
    |      204 |        - |      565 |      565 |       0.03 | *
    |      205 |        - |      559 |      559 |       0.03 | *
    |      206 |        - |      555 |      555 |       0.04 | *
    |      207 |        - |      552 |      552 |       0.04 | *
    |      214 |        - |      544 |      544 |       0.04 | *
    |      226 |        - |      537 |      537 |       0.04 | *
    |      229 |        - |      528 |      528 |       0.04 | *
    |      233 |        - |      519 |      519 |       0.04 | *
    |      235 |        - |      517 |      517 |       0.04 | *
    |      239 |        - |      514 |      514 |       0.04 | *
    |      240 |        - |      512 |      512 |       0.04 | *
    |      267 |        - |      507 |      507 |       0.04 | *
    |      268 |        - |      504 |      504 |       0.04 | *
    |      277 |        - |      502 |      502 |       0.04 | *
    |      300 |        - |      488 |      488 |       0.04 | *
    |      309 |        - |      476 |      476 |       0.04 | *
    |      316 |        - |      468 |      468 |       0.04 | *
    |      324 |        - |      456 |      456 |       0.04 | *
    |      334 |        - |      454 |      454 |       0.04 | *
    |      335 |        - |      449 |      449 |       0.04 | *
    |      340 |        - |      448 |      448 |       0.04 | *
    |      342 |        - |      447 |      447 |       0.04 | *
    |      352 |        - |      441 |      441 |       0.04 | *
    |      370 |        - |      439 |      439 |       0.04 | *
    |      415 |        - |      434 |      434 |       0.04 | *
    |      424 |        - |      433 |      433 |       0.04 | *
    |      456 |        - |      428 |      428 |       0.04 | *
    |      459 |        - |      423 |      423 |       0.04 | *
    |      462 |        - |      418 |      418 |       0.04 | *
    |      464 |        - |      410 |      410 |       0.04 | *
    |      468 |        - |      408 |      408 |       0.04 | *
    |      477 |        - |      402 |      402 |       0.04 | *
    |      500 |        - |      400 |      400 |       0.04 | *
    |      504 |        - |      397 |      397 |       0.04 | *
    |      510 |        - |      392 |      392 |       0.05 | *
    |      526 |        - |      381 |      381 |       0.05 | *
    |      565 |        - |      380 |      380 |       0.05 | *
    |      572 |        - |      371 |      371 |       0.05 | *
    |      577 |        - |      369 |      369 |       0.05 | *
    |      581 |        - |      368 |      368 |       0.05 | *
    |      595 |        - |      367 |      367 |       0.05 | *
    |      610 |        - |      366 |      366 |       0.05 | *
    |      613 |        - |      364 |      364 |       0.05 | *
    |      618 |        - |      362 |      362 |       0.05 | *
    |      668 |        - |      361 |      361 |       0.05 | *
    |      689 |        - |      357 |      357 |       0.05 | *
    |      697 |        - |      356 |      356 |       0.05 | *
    |      706 |        - |      353 |      353 |       0.05 | *
    |      707 |        - |      351 |      351 |       0.05 | *
    |      745 |        - |      350 |      350 |       0.05 | *
    |      758 |        - |      349 |      349 |       0.05 | *
    |      760 |        - |      342 |      342 |       0.05 | *
    |      764 |        - |      338 |      338 |       0.05 | *
    |      782 |        - |      337 |      337 |       0.05 | *
    |      783 |        - |      331 |      331 |       0.05 | *
    |      832 |        - |      330 |      330 |       0.05 | *
    |      846 |        - |      329 |      329 |       0.05 | *
    |      944 |        - |      326 |      326 |       0.05 | *
    |     1092 |        - |      325 |      325 |       0.05 | *
    |     1099 |        - |      323 |      323 |       0.05 | *
    |     1143 |        - |      321 |      321 |       0.05 | *
    |     1147 |        - |      319 |      319 |       0.05 | *
    |     1152 |        - |      314 |      314 |       0.05 | *
    |     1230 |        - |      312 |      312 |       0.06 | *
    |     1234 |        - |      310 |      310 |       0.06 | *
    |     1622 |        - |      308 |      308 |       0.06 | *
    |     1645 |        - |      303 |      303 |       0.06 | *
    |     1662 |        - |      301 |      301 |       0.06 | *
    |     1674 |        - |      300 |      300 |       0.06 | *
    |     1692 |        - |      298 |      298 |       0.06 | *
    |     1776 |        - |      293 |      293 |       0.06 | *
    |     1779 |        - |      291 |      291 |       0.06 | *
    |     1968 |        - |      286 |      286 |       0.06 | *
    |     1987 |        - |      285 |      285 |       0.06 | *
    |     2042 |        - |      280 |      280 |       0.06 | *
    |     2078 |        - |      279 |      279 |       0.06 | *
    |     2105 |        - |      274 |      274 |       0.06 | *
    |     2294 |        - |      273 |      273 |       0.06 | *
    |     2573 |        - |      272 |      272 |       0.06 | *
    |     2622 |        - |      270 |      270 |       0.06 | *
    |     2680 |        - |      269 |      269 |       0.06 | *
    |     2709 |        - |      265 |      265 |       0.06 | *
    |     2714 |        - |      264 |      264 |       0.06 | *
    |     2829 |        - |      257 |      257 |       0.06 | *
    |     2931 |        - |      253 |      253 |       0.06 | *
    |     2993 |        - |      250 |      250 |       0.06 | *
    |     3020 |        - |      249 |      249 |       0.06 | *
    |     3060 |        - |      248 |      248 |       0.06 | *
    |     3090 |        - |      247 |      247 |       0.06 | *
    |     3100 |        - |      245 |      245 |       0.06 | *
    |     3793 |        - |      244 |      244 |       0.06 | *
