Instance....: instances/I_100_15_S_1-49_4.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=3, timeLimit=360.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |      835 |      835 |       0.00 | s0
    |        0 |        - |      824 |      824 |       0.00 | *
    |        1 |        - |      813 |      813 |       0.00 | *
    |        3 |        - |      809 |      809 |       0.01 | *
    |        4 |        - |      793 |      793 |       0.01 | *
    |        5 |        - |      761 |      761 |       0.01 | *
    |        7 |        - |      721 |      721 |       0.01 | *
    |        8 |        - |      711 |      711 |       0.01 | *
    |       10 |        - |      673 |      673 |       0.01 | *
    |       11 |        - |      667 |      667 |       0.01 | *
    |       13 |        - |      663 |      663 |       0.01 | *
    |       14 |        - |      653 |      653 |       0.01 | *
    |       18 |        - |      644 |      644 |       0.03 | *
    |       20 |        - |      643 |      643 |       0.03 | *
    |       21 |        - |      627 |      627 |       0.03 | *
    |       22 |        - |      614 |      614 |       0.03 | *
    |       26 |        - |      613 |      613 |       0.03 | *
    |       27 |        - |      578 |      578 |       0.04 | *
    |       41 |        - |      575 |      575 |       0.04 | *
    |       55 |        - |      563 |      563 |       0.04 | *
    |       56 |        - |      557 |      557 |       0.04 | *
    |       61 |        - |      541 |      541 |       0.04 | *
    |       62 |        - |      538 |      538 |       0.04 | *
    |       66 |        - |      528 |      528 |       0.04 | *
    |       68 |        - |      525 |      525 |       0.04 | *
    |       77 |        - |      523 |      523 |       0.04 | *
    |       80 |        - |      520 |      520 |       0.04 | *
    |       90 |        - |      506 |      506 |       0.04 | *
    |       92 |        - |      505 |      505 |       0.04 | *
    |       97 |        - |      504 |      504 |       0.04 | *
    |       99 |        - |      503 |      503 |       0.04 | *
    |      107 |        - |      487 |      487 |       0.04 | *
    |      110 |        - |      486 |      486 |       0.04 | *
    |      112 |        - |      479 |      479 |       0.04 | *
    |      117 |        - |      473 |      473 |       0.05 | *
    |      124 |        - |      470 |      470 |       0.05 | *
    |      125 |        - |      466 |      466 |       0.05 | *
    |      136 |        - |      465 |      465 |       0.05 | *
    |      150 |        - |      462 |      462 |       0.05 | *
    |      169 |        - |      453 |      453 |       0.05 | *
    |      170 |        - |      452 |      452 |       0.05 | *
    |      172 |        - |      448 |      448 |       0.05 | *
    |      177 |        - |      447 |      447 |       0.05 | *
    |      179 |        - |      440 |      440 |       0.05 | *
    |      181 |        - |      436 |      436 |       0.05 | *
    |      184 |        - |      434 |      434 |       0.05 | *
    |      189 |        - |      431 |      431 |       0.05 | *
    |      210 |        - |      426 |      426 |       0.05 | *
    |      220 |        - |      424 |      424 |       0.05 | *
    |      224 |        - |      422 |      422 |       0.05 | *
    |      235 |        - |      413 |      413 |       0.05 | *
    |      259 |        - |      412 |      412 |       0.06 | *
    |      264 |        - |      410 |      410 |       0.06 | *
    |      275 |        - |      402 |      402 |       0.06 | *
    |      293 |        - |      401 |      401 |       0.06 | *
    |      314 |        - |      391 |      391 |       0.06 | *
    |      315 |        - |      387 |      387 |       0.06 | *
    |      343 |        - |      386 |      386 |       0.06 | *
    |      361 |        - |      381 |      381 |       0.06 | *
    |      362 |        - |      377 |      377 |       0.06 | *
    |      366 |        - |      375 |      375 |       0.06 | *
    |      398 |        - |      374 |      374 |       0.06 | *
    |      407 |        - |      371 |      371 |       0.06 | *
    |      422 |        - |      367 |      367 |       0.06 | *
    |      433 |        - |      366 |      366 |       0.06 | *
    |      451 |        - |      363 |      363 |       0.06 | *
    |      453 |        - |      358 |      358 |       0.06 | *
    |      462 |        - |      357 |      357 |       0.06 | *
    |      465 |        - |      356 |      356 |       0.06 | *
    |      470 |        - |      354 |      354 |       0.06 | *
    |      479 |        - |      353 |      353 |       0.06 | *
    |      492 |        - |      350 |      350 |       0.06 | *
    |      497 |        - |      348 |      348 |       0.06 | *
    |      501 |        - |      346 |      346 |       0.06 | *
    |      520 |        - |      344 |      344 |       0.06 | *
    |      534 |        - |      343 |      343 |       0.06 | *
    |      543 |        - |      342 |      342 |       0.06 | *
    |      549 |        - |      340 |      340 |       0.06 | *
    |      553 |        - |      339 |      339 |       0.07 | *
    |      559 |        - |      338 |      338 |       0.07 | *
    |      563 |        - |      334 |      334 |       0.07 | *
    |      573 |        - |      332 |      332 |       0.07 | *
    |      590 |        - |      330 |      330 |       0.07 | *
    |      593 |        - |      327 |      327 |       0.07 | *
    |      600 |        - |      322 |      322 |       0.07 | *
    |      602 |        - |      320 |      320 |       0.07 | *
    |      608 |        - |      319 |      319 |       0.07 | *
    |      609 |        - |      312 |      312 |       0.07 | *
