Instance....: instances/I_150_10_S_1-99_9.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=3, timeLimit=360.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     2179 |     2179 |       0.00 | s0
    |        3 |        - |     2038 |     2038 |       0.00 | *
    |        8 |        - |     2004 |     2004 |       0.01 | *
    |        9 |        - |     1915 |     1915 |       0.01 | *
    |       14 |        - |     1819 |     1819 |       0.02 | *
    |       15 |        - |     1802 |     1802 |       0.03 | *
    |       17 |        - |     1797 |     1797 |       0.03 | *
    |       18 |        - |     1721 |     1721 |       0.03 | *
    |       19 |        - |     1673 |     1673 |       0.03 | *
    |       22 |        - |     1612 |     1612 |       0.03 | *
    |       23 |        - |     1610 |     1610 |       0.03 | *
    |       27 |        - |     1572 |     1572 |       0.03 | *
    |       29 |        - |     1536 |     1536 |       0.03 | *
    |       30 |        - |     1531 |     1531 |       0.03 | *
    |       37 |        - |     1484 |     1484 |       0.03 | *
    |       40 |        - |     1419 |     1419 |       0.03 | *
    |       42 |        - |     1390 |     1390 |       0.03 | *
    |       43 |        - |     1323 |     1323 |       0.03 | *
    |       49 |        - |     1311 |     1311 |       0.03 | *
    |       54 |        - |     1309 |     1309 |       0.03 | *
    |       56 |        - |     1296 |     1296 |       0.03 | *
    |       62 |        - |     1288 |     1288 |       0.04 | *
    |       63 |        - |     1278 |     1278 |       0.04 | *
    |       65 |        - |     1272 |     1272 |       0.04 | *
    |       74 |        - |     1266 |     1266 |       0.04 | *
    |       78 |        - |     1255 |     1255 |       0.04 | *
    |       82 |        - |     1250 |     1250 |       0.04 | *
    |       88 |        - |     1232 |     1232 |       0.04 | *
    |       91 |        - |     1230 |     1230 |       0.04 | *
    |       92 |        - |     1228 |     1228 |       0.04 | *
    |       99 |        - |     1201 |     1201 |       0.04 | *
    |      100 |        - |     1186 |     1186 |       0.04 | *
    |      102 |        - |     1179 |     1179 |       0.04 | *
    |      111 |        - |     1178 |     1178 |       0.04 | *
    |      119 |        - |     1161 |     1161 |       0.04 | *
    |      120 |        - |     1143 |     1143 |       0.04 | *
    |      125 |        - |     1142 |     1142 |       0.04 | *
    |      132 |        - |     1141 |     1141 |       0.04 | *
    |      151 |        - |     1139 |     1139 |       0.04 | *
    |      154 |        - |     1136 |     1136 |       0.04 | *
