20;70.29;20;385.21;751;455.50;-10.00
20;70.27;20;440.47;751;510.74;-10.00
20;70.33;20;431.63;751;501.96;-10.00
20;70.33;20;466.09;751;536.42;-10.00
20;70.30;20;507.06;751;577.37;-10.00
20;360.33;20;3239.68;5215;3600.01;-10.00
20;360.32;20;3239.69;5279;3600.00;-10.00
20;360.35;20;3239.84;5311;3600.19;-10.00
20;360.31;20;3239.71;5311;3600.01;-10.00
20;360.33;20;3239.68;5246;3600.00;-10.00
20;360.34;20;3239.67;5377;3600.01;-10.00
20;360.34;20;3239.67;5094;3600.00;-10.00
20;360.34;20;3239.76;5478;3600.09;-10.00
20;360.34;20;3239.68;5406;3600.02;-10.00
20;360.35;20;3239.73;5363;3600.08;-10.00
