Instance....: instances/I_200_30_S_1-99_7.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1214 |     1214 |       0.00 | s0
    |        1 |        - |     1165 |     1165 |       0.01 | *
    |        2 |        - |     1120 |     1120 |       0.01 | *
    |        4 |        - |     1092 |     1092 |       0.02 | *
    |        5 |        - |     1086 |     1086 |       0.02 | *
    |        9 |        - |     1006 |     1006 |       0.03 | *
    |       12 |        - |      999 |      999 |       0.03 | *
    |       13 |        - |      985 |      985 |       0.03 | *
    |       14 |        - |      979 |      979 |       0.03 | *
    |       16 |        - |      971 |      971 |       0.03 | *
    |       21 |        - |      948 |      948 |       0.03 | *
    |       22 |        - |      928 |      928 |       0.03 | *
    |       27 |        - |      893 |      893 |       0.03 | *
    |       33 |        - |      874 |      874 |       0.04 | *
    |       35 |        - |      861 |      861 |       0.04 | *
    |       47 |        - |      831 |      831 |       0.04 | *
    |       52 |        - |      827 |      827 |       0.04 | *
    |       53 |        - |      825 |      825 |       0.04 | *
    |       54 |        - |      816 |      816 |       0.04 | *
    |       56 |        - |      815 |      815 |       0.04 | *
    |       58 |        - |      799 |      799 |       0.04 | *
    |       67 |        - |      776 |      776 |       0.04 | *
    |       68 |        - |      773 |      773 |       0.04 | *
    |       69 |        - |      771 |      771 |       0.04 | *
    |       71 |        - |      765 |      765 |       0.04 | *
    |       72 |        - |      748 |      748 |       0.04 | *
    |       73 |        - |      740 |      740 |       0.04 | *
    |       78 |        - |      739 |      739 |       0.04 | *
    |       79 |        - |      736 |      736 |       0.04 | *
    |       81 |        - |      734 |      734 |       0.05 | *
    |       82 |        - |      730 |      730 |       0.05 | *
    |       83 |        - |      723 |      723 |       0.05 | *
    |       84 |        - |      716 |      716 |       0.05 | *
    |       87 |        - |      715 |      715 |       0.05 | *
    |       88 |        - |      713 |      713 |       0.05 | *
    |      104 |        - |      711 |      711 |       0.05 | *
    |      110 |        - |      708 |      708 |       0.05 | *
    |      117 |        - |      706 |      706 |       0.05 | *
    |      121 |        - |      705 |      705 |       0.05 | *
    |      129 |        - |      704 |      704 |       0.05 | *
    |      132 |        - |      699 |      699 |       0.05 | *
    |      138 |        - |      696 |      696 |       0.05 | *
    |      139 |        - |      692 |      692 |       0.05 | *
    |      141 |        - |      685 |      685 |       0.06 | *
    |      148 |        - |      662 |      662 |       0.06 | *
    |      150 |        - |      660 |      660 |       0.06 | *
    |      155 |        - |      658 |      658 |       0.06 | *
    |      184 |        - |      650 |      650 |       0.06 | *
    |      186 |        - |      636 |      636 |       0.06 | *
    |      203 |        - |      634 |      634 |       0.06 | *
    |      211 |        - |      631 |      631 |       0.06 | *
    |      215 |        - |      630 |      630 |       0.06 | *
    |      231 |        - |      629 |      629 |       0.06 | *
    |      236 |        - |      625 |      625 |       0.06 | *
    |      255 |        - |      619 |      619 |       0.06 | *
    |      258 |        - |      617 |      617 |       0.06 | *
    |      265 |        - |      607 |      607 |       0.06 | *
    |      267 |        - |      602 |      602 |       0.06 | *
    |      269 |        - |      590 |      590 |       0.06 | *
    |      271 |        - |      585 |      585 |       0.07 | *
    |      274 |        - |      581 |      581 |       0.07 | *
    |      310 |        - |      577 |      577 |       0.07 | *
    |      312 |        - |      576 |      576 |       0.07 | *
    |      313 |        - |      575 |      575 |       0.07 | *
    |      329 |        - |      567 |      567 |       0.07 | *
    |      473 |        - |      566 |      566 |       0.07 | *
    |      476 |        - |      558 |      558 |       0.07 | *
    |      507 |        - |      546 |      546 |       0.07 | *
    |      523 |        - |      541 |      541 |       0.07 | *
    |      536 |        - |      525 |      525 |       0.07 | *
    |      539 |        - |      520 |      520 |       0.07 | *
    |      552 |        - |      518 |      518 |       0.07 | *
    |      555 |        - |      507 |      507 |       0.07 | *
    |      560 |        - |      506 |      506 |       0.08 | *
    |      573 |        - |      505 |      505 |       0.08 | *
    |      593 |        - |      497 |      497 |       0.08 | *
    |      620 |        - |      493 |      493 |       0.08 | *
    |      621 |        - |      487 |      487 |       0.08 | *
    |      622 |        - |      486 |      486 |       0.08 | *
    |      668 |        - |      485 |      485 |       0.08 | *
    |      675 |        - |      482 |      482 |       0.08 | *
    |      681 |        - |      478 |      478 |       0.08 | *
    |      722 |        - |      475 |      475 |       0.08 | *
    |      727 |        - |      470 |      470 |       0.08 | *
    |      761 |        - |      466 |      466 |       0.08 | *
    |      771 |        - |      463 |      463 |       0.08 | *
    |      791 |        - |      462 |      462 |       0.09 | *
    |      804 |        - |      459 |      459 |       0.09 | *
    |      818 |        - |      457 |      457 |       0.09 | *
    |      841 |        - |      455 |      455 |       0.09 | *
    |      854 |        - |      454 |      454 |       0.09 | *
    |      874 |        - |      453 |      453 |       0.09 | *
    |      890 |        - |      450 |      450 |       0.09 | *
    |      910 |        - |      449 |      449 |       0.09 | *
    |      929 |        - |      446 |      446 |       0.09 | *
    |      941 |        - |      443 |      443 |       0.09 | *
    |      964 |        - |      442 |      442 |       0.09 | *
    |      974 |        - |      439 |      439 |       0.09 | *
    |      981 |        - |      438 |      438 |       0.09 | *
    |      996 |        - |      436 |      436 |       0.09 | *
    |     1005 |        - |      432 |      432 |       0.09 | *
    |     1008 |        - |      429 |      429 |       0.09 | *
    |     1031 |        - |      426 |      426 |       0.09 | *
    |     1040 |        - |      424 |      424 |       0.09 | *
    |     1097 |        - |      423 |      423 |       0.10 | *
    |     1172 |        - |      420 |      420 |       0.10 | *
    |     1174 |        - |      416 |      416 |       0.10 | *
    |     1189 |        - |      412 |      412 |       0.10 | *
    |     1222 |        - |      409 |      409 |       0.10 | *
    |     1223 |        - |      403 |      403 |       0.10 | *
    |     1248 |        - |      402 |      402 |       0.10 | *
    |     1374 |        - |      401 |      401 |       0.10 | *
    |     1404 |        - |      400 |      400 |       0.10 | *
    |     1414 |        - |      399 |      399 |       0.10 | *
    |     1462 |        - |      398 |      398 |       0.10 | *
    |     1465 |        - |      397 |      397 |       0.10 | *
    |     1472 |        - |      396 |      396 |       0.10 | *
    |     1494 |        - |      395 |      395 |       0.10 | *
    |     1529 |        - |      393 |      393 |       0.10 | *
    |     1547 |        - |      390 |      390 |       0.10 | *
    |     1557 |        - |      389 |      389 |       0.10 | *
    |     1622 |        - |      386 |      386 |       0.11 | *
    |     1637 |        - |      381 |      381 |       0.11 | *
    |     1658 |        - |      380 |      380 |       0.11 | *
    |     1669 |        - |      379 |      379 |       0.11 | *
    |     1681 |        - |      375 |      375 |       0.11 | *
    |     1701 |        - |      374 |      374 |       0.11 | *
    |     1711 |        - |      373 |      373 |       0.11 | *
    |     1713 |        - |      372 |      372 |       0.11 | *
    |     1762 |        - |      371 |      371 |       0.11 | *
    |     1809 |        - |      369 |      369 |       0.11 | *
    |     1874 |        - |      366 |      366 |       0.11 | *
    |     1942 |        - |      365 |      365 |       0.11 | *
    |     1968 |        - |      364 |      364 |       0.11 | *
    |     1969 |        - |      361 |      361 |       0.11 | *
    |     1978 |        - |      357 |      357 |       0.12 | *
    |     2055 |        - |      356 |      356 |       0.12 | *
    |     2188 |        - |      355 |      355 |       0.12 | *
    |     2201 |        - |      352 |      352 |       0.12 | *
    |     2217 |        - |      351 |      351 |       0.12 | *
    |     2236 |        - |      350 |      350 |       0.12 | *
    |     2279 |        - |      349 |      349 |       0.12 | *
    |     2298 |        - |      348 |      348 |       0.12 | *
    |     2315 |        - |      345 |      345 |       0.12 | *
    |     2319 |        - |      341 |      341 |       0.12 | *
    |     2322 |        - |      340 |      340 |       0.12 | *
    |     2343 |        - |      337 |      337 |       0.12 | *
    |     2362 |        - |      336 |      336 |       0.12 | *
    |     2373 |        - |      334 |      334 |       0.12 | *
    |     2524 |        - |      331 |      331 |       0.12 | *
    |     2633 |        - |      330 |      330 |       0.12 | *
    |     2650 |        - |      327 |      327 |       0.12 | *
    |     2667 |        - |      326 |      326 |       0.12 | *
    |     2670 |        - |      323 |      323 |       0.13 | *
    |     2678 |        - |      322 |      322 |       0.13 | *
    |     2705 |        - |      321 |      321 |       0.13 | *
    |     2809 |        - |      319 |      319 |       0.13 | *
    |     2845 |        - |      318 |      318 |       0.13 | *
    |     2862 |        - |      317 |      317 |       0.13 | *
    |     2979 |        - |      316 |      316 |       0.13 | *
    |     2988 |        - |      314 |      314 |       0.13 | *
    |     3001 |        - |      312 |      312 |       0.13 | *
    |     3002 |        - |      311 |      311 |       0.13 | *
    |     3014 |        - |      306 |      306 |       0.13 | *
    |     3278 |        - |      305 |      305 |       0.13 | *
    |     3315 |        - |      304 |      304 |       0.13 | *
    |     3434 |        - |      303 |      303 |       0.14 | *
    |     3470 |        - |      302 |      302 |       0.14 | *
    |     3484 |        - |      300 |      300 |       0.14 | *
    |     3536 |        - |      299 |      299 |       0.14 | *
    |     3571 |        - |      298 |      298 |       0.14 | *
    |     3625 |        - |      297 |      297 |       0.14 | *
    |     3687 |        - |      294 |      294 |       0.14 | *
    |     3703 |        - |      293 |      293 |       0.14 | *
    |     3706 |        - |      292 |      292 |       0.14 | *
    |     3713 |        - |      291 |      291 |       0.14 | *
    |     3755 |        - |      290 |      290 |       0.14 | *
    |     3769 |        - |      289 |      289 |       0.14 | *
    |     3802 |        - |      288 |      288 |       0.14 | *
    |     4275 |        - |      287 |      287 |       0.14 | *
    |     4288 |        - |      285 |      285 |       0.14 | *
    |     4427 |        - |      284 |      284 |       0.15 | *
    |     4536 |        - |      283 |      283 |       0.15 | *
    |     4576 |        - |      282 |      282 |       0.15 | *
    |     4815 |        - |      280 |      280 |       0.15 | *
    |     4870 |        - |      279 |      279 |       0.15 | *
    |     5004 |        - |      278 |      278 |       0.15 | *
    |     5036 |        - |      275 |      275 |       0.15 | *
