Instance....: instances/I_100_10_S_1-9_5.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1069 |     1069 |       0.00 | s0
    |        3 |        - |     1067 |     1067 |       0.02 | *
    |        5 |        - |     1053 |     1053 |       0.02 | *
    |        6 |        - |     1038 |     1038 |       0.02 | *
    |       22 |        - |     1036 |     1036 |       0.03 | *
    |       25 |        - |      955 |      955 |       0.03 | *
    |       29 |        - |      947 |      947 |       0.03 | *
    |       31 |        - |      942 |      942 |       0.03 | *
    |       36 |        - |      893 |      893 |       0.03 | *
    |       37 |        - |      888 |      888 |       0.03 | *
    |       39 |        - |      792 |      792 |       0.03 | *
    |       40 |        - |      716 |      716 |       0.04 | *
    |       47 |        - |      653 |      653 |       0.04 | *
    |       48 |        - |      652 |      652 |       0.04 | *
    |       51 |        - |      623 |      623 |       0.04 | *
    |       54 |        - |      612 |      612 |       0.04 | *
    |       57 |        - |      604 |      604 |       0.04 | *
    |       60 |        - |      595 |      595 |       0.04 | *
    |       63 |        - |      592 |      592 |       0.04 | *
    |       70 |        - |      571 |      571 |       0.04 | *
    |       82 |        - |      550 |      550 |       0.04 | *
    |       83 |        - |      543 |      543 |       0.04 | *
    |       88 |        - |      535 |      535 |       0.04 | *
    |       89 |        - |      526 |      526 |       0.04 | *
    |       90 |        - |      523 |      523 |       0.04 | *
    |      101 |        - |      504 |      504 |       0.04 | *
    |      124 |        - |      503 |      503 |       0.05 | *
    |      128 |        - |      481 |      481 |       0.05 | *
    |      134 |        - |      471 |      471 |       0.05 | *
    |      138 |        - |      454 |      454 |       0.05 | *
    |      139 |        - |      453 |      453 |       0.05 | *
    |      154 |        - |      452 |      452 |       0.05 | *
    |      157 |        - |      449 |      449 |       0.05 | *
    |      160 |        - |      448 |      448 |       0.05 | *
    |      167 |        - |      447 |      447 |       0.05 | *
    |      178 |        - |      444 |      444 |       0.05 | *
    |      184 |        - |      442 |      442 |       0.05 | *
    |      185 |        - |      441 |      441 |       0.05 | *
    |      201 |        - |      439 |      439 |       0.05 | *
    |      205 |        - |      438 |      438 |       0.05 | *
    |      206 |        - |      437 |      437 |       0.05 | *
    |      213 |        - |      436 |      436 |       0.06 | *
    |      216 |        - |      424 |      424 |       0.06 | *
    |      228 |        - |      423 |      423 |       0.06 | *
