Instance....: instances/I_150_30_S_1-49_5.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |      924 |      924 |       0.00 | s0
    |        5 |        - |      818 |      818 |       0.02 | *
    |       12 |        - |      743 |      743 |       0.02 | *
    |       17 |        - |      740 |      740 |       0.02 | *
    |       18 |        - |      719 |      719 |       0.02 | *
    |       20 |        - |      678 |      678 |       0.02 | *
    |       21 |        - |      664 |      664 |       0.03 | *
    |       22 |        - |      662 |      662 |       0.03 | *
    |       23 |        - |      642 |      642 |       0.03 | *
    |       26 |        - |      618 |      618 |       0.03 | *
    |       41 |        - |      592 |      592 |       0.03 | *
    |       46 |        - |      573 |      573 |       0.03 | *
    |       55 |        - |      571 |      571 |       0.03 | *
    |       60 |        - |      553 |      553 |       0.03 | *
    |       62 |        - |      546 |      546 |       0.03 | *
    |       63 |        - |      543 |      543 |       0.04 | *
    |       65 |        - |      531 |      531 |       0.04 | *
    |       67 |        - |      528 |      528 |       0.04 | *
    |       74 |        - |      513 |      513 |       0.04 | *
    |       77 |        - |      510 |      510 |       0.04 | *
    |       91 |        - |      497 |      497 |       0.04 | *
    |       92 |        - |      495 |      495 |       0.04 | *
    |       97 |        - |      480 |      480 |       0.04 | *
    |      107 |        - |      476 |      476 |       0.04 | *
    |      111 |        - |      470 |      470 |       0.04 | *
    |      119 |        - |      468 |      468 |       0.04 | *
    |      140 |        - |      464 |      464 |       0.04 | *
    |      144 |        - |      451 |      451 |       0.04 | *
    |      153 |        - |      446 |      446 |       0.04 | *
    |      179 |        - |      436 |      436 |       0.04 | *
    |      180 |        - |      434 |      434 |       0.05 | *
    |      185 |        - |      426 |      426 |       0.05 | *
    |      186 |        - |      405 |      405 |       0.05 | *
    |      188 |        - |      402 |      402 |       0.05 | *
    |      189 |        - |      401 |      401 |       0.05 | *
    |      190 |        - |      400 |      400 |       0.05 | *
    |      206 |        - |      395 |      395 |       0.05 | *
    |      209 |        - |      381 |      381 |       0.05 | *
    |      211 |        - |      378 |      378 |       0.05 | *
    |      214 |        - |      375 |      375 |       0.05 | *
    |      215 |        - |      374 |      374 |       0.05 | *
    |      226 |        - |      370 |      370 |       0.05 | *
    |      260 |        - |      368 |      368 |       0.06 | *
    |      261 |        - |      360 |      360 |       0.06 | *
    |      262 |        - |      352 |      352 |       0.06 | *
    |      267 |        - |      349 |      349 |       0.06 | *
    |      276 |        - |      348 |      348 |       0.06 | *
    |      281 |        - |      346 |      346 |       0.06 | *
    |      284 |        - |      340 |      340 |       0.06 | *
    |      314 |        - |      338 |      338 |       0.06 | *
    |      323 |        - |      337 |      337 |       0.06 | *
    |      329 |        - |      333 |      333 |       0.06 | *
    |      333 |        - |      332 |      332 |       0.06 | *
    |      337 |        - |      327 |      327 |       0.06 | *
    |      349 |        - |      322 |      322 |       0.07 | *
    |      352 |        - |      319 |      319 |       0.07 | *
    |      364 |        - |      316 |      316 |       0.07 | *
    |      365 |        - |      311 |      311 |       0.07 | *
    |      374 |        - |      310 |      310 |       0.07 | *
    |      389 |        - |      309 |      309 |       0.07 | *
    |      394 |        - |      308 |      308 |       0.07 | *
    |      404 |        - |      307 |      307 |       0.07 | *
    |      408 |        - |      306 |      306 |       0.07 | *
    |      410 |        - |      299 |      299 |       0.07 | *
    |      412 |        - |      297 |      297 |       0.07 | *
    |      433 |        - |      293 |      293 |       0.08 | *
    |      448 |        - |      289 |      289 |       0.08 | *
    |      463 |        - |      287 |      287 |       0.08 | *
    |      464 |        - |      285 |      285 |       0.08 | *
    |      473 |        - |      282 |      282 |       0.08 | *
    |      480 |        - |      279 |      279 |       0.08 | *
    |      486 |        - |      276 |      276 |       0.08 | *
    |      492 |        - |      275 |      275 |       0.08 | *
    |      525 |        - |      274 |      274 |       0.08 | *
    |      539 |        - |      273 |      273 |       0.08 | *
    |      568 |        - |      272 |      272 |       0.09 | *
    |      601 |        - |      270 |      270 |       0.09 | *
    |      613 |        - |      269 |      269 |       0.09 | *
    |      615 |        - |      268 |      268 |       0.09 | *
    |      622 |        - |      267 |      267 |       0.09 | *
