Instance....: instances/I_150_25_S_1-49_10.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=-1, timeLimit=3600.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1178 |     1178 |       0.00 | s0
    |        5 |        - |     1079 |     1079 |       0.02 | *
    |        7 |        - |     1010 |     1010 |       0.02 | *
    |       12 |        - |      920 |      920 |       0.02 | *
    |       18 |        - |      918 |      918 |       0.03 | *
    |       20 |        - |      847 |      847 |       0.03 | *
    |       21 |        - |      804 |      804 |       0.03 | *
    |       22 |        - |      748 |      748 |       0.03 | *
    |       25 |        - |      744 |      744 |       0.03 | *
    |       32 |        - |      725 |      725 |       0.03 | *
    |       33 |        - |      723 |      723 |       0.04 | *
    |       35 |        - |      711 |      711 |       0.04 | *
    |       45 |        - |      685 |      685 |       0.04 | *
    |       47 |        - |      676 |      676 |       0.04 | *
    |       49 |        - |      675 |      675 |       0.04 | *
    |       55 |        - |      669 |      669 |       0.04 | *
    |       59 |        - |      646 |      646 |       0.04 | *
    |       60 |        - |      642 |      642 |       0.04 | *
    |       64 |        - |      638 |      638 |       0.04 | *
    |       65 |        - |      631 |      631 |       0.04 | *
    |       70 |        - |      626 |      626 |       0.04 | *
    |       72 |        - |      613 |      613 |       0.04 | *
    |       73 |        - |      603 |      603 |       0.05 | *
    |       75 |        - |      598 |      598 |       0.05 | *
    |       84 |        - |      585 |      585 |       0.05 | *
    |       85 |        - |      584 |      584 |       0.05 | *
    |       86 |        - |      579 |      579 |       0.05 | *
    |       88 |        - |      578 |      578 |       0.05 | *
    |       90 |        - |      574 |      574 |       0.05 | *
    |       91 |        - |      572 |      572 |       0.05 | *
    |       94 |        - |      565 |      565 |       0.05 | *
    |       99 |        - |      559 |      559 |       0.05 | *
    |      108 |        - |      543 |      543 |       0.05 | *
    |      114 |        - |      537 |      537 |       0.05 | *
    |      129 |        - |      533 |      533 |       0.05 | *
    |      136 |        - |      531 |      531 |       0.05 | *
    |      139 |        - |      524 |      524 |       0.06 | *
    |      146 |        - |      521 |      521 |       0.06 | *
    |      147 |        - |      517 |      517 |       0.06 | *
    |      153 |        - |      505 |      505 |       0.06 | *
    |      163 |        - |      497 |      497 |       0.06 | *
    |      167 |        - |      494 |      494 |       0.06 | *
    |      171 |        - |      488 |      488 |       0.06 | *
    |      176 |        - |      487 |      487 |       0.06 | *
    |      177 |        - |      482 |      482 |       0.06 | *
    |      183 |        - |      479 |      479 |       0.06 | *
    |      184 |        - |      476 |      476 |       0.06 | *
    |      185 |        - |      472 |      472 |       0.06 | *
    |      189 |        - |      466 |      466 |       0.06 | *
    |      201 |        - |      465 |      465 |       0.06 | *
    |      217 |        - |      464 |      464 |       0.06 | *
    |      221 |        - |      462 |      462 |       0.07 | *
    |      228 |        - |      460 |      460 |       0.07 | *
    |      230 |        - |      450 |      450 |       0.07 | *
    |      252 |        - |      448 |      448 |       0.07 | *
    |      273 |        - |      447 |      447 |       0.07 | *
    |      275 |        - |      446 |      446 |       0.07 | *
    |      281 |        - |      435 |      435 |       0.07 | *
    |      282 |        - |      434 |      434 |       0.07 | *
    |      315 |        - |      430 |      430 |       0.07 | *
    |      316 |        - |      427 |      427 |       0.07 | *
    |      317 |        - |      425 |      425 |       0.07 | *
    |      326 |        - |      423 |      423 |       0.07 | *
    |      332 |        - |      419 |      419 |       0.07 | *
    |      336 |        - |      414 |      414 |       0.07 | *
    |      338 |        - |      412 |      412 |       0.07 | *
    |      347 |        - |      407 |      407 |       0.08 | *
    |      348 |        - |      402 |      402 |       0.08 | *
    |      351 |        - |      399 |      399 |       0.08 | *
    |      358 |        - |      398 |      398 |       0.08 | *
    |      362 |        - |      394 |      394 |       0.08 | *
    |      363 |        - |      393 |      393 |       0.08 | *
    |      377 |        - |      391 |      391 |       0.08 | *
    |      427 |        - |      387 |      387 |       0.08 | *
    |      432 |        - |      386 |      386 |       0.08 | *
    |      446 |        - |      384 |      384 |       0.08 | *
    |      449 |        - |      381 |      381 |       0.08 | *
    |      459 |        - |      379 |      379 |       0.08 | *
    |      461 |        - |      371 |      371 |       0.08 | *
    |      482 |        - |      365 |      365 |       0.08 | *
    |      484 |        - |      363 |      363 |       0.08 | *
    |      489 |        - |      361 |      361 |       0.08 | *
    |      528 |        - |      355 |      355 |       0.08 | *
    |      539 |        - |      353 |      353 |       0.09 | *
    |      561 |        - |      352 |      352 |       0.09 | *
    |      579 |        - |      349 |      349 |       0.09 | *
    |      589 |        - |      343 |      343 |       0.09 | *
    |      595 |        - |      340 |      340 |       0.09 | *
    |      599 |        - |      338 |      338 |       0.09 | *
    |      603 |        - |      336 |      336 |       0.09 | *
    |      605 |        - |      335 |      335 |       0.09 | *
    |      608 |        - |      331 |      331 |       0.09 | *
    |      609 |        - |      330 |      330 |       0.09 | *
    |      658 |        - |      328 |      328 |       0.09 | *
    |      680 |        - |      324 |      324 |       0.09 | *
    |      685 |        - |      322 |      322 |       0.09 | *
    |      715 |        - |      321 |      321 |       0.09 | *
    |      728 |        - |      317 |      317 |       0.09 | *
    |      730 |        - |      316 |      316 |       0.10 | *
    |      773 |        - |      315 |      315 |       0.10 | *
    |      775 |        - |      314 |      314 |       0.10 | *
    |      782 |        - |      312 |      312 |       0.10 | *
    |      786 |        - |      309 |      309 |       0.10 | *
    |      796 |        - |      302 |      302 |       0.10 | *
    |      815 |        - |      299 |      299 |       0.10 | *
    |      820 |        - |      298 |      298 |       0.10 | *
    |      832 |        - |      294 |      294 |       0.10 | *
    |      835 |        - |      291 |      291 |       0.10 | *
    |      849 |        - |      288 |      288 |       0.10 | *
    |      879 |        - |      286 |      286 |       0.10 | *
    |      900 |        - |      284 |      284 |       0.10 | *
    |      901 |        - |      283 |      283 |       0.10 | *
    |      908 |        - |      278 |      278 |       0.10 | *
    |      926 |        - |      277 |      277 |       0.10 | *
    |      929 |        - |      275 |      275 |       0.10 | *
    |      933 |        - |      273 |      273 |       0.10 | *
    |      935 |        - |      271 |      271 |       0.10 | *
    |      944 |        - |      270 |      270 |       0.11 | *
    |      958 |        - |      268 |      268 |       0.11 | *
    |      975 |        - |      264 |      264 |       0.11 | *
    |      979 |        - |      263 |      263 |       0.11 | *
    |      994 |        - |      262 |      262 |       0.11 | *
    |     1002 |        - |      261 |      261 |       0.11 | *
    |     1040 |        - |      260 |      260 |       0.11 | *
    |     1043 |        - |      259 |      259 |       0.11 | *
    |     1050 |        - |      257 |      257 |       0.11 | *
    |     1052 |        - |      256 |      256 |       0.11 | *
    |     1068 |        - |      252 |      252 |       0.11 | *
    |     1201 |        - |      251 |      251 |       0.11 | *
    |     1222 |        - |      250 |      250 |       0.11 | *
    |     1268 |        - |      249 |      249 |       0.11 | *
    |     1286 |        - |      248 |      248 |       0.12 | *
    |     1327 |        - |      247 |      247 |       0.12 | *
    |     1330 |        - |      246 |      246 |       0.12 | *
    |     1335 |        - |      244 |      244 |       0.12 | *
    |     1483 |        - |      243 |      243 |       0.12 | *
    |     1507 |        - |      242 |      242 |       0.12 | *
    |     1539 |        - |      241 |      241 |       0.12 | *
    |     1561 |        - |      240 |      240 |       0.12 | *
    |     1592 |        - |      239 |      239 |       0.12 | *
    |     1610 |        - |      237 |      237 |       0.12 | *
    |     1611 |        - |      236 |      236 |       0.12 | *
    |     1613 |        - |      235 |      235 |       0.12 | *
    |     1730 |        - |      234 |      234 |       0.12 | *
    |     1733 |        - |      233 |      233 |       0.12 | *
    |     1734 |        - |      232 |      232 |       0.12 | *
    |     1759 |        - |      231 |      231 |       0.12 | *
    |     1772 |        - |      230 |      230 |       0.12 | *
    |     1775 |        - |      229 |      229 |       0.12 | *
    |     1781 |        - |      228 |      228 |       0.12 | *
    |     1786 |        - |      227 |      227 |       0.12 | *
    |     1905 |        - |      226 |      226 |       0.13 | *
    |     1951 |        - |      224 |      224 |       0.13 | *
    |     2014 |        - |      223 |      223 |       0.13 | *
    |     2092 |        - |      222 |      222 |       0.13 | *
    |     2193 |        - |      221 |      221 |       0.13 | *
    |     2201 |        - |      220 |      220 |       0.13 | *
    |     2404 |        - |      218 |      218 |       0.13 | *
    |     2616 |        - |      217 |      217 |       0.13 | *
    |     2671 |        - |      216 |      216 |       0.13 | *
    |     2738 |        - |      214 |      214 |       0.13 | *
    |     2803 |        - |      212 |      212 |       0.13 | *
    |     2856 |        - |      210 |      210 |       0.13 | *
    |     2889 |        - |      208 |      208 |       0.13 | *
    |     3009 |        - |      207 |      207 |       0.14 | *
    |     3070 |        - |      206 |      206 |       0.14 | *
    |     3130 |        - |      205 |      205 |       0.14 | *
    |     3150 |        - |      204 |      204 |       0.14 | *
    |     3215 |        - |      203 |      203 |       0.14 | *
    |     3223 |        - |      202 |      202 |       0.14 | *
    |     3431 |        - |      201 |      201 |       0.14 | *
    |     3632 |        - |      198 |      198 |       0.14 | *
    |     3638 |        - |      197 |      197 |       0.14 | *
    |     3685 |        - |      196 |      196 |       0.14 | *
    |     3763 |        - |      195 |      195 |       0.15 | *
    |     4044 |        - |      194 |      194 |       0.15 | *
    |     4185 |        - |      193 |      193 |       0.15 | *
    |     4293 |        - |      192 |      192 |       0.15 | *
    |     4302 |        - |      191 |      191 |       0.15 | *
    |     4310 |        - |      190 |      190 |       0.15 | *
    |     4316 |        - |      189 |      189 |       0.15 | *
    |     4433 |        - |      188 |      188 |       0.15 | *
    |     4469 |        - |      185 |      185 |       0.15 | *
    |     4563 |        - |      182 |      182 |       0.15 | *
    |     4651 |        - |      181 |      181 |       0.15 | *
    |     4737 |        - |      179 |      179 |       0.15 | *
    |     4774 |        - |      178 |      178 |       0.16 | *
    |     4937 |        - |      177 |      177 |       0.16 | *
    |     5300 |        - |      176 |      176 |       0.16 | *
    |     5372 |        - |      175 |      175 |       0.16 | *
    |     5913 |        - |      174 |      174 |       0.16 | *
    |     5940 |        - |      173 |      173 |       0.16 | *
    |     6003 |        - |      172 |      172 |       0.16 | *
    |     6038 |        - |      171 |      171 |       0.16 | *
    |     6047 |        - |      169 |      169 |       0.16 | *
    |     6057 |        - |      168 |      168 |       0.16 | *
    |     6061 |        - |      167 |      167 |       0.16 | *
    |     6074 |        - |      166 |      166 |       0.17 | *
    |     6128 |        - |      165 |      165 |       0.17 | *
    |     6152 |        - |      164 |      164 |       0.17 | *
    |     6349 |        - |      163 |      163 |       0.17 | *
    |     6361 |        - |      162 |      162 |       0.17 | *
    |     6362 |        - |      161 |      161 |       0.17 | *
    |     6687 |        - |      160 |      160 |       0.17 | *
    |     6726 |        - |      159 |      159 |       0.17 | *
    |     6904 |        - |      158 |      158 |       0.17 | *
    |     6933 |        - |      157 |      157 |       0.17 | *
    |     7064 |        - |      156 |      156 |       0.17 | *
    |     7076 |        - |      155 |      155 |       0.17 | *
    |     7105 |        - |      154 |      154 |       0.17 | *
    |     7179 |        - |      153 |      153 |       0.17 | *
    |     7240 |        - |      151 |      151 |       0.18 | *
    |     7740 |        - |      150 |      150 |       0.18 | *
    |     8926 |        - |      149 |      149 |       0.18 | *
    |     9298 |        - |      148 |      148 |       0.18 | *
    |     9326 |        - |      147 |      147 |       0.18 | *
    |     9417 |        - |      146 |      146 |       0.18 | *
