Instance....: instances/I_200_15_S_1-99_1.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=2, timeLimit=360.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     1890 |     1890 |       0.00 | s0
    |        2 |        - |     1812 |     1812 |       0.00 | *
    |        3 |        - |     1794 |     1794 |       0.01 | *
    |        8 |        - |     1606 |     1606 |       0.02 | *
    |        9 |        - |     1548 |     1548 |       0.02 | *
    |       10 |        - |     1514 |     1514 |       0.02 | *
    |       13 |        - |     1504 |     1504 |       0.02 | *
    |       14 |        - |     1495 |     1495 |       0.03 | *
    |       23 |        - |     1478 |     1478 |       0.03 | *
    |       26 |        - |     1411 |     1411 |       0.03 | *
    |       33 |        - |     1408 |     1408 |       0.03 | *
    |       34 |        - |     1406 |     1406 |       0.03 | *
    |       37 |        - |     1402 |     1402 |       0.03 | *
    |       39 |        - |     1345 |     1345 |       0.03 | *
    |       41 |        - |     1340 |     1340 |       0.03 | *
    |       43 |        - |     1339 |     1339 |       0.03 | *
    |       46 |        - |     1329 |     1329 |       0.03 | *
    |       47 |        - |     1314 |     1314 |       0.03 | *
    |       48 |        - |     1307 |     1307 |       0.03 | *
    |       49 |        - |     1305 |     1305 |       0.03 | *
    |       51 |        - |     1285 |     1285 |       0.03 | *
    |       59 |        - |     1281 |     1281 |       0.03 | *
    |       61 |        - |     1275 |     1275 |       0.03 | *
    |       67 |        - |     1272 |     1272 |       0.03 | *
    |       76 |        - |     1271 |     1271 |       0.03 | *
    |       83 |        - |     1262 |     1262 |       0.04 | *
    |       89 |        - |     1238 |     1238 |       0.04 | *
    |       91 |        - |     1236 |     1236 |       0.04 | *
    |       95 |        - |     1232 |     1232 |       0.04 | *
    |      103 |        - |     1201 |     1201 |       0.04 | *
    |      105 |        - |     1199 |     1199 |       0.04 | *
    |      107 |        - |     1177 |     1177 |       0.04 | *
    |      109 |        - |     1174 |     1174 |       0.04 | *
    |      118 |        - |     1161 |     1161 |       0.04 | *
    |      120 |        - |     1160 |     1160 |       0.04 | *
    |      134 |        - |     1158 |     1158 |       0.04 | *
    |      136 |        - |     1152 |     1152 |       0.04 | *
    |      137 |        - |     1149 |     1149 |       0.04 | *
    |      141 |        - |     1137 |     1137 |       0.04 | *
    |      148 |        - |     1130 |     1130 |       0.04 | *
    |      153 |        - |     1122 |     1122 |       0.04 | *
    |      166 |        - |     1116 |     1116 |       0.04 | *
    |      169 |        - |     1115 |     1115 |       0.04 | *
    |      178 |        - |     1114 |     1114 |       0.05 | *
    |      180 |        - |     1113 |     1113 |       0.05 | *
    |      183 |        - |     1106 |     1106 |       0.05 | *
    |      184 |        - |     1104 |     1104 |       0.05 | *
    |      188 |        - |     1098 |     1098 |       0.05 | *
    |      191 |        - |     1096 |     1096 |       0.05 | *
    |      193 |        - |     1094 |     1094 |       0.05 | *
    |      200 |        - |     1089 |     1089 |       0.05 | *
    |      205 |        - |     1086 |     1086 |       0.05 | *
    |      229 |        - |     1083 |     1083 |       0.05 | *
    |      236 |        - |     1081 |     1081 |       0.05 | *
    |      237 |        - |     1073 |     1073 |       0.05 | *
    |      279 |        - |     1064 |     1064 |       0.05 | *
    |      285 |        - |     1063 |     1063 |       0.05 | *
    |      290 |        - |     1062 |     1062 |       0.05 | *
    |      291 |        - |     1056 |     1056 |       0.05 | *
