Instance....: instances/I_250_10_S_1-124_9.txt
Algorithm...: Simulated Annealing (alpha=0.990, saMax=10M, t0=1)
Other params: maxIters=100M, seed=2, timeLimit=360.00s

    /--------------------------------------------------------\
    |     Iter |   RDP(%) |       S* |       S' |       Time | 
    |----------|----------|----------|----------|------------|
    |        0 |        - |     3742 |     3742 |       0.00 | s0
    |        2 |        - |     3683 |     3683 |       0.02 | *
    |        5 |        - |     3464 |     3464 |       0.02 | *
    |       10 |        - |     3398 |     3398 |       0.02 | *
    |       12 |        - |     3346 |     3346 |       0.02 | *
    |       13 |        - |     3280 |     3280 |       0.02 | *
    |       16 |        - |     3272 |     3272 |       0.02 | *
    |       25 |        - |     3257 |     3257 |       0.02 | *
    |       26 |        - |     3232 |     3232 |       0.02 | *
    |       27 |        - |     3193 |     3193 |       0.02 | *
    |       28 |        - |     3130 |     3130 |       0.03 | *
    |       29 |        - |     3099 |     3099 |       0.03 | *
    |       30 |        - |     3064 |     3064 |       0.03 | *
    |       31 |        - |     3058 |     3058 |       0.03 | *
    |       36 |        - |     3052 |     3052 |       0.03 | *
    |       39 |        - |     3034 |     3034 |       0.03 | *
    |       40 |        - |     3029 |     3029 |       0.03 | *
    |       46 |        - |     2955 |     2955 |       0.03 | *
    |       48 |        - |     2943 |     2943 |       0.03 | *
    |       50 |        - |     2897 |     2897 |       0.03 | *
    |       51 |        - |     2873 |     2873 |       0.03 | *
    |       52 |        - |     2832 |     2832 |       0.03 | *
    |       57 |        - |     2809 |     2809 |       0.03 | *
    |       58 |        - |     2803 |     2803 |       0.03 | *
    |       59 |        - |     2778 |     2778 |       0.03 | *
    |       64 |        - |     2755 |     2755 |       0.03 | *
    |       66 |        - |     2724 |     2724 |       0.03 | *
    |       67 |        - |     2674 |     2674 |       0.03 | *
    |       74 |        - |     2660 |     2660 |       0.03 | *
    |       77 |        - |     2617 |     2617 |       0.03 | *
    |       78 |        - |     2562 |     2562 |       0.03 | *
    |       83 |        - |     2550 |     2550 |       0.03 | *
    |       84 |        - |     2543 |     2543 |       0.03 | *
    |       89 |        - |     2540 |     2540 |       0.03 | *
