Instance: I_200_15_S_1-99_1_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 1800; 1; 0; 0,9999

Solution value  = 248
LB value  = 157,661492345126
Solution time = 1819,33088874817
Solution status = Time_Limit

Variable	value

Cmax	248
Y_1_11	1
X_1_88_11	1
Y_1_16	1
X_1_47_16	1
Y_1_19	1
X_1_95_19	1
Y_1_35	1
X_1_11_35	1
Y_1_42	1
X_1_155_42	1
Y_1_47	1
X_1_0_47	1
Y_1_63	1
X_1_19_63	1
Y_1_88	1
X_1_168_88	1
Y_1_95	1
X_1_173_95	1
Y_1_131	1
X_1_42_131	1
Y_1_135	1
X_1_16_135	1
Y_1_155	1
X_1_135_155	1
Y_1_166	1
X_1_63_166	1
Y_1_168	1
X_1_166_168	1
Y_1_173	1
X_1_178_173	1
Y_1_178	1
X_1_131_178	1
Y_2_5	1
X_2_22_5	1
Y_2_22	1
X_2_57_22	1
Y_2_26	1
X_2_124_26	1
Y_2_33	1
X_2_102_33	1
Y_2_40	1
X_2_5_40	1
Y_2_57	1
X_2_136_57	1
Y_2_59	1
X_2_123_59	1
Y_2_79	1
X_2_59_79	1
Y_2_87	1
X_2_79_87	1
Y_2_98	1
X_2_180_98	1
Y_2_102	1
X_2_98_102	1
Y_2_123	1
X_2_181_123	1
Y_2_124	1
X_2_87_124	1
Y_2_136	1
X_2_158_136	1
Y_2_158	1
X_2_26_158	1
Y_2_180	1
X_2_0_180	1
Y_2_181	1
X_2_33_181	1
Y_2_185	1
X_2_40_185	1
Y_3_10	1
X_3_195_10	1
Y_3_24	1
X_3_186_24	1
Y_3_46	1
X_3_156_46	1
Y_3_73	1
X_3_99_73	1
Y_3_99	1
X_3_152_99	1
Y_3_105	1
X_3_73_105	1
Y_3_152	1
X_3_46_152	1
Y_3_156	1
X_3_10_156	1
Y_3_186	1
X_3_191_186	1
Y_3_191	1
X_3_105_191	1
Y_3_195	1
X_3_0_195	1
Y_4_27	1
X_4_44_27	1
Y_4_38	1
X_4_0_38	1
Y_4_44	1
X_4_45_44	1
Y_4_45	1
X_4_96_45	1
Y_4_89	1
X_4_108_89	1
Y_4_96	1
X_4_150_96	1
Y_4_108	1
X_4_147_108	1
Y_4_142	1
X_4_27_142	1
Y_4_143	1
X_4_89_143	1
Y_4_147	1
X_4_153_147	1
Y_4_150	1
X_4_162_150	1
Y_4_153	1
X_4_38_153	1
Y_4_162	1
X_4_189_162	1
Y_4_189	1
X_4_143_189	1
Y_5_13	1
X_5_31_13	1
Y_5_25	1
X_5_67_25	1
Y_5_31	1
X_5_154_31	1
Y_5_67	1
X_5_175_67	1
Y_5_81	1
X_5_25_81	1
Y_5_116	1
X_5_183_116	1
Y_5_154	1
X_5_81_154	1
Y_5_175	1
