Instance: I_50_15_S_1-99_4_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 1800; 1; 0; 0,9999

Solution value  = 67
LB value  = 51
Solution time = 1800,01038360596
Solution status = Time_Limit

Variable	value

Cmax	67
Y_1_5	1
X_1_0_5	1
Y_1_9	1
X_1_14_9	1
Y_1_14	1
X_1_30_14	1
Y_1_23	1
X_1_9_23	1
Y_1_30	1
X_1_5_30	1
Y_2_7	1
X_2_49_7	1
Y_2_11	1
X_2_45_11	1
Y_2_39	1
X_2_7_39	1
Y_2_45	1
X_2_0_45	1
Y_2_49	1
X_2_11_49	1
Y_3_28	1
X_3_33_28	1
Y_3_33	1
X_3_0_33	1
Y_4_2	1
X_4_0_2	1
Y_4_21	1
X_4_25_21	1
Y_4_25	1
X_4_2_25	1
Y_5_22	1
X_5_27_22	1
Y_5_27	1
X_5_0_27	1
Y_6_17	1
X_6_38_17	1
Y_6_20	1
X_6_44_20	1
Y_6_38	1
X_6_0_38	1
Y_6_44	1
X_6_17_44	1
Y_7_10	1
X_7_0_10	1
Y_7_31	1
X_7_46_31	1
Y_7_46	1
X_7_48_46	1
Y_7_48	1
X_7_10_48	1
Y_8_29	1
X_8_0_29	1
Y_8_35	1
X_8_29_35	1
Y_8_41	1
X_8_50_41	1
Y_8_50	1
X_8_35_50	1
Y_9_16	1
X_9_0_16	1
Y_9_18	1
X_9_34_18	1
Y_9_34	1
X_9_16_34	1
Y_9_37	1
X_9_18_37	1
Y_10_1	1
X_10_42_1	1
Y_10_42	1
X_10_0_42	1
Y_11_3	1
X_11_0_3	1
Y_11_13	1
X_11_3_13	1
Y_11_32	1
X_11_13_32	1
Y_12_6	1
X_12_0_6	1
Y_12_19	1
X_12_6_19	1
Y_13_24	1
X_13_0_24	1
Y_13_36	1
X_13_24_36	1
Y_13_40	1
X_13_36_40	1
Y_14_26	1
X_14_43_26	1
Y_14_43	1
X_14_0_43	1
Y_15_4	1
X_15_8_4	1
Y_15_8	1
X_15_15_8	1
Y_15_12	1
X_15_4_12	1
Y_15_15	1
X_15_0_15	1
Y_15_47	1
X_15_12_47	1
X_1_23_0	1
X_2_39_0	1
X_3_28_0	1
X_4_21_0	1
X_5_22_0	1
X_6_20_0	1
X_7_31_0	1
X_8_41_0	1
X_9_37_0	1
X_10_1_0	1
X_11_32_0	1
X_12_19_0	1
X_13_40_0	1
X_14_26_0	1
X_15_47_0	1
U_1	49
U_4	47,0000000000001
U_7	2,99999999999986
U_8	1
U_9	48
U_11	1
U_12	48
U_13	1
U_14	47,0000000000004
U_17	47
U_18	2
U_19	1
U_20	49
U_21	49
U_22	49,0000000000001
U_23	49,0000000000001
U_25	48
U_26	49
U_28	49
U_30	46,0000000000004
U_31	49
U_32	49,0000000000001
U_34	1
U_35	1
U_36	1
U_37	3
U_39	49
U_40	49
U_41	49
U_44	48
U_46	48,0000000000002
U_47	49
U_48	47,0000000000002
U_49	1,99999999999986
U_50	2
