Instance: I_250_25_S_1-124_8_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 1800; 1; 0; 0,9999

Solution value  = 412
LB value  = 101,99325690146
Solution time = 1800,51398468018
Solution status = Time_Limit

Variable	value

Cmax	412
Y_1_10	1
X_1_43_10	1
Y_1_32	1
X_1_10_32	1
Y_1_43	1
X_1_200_43	1
Y_1_55	1
X_1_186_55	1
Y_1_101	1
X_1_182_101	1
Y_1_182	1
X_1_55_182	1
Y_1_186	1
X_1_234_186	1
Y_1_198	1
X_1_101_198	1
Y_1_200	1
X_1_0_200	1
Y_1_234	1
X_1_32_234	1
Y_2_57	1
X_2_165_57	1
Y_2_124	1
X_2_240_124	1
Y_2_134	1
X_2_223_134	1
Y_2_137	1
X_2_57_137	1
Y_2_142	1
X_2_134_142	1
Y_2_150	1
X_2_160_150	1
Y_2_160	1
X_2_142_160	1
Y_2_165	1
X_2_0_165	1
Y_2_212	1
X_2_150_212	1
Y_2_223	1
X_2_124_223	1
Y_2_240	1
X_2_137_240	1
Y_3_2	1
X_3_169_2	1
Y_3_14	1
X_3_202_14	1
Y_3_62	1
X_3_0_62	1
Y_3_95	1
X_3_241_95	1
Y_3_115	1
X_3_167_115	1
Y_3_116	1
X_3_115_116	1
Y_3_167	1
X_3_2_167	1
Y_3_169	1
X_3_62_169	1
Y_3_202	1
X_3_116_202	1
Y_3_241	1
X_3_14_241	1
Y_4_36	1
X_4_0_36	1
Y_4_58	1
X_4_105_58	1
Y_4_105	1
X_4_147_105	1
Y_4_147	1
X_4_218_147	1
Y_4_181	1
X_4_231_181	1
Y_4_206	1
X_4_58_206	1
Y_4_215	1
X_4_36_215	1
Y_4_218	1
X_4_181_218	1
Y_4_231	1
X_4_215_231	1
Y_5_4	1
X_5_61_4	1
Y_5_12	1
X_5_177_12	1
Y_5_38	1
X_5_44_38	1
Y_5_44	1
X_5_98_44	1
Y_5_61	1
X_5_86_61	1
Y_5_86	1
X_5_229_86	1
Y_5_98	1
X_5_103_98	1
Y_5_103	1
X_5_222_103	1
Y_5_177	1
X_5_0_177	1
Y_5_192	1
X_5_4_192	1
Y_5_222	1
X_5_12_222	1
Y_5_229	1
X_5_38_229	1
Y_6_82	1
X_6_89_82	1
Y_6_89	1
X_6_141_89	1
Y_6_93	1
X_6_82_93	1
Y_6_141	1
X_6_201_141	1
Y_6_148	1
X_6_233_148	1
Y_6_201	1
X_6_0_201	1
Y_6_233	1
X_6_93_233	1
Y_7_9	1
X_7_13_9	1
Y_7_13	1
X_7_139_13	1
Y_7_27	1
X_7_140_27	1
Y_7_56	1
