Instance: I_200_25_S_1-49_5_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 1800; 1; 0; 0,9999

Solution value  = 14908
LB value  = 66,4105164587729
Solution time = 1800,19006919861
Solution status = Time_Limit

Variable	value

Cmax	14908
Y_25_1	1
X_25_200_1	1
Y_25_2	1
X_25_199_2	1
Y_25_3	1
X_25_198_3	1
Y_25_4	1
X_25_197_4	1
Y_25_5	1
X_25_196_5	1
Y_25_6	1
X_25_195_6	1
Y_25_7	1
X_25_194_7	1
Y_25_8	1
X_25_193_8	1
Y_25_9	1
X_25_192_9	1
Y_25_10	1
X_25_191_10	1
Y_25_11	1
X_25_190_11	1
Y_25_12	1
X_25_189_12	1
Y_25_13	1
X_25_188_13	1
Y_25_14	1
X_25_187_14	1
Y_25_15	1
X_25_186_15	1
Y_25_16	1
X_25_185_16	1
Y_25_17	1
X_25_184_17	1
Y_25_18	1
X_25_183_18	1
Y_25_19	1
X_25_182_19	1
Y_25_20	1
X_25_181_20	1
Y_25_21	1
X_25_180_21	1
Y_25_22	1
X_25_179_22	1
Y_25_23	1
X_25_178_23	1
Y_25_24	1
X_25_177_24	1
Y_25_25	1
X_25_176_25	1
Y_25_26	1
X_25_175_26	1
Y_25_27	1
X_25_174_27	1
Y_25_28	1
X_25_173_28	1
Y_25_29	1
X_25_172_29	1
Y_25_30	1
X_25_171_30	1
Y_25_31	1
X_25_170_31	1
Y_25_32	1
X_25_169_32	1
Y_25_33	1
X_25_168_33	1
Y_25_34	1
X_25_167_34	1
Y_25_35	1
X_25_166_35	1
Y_25_36	1
X_25_165_36	1
Y_25_37	1
X_25_164_37	1
Y_25_38	1
X_25_163_38	1
Y_25_39	1
X_25_162_39	1
Y_25_40	1
X_25_161_40	1
Y_25_41	1
X_25_160_41	1
Y_25_42	1
X_25_159_42	1
Y_25_43	1
X_25_158_43	1
Y_25_44	1
X_25_157_44	1
Y_25_45	1
X_25_156_45	1
Y_25_46	1
X_25_155_46	1
Y_25_47	1
X_25_154_47	1
Y_25_48	1
X_25_153_48	1
Y_25_49	1
X_25_152_49	1
Y_25_50	1
X_25_151_50	1
Y_25_51	1
X_25_150_51	1
Y_25_52	1
X_25_149_52	1
Y_25_53	1
X_25_148_53	1
Y_25_54	1
X_25_147_54	1
Y_25_55	1
X_25_146_55	1
Y_25_56	1
X_25_145_56	1
Y_25_57	1
X_25_144_57	1
Y_25_58	1
X_25_143_58	1
Y_25_59	1
X_25_142_59	1
Y_25_60	1
X_25_141_60	1
Y_25_61	1
X_25_140_61	1
Y_25_62	1
X_25_139_62	1
Y_25_63	1
X_25_138_63	1
Y_25_64	1
X_25_137_64	1
Y_25_65	1
X_25_136_65	1
Y_25_66	1
X_25_135_66	1
Y_25_67	1
X_25_134_67	1
Y_25_68	1
X_25_133_68	1
Y_25_69	1
X_25_132_69	1
Y_25_70	1
X_25_131_70	1
Y_25_71	1
X_25_130_71	1
Y_25_72	1
X_25_129_72	1
Y_25_73	1
X_25_128_73	1
Y_25_74	1
X_25_127_74	1
Y_25_75	1
X_25_126_75	1
Y_25_76	1
X_25_125_76	1
Y_25_77	1
X_25_124_77	1
Y_25_78	1
X_25_123_78	1
Y_25_79	1
X_25_122_79	1
Y_25_80	1
X_25_121_80	1
Y_25_81	1
X_25_120_81	1
Y_25_82	1
X_25_119_82	1
Y_25_83	1
X_25_118_83	1
Y_25_84	1
X_25_117_84	1
Y_25_85	1
X_25_116_85	1
Y_25_86	1
X_25_115_86	1
Y_25_87	1
X_25_114_87	1
Y_25_88	1
X_25_113_88	1
Y_25_89	1
X_25_112_89	1
Y_25_90	1
X_25_111_90	1
Y_25_91	1
X_25_110_91	1
Y_25_92	1
X_25_109_92	1
Y_25_93	1
X_25_108_93	1
Y_25_94	1
X_25_107_94	1
Y_25_95	1
X_25_106_95	1
Y_25_96	1
X_25_105_96	1
Y_25_97	1
X_25_104_97	1
Y_25_98	1
X_25_103_98	1
Y_25_99	1
X_25_102_99	1
Y_25_100	1
X_25_101_100	1
Y_25_101	1
X_25_0_101	1
Y_25_102	1
X_25_100_102	1
Y_25_103	1
X_25_99_103	1
Y_25_104	1
X_25_98_104	1
Y_25_105	1
X_25_97_105	1
Y_25_106	1
X_25_96_106	1
Y_25_107	1
X_25_95_107	1
Y_25_108	1
X_25_94_108	1
Y_25_109	1
