Instance: I_100_20_S_1-124_6_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 1800; 1; 0; 0,9999

Solution value  = 162
LB value  = 62
Solution time = 1800,05437469482
Solution status = Time_Limit

Variable	value

Cmax	162
Y_1_4	1
X_1_0_4	1
Y_1_20	1
X_1_4_20	1
Y_1_34	1
X_1_41_34	1
Y_1_41	1
X_1_20_41	1
Y_1_77	1
X_1_100_77	1
Y_1_82	1
X_1_34_82	1
Y_1_100	1
X_1_82_100	1
Y_2_10	1
X_2_69_10	1
Y_2_32	1
X_2_10_32	1
Y_2_68	1
X_2_86_68	1
Y_2_69	1
X_2_68_69	1
Y_2_86	1
X_2_0_86	1
Y_2_98	1
X_2_32_98	1
Y_3_6	1
X_3_19_6	1
Y_3_8	1
X_3_94_8	1
Y_3_19	1
X_3_0_19	1
Y_3_79	1
X_3_8_79	1
Y_3_94	1
X_3_6_94	1
Y_4_3	1
X_4_73_3	1
Y_4_12	1
X_4_17_12	1
Y_4_16	1
X_4_12_16	1
Y_4_17	1
X_4_3_17	1
Y_4_73	1
X_4_0_73	1
Y_5_14	1
X_5_59_14	1
Y_5_48	1
X_5_89_48	1
Y_5_59	1
X_5_48_59	1
Y_5_71	1
X_5_14_71	1
Y_5_89	1
X_5_0_89	1
Y_6_2	1
X_6_35_2	1
Y_6_11	1
X_6_72_11	1
Y_6_22	1
X_6_2_22	1
Y_6_35	1
X_6_85_35	1
Y_6_72	1
X_6_22_72	1
Y_6_85	1
X_6_0_85	1
Y_7_55	1
X_7_65_55	1
Y_7_60	1
X_7_92_60	1
Y_7_65	1
X_7_0_65	1
Y_7_81	1
X_7_60_81	1
Y_7_92	1
X_7_55_92	1
Y_8_38	1
X_8_0_38	1
Y_8_61	1
X_8_87_61	1
Y_8_80	1
X_8_97_80	1
Y_8_87	1
X_8_80_87	1
Y_8_97	1
X_8_38_97	1
Y_9_9	1
X_9_0_9	1
Y_9_18	1
X_9_43_18	1
Y_9_26	1
X_9_9_26	1
Y_9_28	1
X_9_18_28	1
Y_9_43	1
X_9_26_43	1
Y_10_40	1
X_10_57_40	1
Y_10_44	1
X_10_78_44	1
Y_10_57	1
X_10_74_57	1
Y_10_74	1
X_10_84_74	1
Y_10_78	1
X_10_0_78	1
Y_10_84	1
X_10_44_84	1
Y_11_23	1
X_11_0_23	1
Y_11_66	1
X_11_23_66	1
Y_12_37	1
X_12_83_37	1
Y_12_42	1
X_12_37_42	1
Y_12_56	1
X_12_62_56	1
Y_12_62	1
X_12_42_62	1
Y_12_76	1
X_12_56_76	1
Y_12_83	1
X_12_0_83	1
Y_13_31	1
X_13_49_31	1
Y_13_46	1
X_13_31_46	1
Y_13_49	1
X_13_0_49	1
Y_14_52	1
X_14_90_52	1
Y_14_90	1
X_14_0_90	1
Y_15_13	1
X_15_51_13	1
Y_15_21	1
X_15_54_21	1
Y_15_27	1
X_15_95_27	1
Y_15_50	1
X_15_0_50	1
Y_15_51	1
X_15_21_51	1
Y_15_54	1
X_15_27_54	1
Y_15_95	1
X_15_50_95	1
Y_16_15	1
X_16_88_15	1
Y_16_24	1
X_16_0_24	1
Y_16_88	1
X_16_24_88	1
Y_17_47	1
X_17_67_47	1
Y_17_53	1
X_17_63_53	1
Y_17_63	1
X_17_47_63	1
Y_17_67	1
X_17_0_67	1
Y_18_1	1
X_18_5_1	1
Y_18_5	1
X_18_25_5	1
Y_18_25	1
X_18_30_25	1
Y_18_30	1
X_18_0_30	1
Y_18_96	1
X_18_1_96	1
Y_19_7	1
X_19_93_7	1
Y_19_36	1
X_19_64_36	1
Y_19_58	1
X_19_36_58	1
Y_19_64	1
X_19_0_64	1
Y_19_93	1
X_19_99_93	1
Y_19_99	1
X_19_58_99	1
Y_20_29	1
X_20_45_29	1
Y_20_33	1
X_20_91_33	1
Y_20_39	1
X_20_0_39	1
Y_20_45	1
X_20_39_45	1
Y_20_70	1
X_20_33_70	1
Y_20_75	1
X_20_70_75	1
Y_20_91	1
X_20_29_91	1
X_1_77_0	1
X_2_98_0	1
X_3_79_0	1
X_4_16_0	1
X_5_71_0	1
X_6_11_0	1
X_7_81_0	1
X_8_61_0	1
X_9_28_0	1
X_10_40_0	1
X_11_66_0	1
X_12_76_0	1
X_13_46_0	1
X_14_52_0	1
X_15_13_0	1
X_16_15_0	1
X_17_53_0	1
X_18_96_0	1
X_19_7_0	1
X_20_75_0	1
U_1	98,0000000000001
U_2	1,99999999999977
U_3	0,999999999999801
U_5	97,0000000000002
U_6	0,999999999999559
U_7	99,0000000000001
U_8	98,0000000000003
U_10	2,99999999999957
U_11	99,0000000000001
U_12	98,0000000000003
U_13	99,0000000000001
U_14	98,0000000000002
U_15	99,0000000000002
U_16	99,0000000000002
U_17	1,9999999999992
U_18	98,0000000000003
U_20	0,999999999999943
U_21	97,0000000000004
U_22	2,99999999999989
U_25	0,999999999999773
U_26	0,999999999999886
U_27	1,99999999999963
U_28	99,0000000000002
U_29	1,9999999999998
U_31	98,0000000000001
U_32	98,0000000000001
U_33	97,0000000000007
U_34	2,99999999999983
U_35	0,999999999999972
U_36	0,999999999999915
U_37	0,999999999999943
U_40	99,0000000000001
U_41	1,99999999999967
U_42	1,9999999999998
U_43	97,0000000000003
U_44	0,999999999999886
U_45	0,999999999999943
U_46	99,0000000000001
U_47	0,999999999999915
U_48	0,999999999999716
U_51	98,0000000000002
U_52	99,0000000000001
U_53	99,0000000000001
U_54	96,0000000000007
U_55	0,999999999999886
U_56	98,0000000000001
U_57	98,0000000000001
U_58	1,99999999999984
U_59	1,99999999999935
U_60	98,0000000000001
U_61	99,0000000000002
U_62	2,99999999999962
U_63	98,0000000000002
U_66	99,0000000000001
U_68	0,999999999999943
