Instance: I_250_15_S_1-9_8_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 1800; 1; 0; 0,9999

Solution value  = 145
LB value  = 124,579526776139
Solution time = 1802,5945148468
Solution status = Time_Limit

Variable	value

Cmax	145
Y_1_10	1
X_1_61_10	1
Y_1_19	1
X_1_47_19	1
Y_1_24	1
X_1_239_24	1
Y_1_26	1
X_1_0_26	1
Y_1_47	1
X_1_77_47	1
Y_1_61	1
X_1_229_61	1
Y_1_64	1
X_1_208_64	1
Y_1_73	1
X_1_19_73	1
Y_1_77	1
X_1_24_77	1
Y_1_103	1
X_1_26_103	1
Y_1_105	1
X_1_103_105	1
Y_1_130	1
X_1_10_130	1
Y_1_144	1
X_1_220_144	1
Y_1_177	1
X_1_73_177	1
Y_1_207	1
X_1_218_207	1
Y_1_208	1
X_1_177_208	1
Y_1_218	1
X_1_64_218	1
Y_1_220	1
X_1_207_220	1
Y_1_229	1
X_1_105_229	1
Y_1_239	1
X_1_130_239	1
Y_2_1	1
X_2_159_1	1
Y_2_2	1
X_2_140_2	1
Y_2_23	1
X_2_211_23	1
Y_2_27	1
X_2_1_27	1
Y_2_33	1
X_2_216_33	1
Y_2_75	1
X_2_0_75	1
Y_2_97	1
X_2_27_97	1
Y_2_108	1
X_2_109_108	1
Y_2_109	1
X_2_75_109	1
Y_2_123	1
X_2_97_123	1
Y_2_132	1
X_2_33_132	1
Y_2_140	1
X_2_23_140	1
Y_2_151	1
X_2_108_151	1
Y_2_159	1
X_2_176_159	1
Y_2_176	1
X_2_151_176	1
Y_2_189	1
X_2_123_189	1
Y_2_200	1
X_2_189_200	1
Y_2_211	1
X_2_132_211	1
Y_2_216	1
X_2_200_216	1
Y_3_36	1
X_3_134_36	1
Y_3_48	1
X_3_90_48	1
Y_3_66	1
X_3_197_66	1
Y_3_90	1
X_3_66_90	1
Y_3_95	1
X_3_222_95	1
Y_3_115	1
X_3_48_115	1
Y_3_134	1
X_3_115_134	1
Y_3_138	1
X_3_219_138	1
Y_3_149	1
X_3_244_149	1
Y_3_155	1
X_3_149_155	1
Y_3_191	1
X_3_95_191	1
Y_3_197	1
X_3_191_197	1
Y_3_199	1
X_3_0_199	1
Y_3_219	1
X_3_240_219	1
Y_3_222	1
X_3_155_222	1
Y_3_240	1
X_3_199_240	1
Y_3_244	1
X_3_138_244	1
Y_4_7	1
X_4_203_7	1
Y_4_42	1
X_4_106_42	1
Y_4_55	1
X_4_148_55	1
Y_4_69	1
X_4_232_69	1
Y_4_88	1
X_4_185_88	1
Y_4_106	1
X_4_141_106	1
Y_4_126	1
X_4_230_126	1
Y_4_141	1
X_4_55_141	1
Y_4_147	1
X_4_153_147	1
Y_4_148	1
X_4_126_148	1
Y_4_153	1
X_4_69_153	1
Y_4_185	1
X_4_213_185	1
Y_4_203	1
X_4_245_203	1
Y_4_213	1
X_4_42_213	1
Y_4_230	1
X_4_147_230	1
Y_4_232	1
X_4_0_232	1
Y_4_245	1
X_4_88_245	1
Y_5_3	1
X_5_111_3	1
Y_5_4	1
X_5_164_4	1
Y_5_5	1
X_5_100_5	1
Y_5_22	1
X_5_0_22	1
Y_5_60	1
X_5_22_60	1
Y_5_76	1
X_5_102_76	1
Y_5_100	1
X_5_60_100	1
Y_5_102	1
X_5_3_102	1
Y_5_111	1
X_5_156_111	1
Y_5_120	1
X_5_180_120	1
Y_5_135	1
X_5_76_135	1
Y_5_156	1
X_5_5_156	1
Y_5_164	1
X_5_135_164	1
Y_5_180	1
X_5_4_180	1
Y_5_233	1
X_5_120_233	1
Y_6_20	1
X_6_206_20	1
Y_6_43	1
X_6_52_43	1
Y_6_45	1
X_6_46_45	1
Y_6_46	1
