Instance: I_150_30_S_1-9_1_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 1800; 1; 0; 0,9999

Solution value  = 35
LB value  = 28
Solution time = 1800,12594413757
Solution status = Time_Limit

Variable	value

Cmax	35
Y_1_29	1
X_1_121_29	1
Y_1_87	1
X_1_141_87	1
Y_1_121	1
X_1_0_121	1
Y_1_141	1
X_1_29_141	1
Y_2_45	1
X_2_113_45	1
Y_2_50	1
X_2_45_50	1
Y_2_54	1
X_2_149_54	1
Y_2_60	1
X_2_50_60	1
Y_2_72	1
X_2_60_72	1
Y_2_113	1
X_2_54_113	1
Y_2_149	1
X_2_0_149	1
Y_3_9	1
X_3_35_9	1
Y_3_35	1
X_3_40_35	1
Y_3_40	1
X_3_142_40	1
Y_3_52	1
X_3_9_52	1
Y_3_142	1
X_3_0_142	1
Y_4_1	1
X_4_0_1	1
Y_4_10	1
X_4_80_10	1
Y_4_56	1
X_4_10_56	1
Y_4_80	1
X_4_94_80	1
Y_4_94	1
X_4_110_94	1
Y_4_110	1
X_4_1_110	1
Y_5_61	1
X_5_0_61	1
Y_5_64	1
X_5_61_64	1
Y_5_73	1
X_5_120_73	1
Y_5_120	1
X_5_64_120	1
Y_6_37	1
X_6_96_37	1
Y_6_59	1
X_6_0_59	1
Y_6_77	1
X_6_59_77	1
Y_6_78	1
X_6_77_78	1
Y_6_96	1
X_6_78_96	1
Y_7_3	1
X_7_76_3	1
Y_7_4	1
X_7_0_4	1
Y_7_76	1
X_7_84_76	1
Y_7_84	1
X_7_4_84	1
Y_7_101	1
X_7_3_101	1
Y_8_7	1
X_8_0_7	1
Y_8_24	1
X_8_7_24	1
Y_8_49	1
X_8_128_49	1
Y_8_62	1
X_8_49_62	1
Y_8_128	1
X_8_24_128	1
Y_9_15	1
X_9_86_15	1
Y_9_86	1
X_9_0_86	1
Y_9_97	1
X_9_15_97	1
Y_9_124	1
X_9_97_124	1
Y_10_41	1
X_10_140_41	1
Y_10_98	1
X_10_0_98	1
Y_10_105	1
X_10_135_105	1
Y_10_135	1
X_10_41_135	1
Y_10_140	1
X_10_98_140	1
Y_11_20	1
X_11_81_20	1
Y_11_63	1
X_11_115_63	1
Y_11_71	1
X_11_0_71	1
Y_11_81	1
X_11_63_81	1
Y_11_108	1
X_11_20_108	1
Y_11_115	1
X_11_71_115	1
Y_12_31	1
X_12_0_31	1
Y_12_33	1
X_12_88_33	1
Y_12_65	1
X_12_119_65	1
Y_12_88	1
X_12_65_88	1
Y_12_119	1
X_12_31_119	1
Y_13_6	1
X_13_38_6	1
Y_13_14	1
X_13_0_14	1
Y_13_38	1
X_13_14_38	1
Y_13_138	1
X_13_6_138	1
Y_14_21	1
X_14_114_21	1
Y_14_27	1
X_14_111_27	1
Y_14_48	1
X_14_92_48	1
Y_14_92	1
X_14_0_92	1
Y_14_111	1
X_14_21_111	1
Y_14_114	1
X_14_48_114	1
Y_14_127	1
X_14_139_127	1
Y_14_139	1
X_14_27_139	1
Y_15_5	1
X_15_0_5	1
Y_15_67	1
X_15_83_67	1
Y_15_83	1
X_15_5_83	1
Y_15_89	1
X_15_148_89	1
Y_15_148	1
X_15_67_148	1
Y_16_18	1
X_16_102_18	1
Y_16_102	1
X_16_0_102	1
Y_16_125	1
X_16_18_125	1
Y_16_126	1
X_16_125_126	1
Y_17_36	1
X_17_0_36	1
Y_17_39	1
X_17_43_39	1
Y_17_43	1
X_17_99_43	1
Y_17_85	1
X_17_36_85	1
Y_17_99	1
X_17_85_99	1
Y_18_53	1
X_18_143_53	1
Y_18_57	1
X_18_0_57	1
Y_18_90	1
X_18_100_90	1
Y_18_100	1
X_18_57_100	1
Y_18_143	1
X_18_90_143	1
Y_19_69	1
X_19_0_69	1
Y_19_74	1
X_19_69_74	1
Y_19_91	1
X_19_129_91	1
Y_19_116	1
X_19_74_116	1
Y_19_129	1
X_19_116_129	1
Y_20_51	1
X_20_66_51	1
Y_20_66	1
X_20_144_66	1
Y_20_104	1
X_20_0_104	1
Y_20_144	1
X_20_104_144	1
Y_21_2	1
X_21_22_2	1
Y_21_22	1
X_21_0_22	1
Y_21_28	1
X_21_2_28	1
Y_21_47	1
X_21_79_47	1
Y_21_79	1
X_21_28_79	1
Y_21_145	1
X_21_47_145	1
Y_22_32	1
X_22_106_32	1
Y_22_42	1
X_22_0_42	1
Y_22_68	1
X_22_75_68	1
Y_22_75	1
X_22_42_75	1
Y_22_106	1
X_22_68_106	1
Y_23_13	1
X_23_58_13	1
Y_23_16	1
X_23_123_16	1
Y_23_30	1
X_23_0_30	1
Y_23_58	1
X_23_30_58	1
Y_23_123	1
X_23_13_123	1
Y_24_34	1
X_24_134_34	1
Y_24_44	1
X_24_131_44	1
Y_24_109	1
X_24_118_109	1
Y_24_118	1
X_24_34_118	1
Y_24_131	1
X_24_0_131	1
Y_24_134	1
X_24_44_134	1
Y_25_17	1
X_25_147_17	1
Y_25_112	1
X_25_0_112	1
Y_25_147	1
X_25_150_147	1
Y_25_150	1
X_25_112_150	1
Y_26_12	1
X_26_0_12	1
Y_26_19	1
X_26_12_19	1
Y_26_55	1
X_26_70_55	1
Y_26_70	1
X_26_19_70	1
Y_26_117	1
X_26_55_117	1
Y_26_122	1
X_26_117_122	1
Y_27_25	1
X_27_103_25	1
Y_27_26	1
X_27_137_26	1
Y_27_103	1
X_27_26_103	1
Y_27_137	1
X_27_0_137	1
Y_28_23	1
X_28_95_23	1
Y_28_82	1
X_28_23_82	1
Y_28_95	1
X_28_146_95	1
Y_28_130	1
X_28_82_130	1
Y_28_146	1
X_28_0_146	1
Y_29_11	1
X_29_0_11	1
Y_29_46	1
X_29_93_46	1
Y_29_93	1
X_29_107_93	1
Y_29_107	1
X_29_11_107	1
Y_30_8	1
X_30_133_8	1
Y_30_132	1
X_30_0_132	1
Y_30_133	1
X_30_132_133	1
Y_30_136	1
X_30_8_136	1
X_1_87_0	1
X_2_72_0	1
X_3_52_0	1
X_4_56_0	1
X_5_73_0	1
X_6_37_0	1
X_7_101_0	1
X_8_62_0	1
X_9_124_0	1
X_10_105_0	1
X_11_108_0	1
X_12_33_0	1
X_13_138_0	1
X_14_127_0	1
X_15_89_0	1
X_16_126_0	1
X_17_39_0	1
X_18_53_0	1
X_19_91_0	1
X_20_51_0	1
X_21_145_0	1
X_22_32_0	1
X_23_16_0	1
X_24_109_0	1
X_25_17_0	1
X_26_122_0	1
X_27_25_0	1
X_28_130_0	1
X_29_46_0	1
X_30_136_0	1
U_2	1
U_3	2,99999999999997
U_6	148
U_8	1,99999999999989
U_9	2,9999999999998
U_10	148
U_13	1,99999999999983
U_15	147
U_16	149,000000000002
U_17	149
U_18	1
U_19	1
U_20	4
U_21	145
U_23	2,00000000000001
U_24	1
U_25	149,000000000004
U_26	147
U_27	147
U_28	1,99999999999983
U_29	5,99999999999994
U_32	149,000000000001
U_33	4
U_34	2,99999999999989
U_35	1,99999999999991
U_37	149,000000000001
U_38	1
U_39	149,000000000001
U_40	0,999999999999943
U_41	1,99999999999994
U_43	148
U_44	1
U_45	3
U_46	149,000000000001
U_47	148
U_48	1
U_49	148
U_50	147
U_51	149,000000000001
U_52	3,99999999999972
U_53	149
U_54	1
U_55	3
U_56	149
U_58	1
U_60	148
U_62	149,000000000001
U_63	2,00000000000006
U_64	1
U_65	1,99999999999989
U_66	148,000000000001
U_67	147
U_68	1,9999999999998
U_70	2
U_72	149
U_73	3
U_74	1
U_75	1
U_76	1,99999999999997
U_77	0,999999999999943
U_78	147
U_79	147,000000000001
U_80	147
U_81	3,00000000000006
U_82	3,00000000000001
U_83	1
U_84	1
U_85	146
U_87	149,000000000001
U_88	3
U_89	149,000000000004
U_90	2
U_91	149,000000000002
U_93	148
U_94	146
U_95	1
U_96	148
U_97	148
U_99	147
U_100	1
U_101	3,99999999999997
U_103	148
U_105	3,99999999999994
U_106	148
U_107	147
U_108	5,00000000000003
U_109	4,99999999999989
U_110	1
U_111	146
U_113	2
U_114	2
U_115	1
U_116	2
U_117	147
U_118	3,99999999999989
U_119	1
U_120	2
U_122	148
U_123	148,000000000002
U_124	149
U_125	2
U_126	149
U_127	149
U_128	147
U_129	148
U_130	149
U_133	0,999999999999886
U_134	1,99999999999989
U_135	2,99999999999994
U_136	149
U_138	149
U_139	148
U_140	0,999999999999943
U_141	148
U_143	148
U_144	147
U_145	149
U_147	148
U_148	148
U_150	147
