Instance: I_150_15_S_1-49_6_MTZ_KB.lp
Solver : Gurobi

Solver Settings (Time_Limit; Threads; MipGap; AbsMipGap) : 1800; 1; 0; 0,9999

Solution value  = 139
LB value  = 100
Solution time = 1800,17955207825
Solution status = Time_Limit

Variable	value

Cmax	139
Y_1_37	1
X_1_129_37	1
Y_1_41	1
X_1_56_41	1
Y_1_51	1
X_1_37_51	1
Y_1_53	1
X_1_0_53	1
Y_1_56	1
X_1_95_56	1
Y_1_63	1
X_1_100_63	1
Y_1_81	1
X_1_53_81	1
Y_1_95	1
X_1_105_95	1
Y_1_100	1
X_1_51_100	1
Y_1_105	1
X_1_81_105	1
Y_1_129	1
X_1_41_129	1
Y_2_11	1
X_2_118_11	1
Y_2_30	1
X_2_73_30	1
Y_2_67	1
X_2_143_67	1
Y_2_73	1
X_2_67_73	1
Y_2_91	1
X_2_30_91	1
Y_2_118	1
X_2_132_118	1
Y_2_132	1
X_2_0_132	1
Y_2_143	1
X_2_11_143	1
Y_2_148	1
X_2_91_148	1
Y_3_29	1
X_3_87_29	1
Y_3_38	1
X_3_29_38	1
Y_3_55	1
X_3_86_55	1
Y_3_86	1
X_3_135_86	1
Y_3_87	1
X_3_139_87	1
Y_3_99	1
X_3_55_99	1
Y_3_135	1
X_3_0_135	1
Y_3_139	1
X_3_99_139	1
Y_4_35	1
X_4_50_35	1
Y_4_49	1
X_4_0_49	1
Y_4_50	1
X_4_137_50	1
Y_4_79	1
X_4_115_79	1
Y_4_83	1
X_4_103_83	1
Y_4_90	1
X_4_35_90	1
Y_4_103	1
X_4_79_103	1
Y_4_115	1
X_4_49_115	1
Y_4_137	1
X_4_146_137	1
Y_4_146	1
X_4_83_146	1
Y_5_2	1
X_5_107_2	1
Y_5_6	1
X_5_98_6	1
Y_5_16	1
X_5_32_16	1
Y_5_23	1
X_5_93_23	1
Y_5_32	1
X_5_6_32	1
Y_5_33	1
X_5_141_33	1
Y_5_46	1
X_5_147_46	1
Y_5_93	1
X_5_46_93	1
Y_5_98	1
X_5_0_98	1
Y_5_107	1
X_5_16_107	1
Y_5_141	1
X_5_2_141	1
Y_5_147	1
X_5_33_147	1
Y_6_9	1
X_6_25_9	1
Y_6_20	1
X_6_134_20	1
Y_6_25	1
X_6_145_25	1
Y_6_47	1
X_6_66_47	1
Y_6_66	1
X_6_89_66	1
Y_6_80	1
X_6_20_80	1
Y_6_89	1
X_6_80_89	1
Y_6_110	1
X_6_0_110	1
Y_6_134	1
X_6_9_134	1
Y_6_145	1
X_6_110_145	1
Y_7_94	1
X_7_101_94	1
Y_7_96	1
X_7_0_96	1
Y_7_101	1
X_7_133_101	1
Y_7_104	1
X_7_119_104	1
Y_7_119	1
X_7_96_119	1
Y_7_133	1
X_7_104_133	1
Y_8_1	1
X_8_142_1	1
Y_8_4	1
X_8_0_4	1
Y_8_5	1
X_8_149_5	1
Y_8_18	1
X_8_31_18	1
Y_8_31	1
X_8_127_31	1
Y_8_39	1
X_8_40_39	1
Y_8_40	1
X_8_4_40	1
Y_8_78	1
X_8_5_78	1
Y_8_92	1
X_8_1_92	1
Y_8_127	1
X_8_92_127	1
Y_8_142	1
X_8_39_142	1
Y_8_149	1
X_8_18_149	1
Y_9_7	1
X_9_15_7	1
Y_9_15	1
X_9_144_15	1
Y_9_22	1
X_9_102_22	1
Y_9_42	1
X_9_64_42	1
Y_9_44	1
X_9_117_44	1
Y_9_54	1
X_9_7_54	1
Y_9_62	1
X_9_42_62	1
Y_9_64	1
X_9_122_64	1
Y_9_84	1
X_9_44_84	1
Y_9_97	1
X_9_54_97	1
Y_9_102	1
X_9_84_102	1
Y_9_117	1
X_9_62_117	1
Y_9_122	1
X_9_97_122	1
Y_9_144	1
X_9_0_144	1
Y_10_12	1
X_10_0_12	1
Y_10_59	1
X_10_65_59	1
Y_10_60	1
X_10_106_60	1
Y_10_61	1
X_10_60_61	1
Y_10_65	1
X_10_113_65	1
Y_10_69	1
X_10_123_69	1
Y_10_77	1
X_10_69_77	1
Y_10_106	1
X_10_59_106	1
Y_10_112	1
X_10_61_112	1
Y_10_113	1
X_10_12_113	1
Y_10_123	1
X_10_112_123	1
Y_10_125	1
X_10_77_125	1
Y_11_3	1
X_11_17_3	1
Y_11_17	1
X_11_36_17	1
Y_11_36	1
X_11_88_36	1
Y_11_45	1
X_11_124_45	1
Y_11_82	1
X_11_0_82	1
Y_11_88	1
X_11_111_88	1
Y_11_111	1
X_11_82_111	1
Y_11_124	1
X_11_3_124	1
Y_12_8	1
X_12_121_8	1
Y_12_14	1
X_12_136_14	1
Y_12_27	1
X_12_8_27	1
Y_12_48	1
X_12_27_48	1
Y_12_68	1
X_12_131_68	1
Y_12_76	1
X_12_14_76	1
Y_12_121	1
X_12_76_121	1
Y_12_128	1
X_12_68_128	1
Y_12_131	1
X_12_140_131	1
Y_12_136	1
X_12_128_136	1
Y_12_140	1
X_12_0_140	1
Y_13_24	1
X_13_0_24	1
Y_13_28	1
X_13_114_28	1
Y_13_34	1
X_13_72_34	1
Y_13_57	1
X_13_28_57	1
Y_13_58	1
X_13_57_58	1
Y_13_72	1
X_13_58_72	1
Y_13_114	1
X_13_24_114	1
Y_14_10	1
X_14_70_10	1
Y_14_13	1
X_14_52_13	1
Y_14_19	1
X_14_75_19	1
Y_14_43	1
X_14_19_43	1
Y_14_52	1
X_14_43_52	1
Y_14_70	1
X_14_109_70	1
Y_14_71	1
X_14_13_71	1
Y_14_75	1
X_14_150_75	1
Y_14_109	1
X_14_71_109	1
Y_14_150	1
X_14_0_150	1
Y_15_21	1
X_15_138_21	1
Y_15_26	1
X_15_0_26	1
Y_15_74	1
X_15_116_74	1
Y_15_85	1
X_15_126_85	1
Y_15_108	1
X_15_85_108	1
Y_15_116	1
X_15_120_116	1
Y_15_120	1
X_15_26_120	1
Y_15_126	1
X_15_21_126	1
Y_15_130	1
X_15_108_130	1
Y_15_138	1
X_15_74_138	1
X_1_63_0	1
X_2_148_0	1
X_3_38_0	1
X_4_90_0	1
X_5_23_0	1
X_6_47_0	1
X_7_94_0	1
X_8_78_0	1
X_9_22_0	1
X_10_125_0	1
X_11_45_0	1
X_12_48_0	1
X_13_34_0	1
X_14_10_0	1
X_15_130_0	1
U_1	4
U_2	5,00000000000745
U_3	147
U_5	148,000000000001
U_6	0,999999999999062
U_7	1,99999999999969
U_8	147,000000000001
U_9	143,000000000003
U_10	149
U_11	2
U_13	5
U_14	144,000000000001
U_15	0,999999999999801
U_16	3,00000000000739
U_17	146
U_18	146,000000000001
U_19	2
U_20	145,000000000002
U_21	145
U_22	149
U_23	149,000000000001
U_25	1,99999999999906
U_27	148,000000000001
U_28	2
U_29	148,000000000006
U_30	147,000000000001
U_31	145,000000000001
U_32	2,00000000000784
U_33	145,000000000001
U_34	149
U_35	148
U_36	145
U_37	146
U_38	149,000000000001
U_39	2
U_40	1
U_41	144
U_42	143
U_43	3
U_44	146
U_45	149
U_46	147,000000000001
U_47	149,000000000003
U_48	149,000000000001
U_50	147
U_51	147
U_52	4
U_54	2,99999999999969
U_55	144,000000000006
U_56	143
U_57	2,99999999999798
U_58	147
U_59	3
U_60	143
U_61	144
U_62	144
U_63	149
U_64	142
U_65	2
U_66	148,000000000001
U_67	145,000000000001
U_68	2
U_69	147
U_70	8
U_71	6
U_72	148
U_73	146,000000000001
U_74	143
U_75	1
U_76	145,000000000001
U_77	148
U_78	149
U_79	1,9999999999996
U_80	146,000000000002
U_81	1
U_83	3,9999999999996
U_84	147
U_85	147
U_86	1
U_87	147,000000000006
U_88	144
U_89	147,000000000001
U_90	149
U_91	148,000000000001
U_92	5
U_93	148,000000000001
U_94	149
U_95	142
U_97	3,99999999999969
U_99	145,000000000006
U_100	148
U_101	148
U_102	148
U_103	2,9999999999996
U_104	1,99999999999909
U_105	141
U_106	142
U_107	4,00000000000745
U_108	148
U_109	7
U_111	143
U_112	145
U_113	1
U_114	1
U_115	0,999999999999602
U_116	1,99999999999969
U_117	145
U_118	1
U_119	0,999999999999091
U_120	0,999999999999687
U_121	146,000000000001
U_122	4,99999999999969
U_123	146
U_124	148
U_125	149
U_126	146
U_127	6
U_128	3
U_129	145
U_130	149,000000000001
U_131	1
U_133	147,000000000001
U_134	144,000000000003
U_136	143,000000000001
U_137	146
U_138	144
U_139	146,000000000006
U_141	6,00000000000745
U_142	3
U_143	144,000000000001
U_145	0,999999999999119
U_146	145
U_147	146,000000000001
U_148	149,000000000003
U_149	147,000000000001
