8  4  1
4
	0	60	1	57	2	11	3	78
	0	25	1	40	2	88	3	71
	0	96	1	82	2	69	3	82
	0	4	1	97	2	21	3	45
	0	23	1	17	2	95	3	71
	0	37	1	53	2	48	3	15
	0	65	1	23	2	66	3	68
	0	14	1	37	2	81	3	99
SSD
M0
0	31	30	47	28	13	6	32
22	0	13	36	45	38	33	36
23	8	0	12	21	49	18	27
46	20	33	0	5	45	12	7
3	19	30	20	0	36	23	17
44	7	11	19	29	0	8	23
21	31	44	18	14	17	0	36
13	39	41	47	8	44	34	0
M1
0	30	20	18	43	27	42	21
37	0	25	26	46	25	27	17
9	49	0	35	34	16	12	49
34	44	22	0	29	25	13	49
44	8	31	4	0	14	27	5
34	17	35	40	10	0	30	26
19	46	48	13	43	48	0	27
46	9	38	31	13	34	41	0
M2
0	39	17	12	26	26	1	1
8	0	38	3	48	29	23	27
28	46	0	40	30	13	22	34
45	45	21	0	44	32	48	32
37	9	14	48	0	19	17	27
41	39	49	9	42	0	16	27
48	44	15	27	31	7	0	47
16	4	6	44	17	26	36	0
M3
0	26	5	10	27	30	14	25
15	0	23	25	46	5	26	23
43	25	0	39	28	27	7	26
30	8	1	0	46	28	18	38
24	38	29	38	0	40	27	37
20	42	47	18	15	0	12	10
6	14	18	48	32	3	0	27
24	29	9	9	11	27	38	0
