250  25  1
25
	0	47	1	89	2	99	3	55	4	97	5	57	6	23	7	76	8	3	9	49	10	55	11	62	12	12	13	55	14	76	15	61	16	39	17	19	18	45	19	30	20	32	21	1	22	96	23	75	24	28
	0	44	1	72	2	12	3	82	4	78	5	25	6	30	7	25	8	97	9	18	10	62	11	85	12	99	13	99	14	16	15	61	16	70	17	29	18	9	19	53	20	52	21	98	22	3	23	75	24	27
	0	61	1	44	2	8	3	7	4	61	5	51	6	75	7	11	8	30	9	6	10	35	11	74	12	95	13	34	14	34	15	10	16	21	17	86	18	63	19	26	20	57	21	61	22	8	23	74	24	94
	0	24	1	83	2	64	3	22	4	9	5	98	6	93	7	66	8	19	9	92	10	53	11	29	12	57	13	31	14	30	15	72	16	47	17	67	18	5	19	11	20	35	21	82	22	10	23	9	24	80
	0	81	1	21	2	2	3	68	4	18	5	64	6	65	7	15	8	36	9	89	10	34	11	37	12	84	13	30	14	22	15	9	16	36	17	42	18	3	19	39	20	12	21	13	22	46	23	19	24	91
	0	63	1	28	2	53	3	61	4	95	5	56	6	46	7	46	8	56	9	82	10	20	11	96	12	11	13	76	14	93	15	51	16	67	17	10	18	22	19	91	20	69	21	63	22	19	23	53	24	67
	0	28	1	67	2	64	3	36	4	23	5	9	6	24	7	82	8	98	9	85	10	47	11	77	12	7	13	41	14	22	15	92	16	91	17	28	18	83	19	48	20	82	21	70	22	76	23	74	24	27
	0	74	1	61	2	52	3	92	4	4	5	10	6	7	7	98	8	41	9	69	10	40	11	93	12	4	13	95	14	34	15	70	16	6	17	96	18	79	19	74	20	72	21	32	22	81	23	71	24	28
	0	51	1	73	2	59	3	59	4	67	5	27	6	55	7	80	8	16	9	37	10	84	11	73	12	34	13	33	14	49	15	87	16	40	17	29	18	66	19	94	20	38	21	30	22	85	23	67	24	50
	0	42	1	43	2	96	3	57	4	62	5	5	6	85	7	3	8	47	9	1	10	76	11	87	12	81	13	58	14	5	15	65	16	95	17	83	18	84	19	10	20	3	21	65	22	55	23	24	24	72
	0	73	1	70	2	95	3	20	4	82	5	94	6	32	7	19	8	67	9	25	10	35	11	63	12	26	13	87	14	78	15	96	16	26	17	37	18	9	19	32	20	97	21	88	22	96	23	11	24	4
	0	49	1	79	2	67	3	74	4	24	5	98	6	2	7	64	8	25	9	16	10	93	11	93	12	91	13	46	14	78	15	71	16	20	17	61	18	3	19	7	20	52	21	46	22	10	23	68	24	62
	0	10	1	12	2	28	3	47	4	82	5	86	6	32	7	30	8	41	9	62	10	49	11	99	12	76	13	16	14	12	15	52	16	61	17	77	18	47	19	38	20	83	21	100	22	51	23	94	24	90
	0	87	1	71	2	23	3	11	4	42	5	85	6	69	7	79	8	95	9	3	10	75	11	78	12	32	13	21	14	42	15	55	16	12	17	9	18	12	19	2	20	74	21	8	22	48	23	94	24	40
	0	69	1	93	2	14	3	80	4	73	5	13	6	33	7	11	8	84	9	70	10	8	11	10	12	53	13	81	14	11	15	92	16	67	17	43	18	23	19	77	20	98	21	49	22	35	23	35	24	18
	0	19	1	53	2	2	3	63	4	9	5	89	6	87	7	77	8	88	9	93	10	29	11	71	12	91	13	60	14	61	15	57	16	88	17	6	18	97	19	69	20	19	21	7	22	55	23	63	24	96
	0	36	1	63	2	59	3	69	4	56	5	34	6	86	7	7	8	40	9	87	10	10	11	35	12	29	13	65	14	86	15	33	16	57	17	70	18	52	19	98	20	98	21	10	22	48	23	1	24	7
	0	48	1	51	2	10	3	78	4	72	5	27	6	59	7	22	8	46	9	70	10	71	11	48	12	2	13	67	14	86	15	5	16	84	17	2	18	25	19	2	20	58	21	5	22	16	23	27	24	40
	0	92	1	54	2	32	3	22	4	60	5	58	6	46	7	73	8	37	9	79	10	43	11	74	12	93	13	30	14	67	15	96	16	67	17	76	18	100	19	23	20	61	21	93	22	25	23	9	24	11
	0	83	1	6	2	89	3	40	4	99	5	5	6	93	7	38	8	28	9	5	10	47	11	39	12	36	13	90	14	47	15	84	16	54	17	27	18	28	19	88	20	87	21	41	22	95	23	58	24	54
	0	60	1	67	2	14	3	94	4	9	5	44	6	31	7	10	8	45	9	21	10	91	11	21	12	78	13	93	14	8	15	44	16	17	17	29	18	79	19	35	20	39	21	7	22	71	23	63	24	66
	0	41	1	35	2	82	3	95	4	43	5	18	6	29	7	31	8	96	9	16	10	78	11	97	12	33	13	76	14	13	15	33	16	55	17	55	18	100	19	13	20	20	21	87	22	75	23	28	24	95
	0	18	1	86	2	26	3	56	4	96	5	39	6	99	7	60	8	53	9	45	10	65	11	52	12	97	13	77	14	77	15	59	16	4	17	63	18	65	19	86	20	78	21	98	22	90	23	32	24	21
	0	27	1	62	2	69	3	35	4	49	5	54	6	67	7	40	8	45	9	17	10	60	11	79	12	13	13	78	14	69	15	54	16	82	17	67	18	46	19	12	20	23	21	17	22	94	23	58	24	94
	0	19	1	77	2	92	3	73	4	45	5	33	6	76	7	72	8	59	9	48	10	79	11	41	12	68	13	52	14	74	15	93	16	9	17	49	18	59	19	19	20	59	21	94	22	49	23	75	24	3
	0	68	1	50	2	47	3	29	4	31	5	5	6	40	7	99	8	42	9	93	10	47	11	34	12	75	13	2	14	81	15	21	16	78	17	18	18	81	19	3	20	47	21	93	22	39	23	36	24	18
	0	95	1	94	2	7	3	97	4	42	5	84	6	57	7	69	8	71	9	77	10	50	11	85	12	18	13	98	14	78	15	83	16	75	17	33	18	1	19	17	20	76	21	76	22	48	23	96	24	19
	0	50	1	49	2	39	3	18	4	19	5	61	6	26	7	68	8	73	9	96	10	80	11	31	12	44	13	93	14	20	15	3	16	95	17	73	18	62	19	12	20	93	21	63	22	66	23	54	24	43
	0	97	1	56	2	71	3	57	4	22	5	53	6	22	7	79	8	53	9	3	10	14	11	95	12	80	13	95	14	77	15	95	16	6	17	86	18	13	19	67	20	62	21	2	22	45	23	34	24	49
	0	58	1	52	2	75	3	90	4	20	5	65	6	92	7	83	8	28	9	53	10	99	11	8	12	13	13	36	14	51	15	20	16	5	17	90	18	54	19	24	20	11	21	44	22	2	23	25	24	95
	0	77	1	43	2	94	3	12	4	67	5	77	6	89	7	56	8	44	9	19	10	32	11	39	12	63	13	95	14	27	15	7	16	86	17	54	18	56	19	53	20	40	21	3	22	14	23	97	24	2
	0	13	1	56	2	25	3	8	4	34	5	52	6	26	7	10	8	37	9	5	10	59	11	7	12	62	13	59	14	30	15	42	16	30	17	93	18	80	19	24	20	70	21	2	22	8	23	28	24	50
	0	95	1	67	2	85	3	21	4	56	5	21	6	51	7	12	8	70	9	52	10	32	11	35	12	88	13	39	14	91	15	91	16	91	17	70	18	77	19	75	20	83	21	42	22	45	23	37	24	8
	0	66	1	46	2	37	3	94	4	84	5	33	6	94	7	39	8	61	9	91	10	43	11	25	12	11	13	83	14	20	15	95	16	71	17	96	18	50	19	47	20	30	21	97	22	23	23	34	24	81
	0	57	1	56	2	45	3	43	4	95	5	98	6	49	7	82	8	44	9	15	10	91	11	28	12	49	13	66	14	86	15	56	16	48	17	58	18	56	19	87	20	90	21	31	22	92	23	24	24	3
	0	26	1	49	2	38	3	100	4	29	5	96	6	46	7	96	8	95	9	86	10	73	11	83	12	94	13	17	14	77	15	55	16	27	17	94	18	71	19	21	20	26	21	15	22	86	23	16	24	9
