10  3  1
3
	0	47	1	45	2	47
	0	59	1	49	2	99
	0	26	1	21	2	25
	0	6	1	6	2	36
	0	12	1	74	2	53
	0	35	1	52	2	69
	0	93	1	12	2	21
	0	35	1	19	2	23
	0	46	1	48	2	22
	0	28	1	72	2	32
SSD
M0
0	6	115	14	41	25	103	74	41	64
20	0	118	51	43	64	86	113	93	39
83	53	0	20	16	122	79	83	53	43
38	107	93	0	21	109	101	34	112	59
104	24	61	19	0	113	71	109	96	117
49	119	121	44	17	0	63	102	73	115
99	43	60	26	14	3	0	85	68	32
94	73	96	102	15	40	105	0	94	93
107	120	74	34	42	112	36	9	0	4
66	67	96	81	7	19	45	111	48	0
M1
0	73	27	53	87	3	54	82	20	50
45	0	10	22	39	12	2	111	89	54
124	85	0	106	64	17	93	107	10	27
36	108	26	0	50	93	86	105	96	124
37	66	122	84	0	97	24	118	108	50
95	26	116	119	18	0	42	22	84	92
94	67	16	55	78	87	0	15	6	87
17	52	32	43	2	96	101	0	31	11
81	63	32	106	73	124	59	82	0	13
90	88	71	73	41	84	23	72	55	0
M2
0	85	75	47	85	82	47	105	25	93
8	0	118	21	104	85	38	11	96	44
96	84	0	9	83	1	105	54	103	32
124	45	57	0	6	68	76	73	57	69
50	42	16	100	0	65	30	19	81	104
32	73	73	87	102	0	24	38	54	71
78	74	98	84	24	77	0	2	85	114
15	15	63	63	94	26	109	0	61	74
21	51	69	55	3	15	117	73	0	90
124	50	5	27	1	120	55	122	74	0
