150  30  1
30
	0	34	1	1	2	11	3	95	4	21	5	40	6	29	7	27	8	34	9	55	10	8	11	7	12	53	13	11	14	64	15	90	16	40	17	50	18	30	19	4	20	82	21	19	22	80	23	84	24	100	25	40	26	62	27	63	28	57	29	57
	0	50	1	38	2	14	3	54	4	8	5	38	6	25	7	24	8	44	9	58	10	57	11	26	12	70	13	54	14	93	15	68	16	25	17	93	18	36	19	94	20	7	21	8	22	32	23	78	24	26	25	16	26	82	27	41	28	80	29	74
	0	5	1	39	2	5	3	7	4	73	5	5	6	67	7	16	8	30	9	35	10	81	11	47	12	79	13	39	14	76	15	5	16	70	17	17	18	58	19	8	20	53	21	24	22	23	23	45	24	61	25	21	26	23	27	62	28	43	29	46
	0	1	1	5	2	63	3	44	4	28	5	87	6	35	7	27	8	26	9	55	10	50	11	78	12	52	13	84	14	34	15	4	16	69	17	9	18	26	19	98	20	48	21	96	22	72	23	79	24	62	25	77	26	75	27	9	28	67	29	39
	0	44	1	12	2	90	3	19	4	39	5	43	6	63	7	37	8	85	9	76	10	67	11	6	12	32	13	21	14	87	15	58	16	65	17	72	18	86	19	95	20	84	21	64	22	49	23	64	24	29	25	88	26	54	27	96	28	11	29	68
	0	72	1	63	2	58	3	32	4	9	5	56	6	21	7	21	8	26	9	68	10	65	11	3	12	20	13	49	14	55	15	96	16	38	17	64	18	23	19	31	20	61	21	66	22	50	23	83	24	85	25	76	26	23	27	69	28	75	29	16
	0	39	1	87	2	76	3	52	4	64	5	41	6	13	7	34	8	82	9	79	10	1	11	43	12	75	13	43	14	56	15	87	16	30	17	2	18	75	19	95	20	65	21	10	22	22	23	2	24	12	25	36	26	53	27	45	28	5	29	28
	0	47	1	83	2	62	3	22	4	35	5	26	6	50	7	10	8	53	9	45	10	78	11	29	12	44	13	75	14	74	15	23	16	95	17	53	18	2	19	97	20	90	21	46	22	57	23	76	24	93	25	60	26	42	27	19	28	17	29	35
	0	89	1	62	2	35	3	65	4	18	5	88	6	26	7	7	8	9	9	53	10	75	11	61	12	47	13	100	14	79	15	30	16	76	17	59	18	2	19	3	20	49	21	9	22	96	23	15	24	74	25	36	26	93	27	74	28	94	29	42
	0	14	1	63	2	43	3	54	4	53	5	59	6	74	7	70	8	45	9	18	10	44	11	19	12	23	13	28	14	8	15	33	16	4	17	26	18	55	19	55	20	85	21	24	22	80	23	24	24	24	25	1	26	97	27	35	28	38	29	53
	0	6	1	27	2	49	3	97	4	95	5	80	6	56	7	87	8	32	9	11	10	11	11	83	12	67	13	100	14	32	15	69	16	66	17	83	18	84	19	31	20	41	21	4	22	99	23	25	24	40	25	97	26	27	27	4	28	14	29	57
	0	35	1	83	2	98	3	13	4	99	5	56	6	30	7	1	8	47	9	99	10	27	11	23	12	60	13	28	14	95	15	23	16	35	17	83	18	8	19	22	20	56	21	65	22	25	23	88	24	45	25	45	26	3	27	44	28	78	29	27
	0	25	1	26	2	92	3	29	4	72	5	52	6	10	7	11	8	90	9	70	10	74	11	71	12	26	13	79	14	52	15	81	16	54	17	56	18	60	19	48	20	2	21	31	22	27	23	100	24	53	25	80	26	67	27	48	28	79	29	47
	0	70	1	72	2	32	3	4	4	7	5	29	6	15	7	10	8	100	9	85	10	77	11	28	12	29	13	5	14	30	15	18	16	64	17	72	18	79	19	8	20	31	21	16	22	1	23	10	24	73	25	60	26	29	27	40	28	56	29	24
	0	8	1	51	2	17	3	44	4	50	5	94	6	78	7	1	8	95	9	66	10	56	11	53	12	49	13	5	14	52	15	31	16	70	17	41	18	95	19	31	20	10	21	24	22	64	23	17	24	40	25	70	26	43	27	20	28	16	29	18
	0	49	1	91	2	67	3	64	4	53	5	51	6	99	7	35	8	94	9	35	10	63	11	15	12	35	13	40	14	22	15	21	16	26	17	4	18	14	19	16	20	63	21	91	22	99	23	89	24	75	25	56	26	36	27	38	28	54	29	6
	0	35	1	52	2	26	3	93	4	61	5	61	6	31	7	100	8	7	9	8	10	42	11	3	12	53	13	65	14	66	15	23	16	71	17	83	18	79	19	6	20	59	21	73	22	10	23	85	24	1	25	27	26	72	27	16	28	90	29	53
	0	95	1	96	2	62	3	70	4	14	5	1	6	30	7	79	8	26	9	2	10	11	11	32	12	5	13	49	14	82	15	38	16	47	17	31	18	27	19	90	20	86	21	46	22	37	23	5	24	93	25	50	26	83	27	3	28	60	29	57
	0	85	1	71	2	23	3	21	4	35	5	89	6	86	7	11	8	48	9	19	10	33	11	67	12	54	13	63	14	58	15	96	16	50	17	69	18	46	19	45	20	80	21	27	22	67	23	60	24	12	25	72	26	93	27	22	28	17	29	18
	0	38	1	14	2	87	3	58	4	68	5	60	6	47	7	16	8	58	9	47	10	20	11	46	12	66	13	8	14	89	15	100	16	75	17	44	18	39	19	11	20	2	21	96	22	79	23	70	24	86	25	9	26	81	27	96	28	10	29	39
	0	83	1	14	2	1	3	99	4	46	5	97	6	29	7	48	8	49	9	44	10	92	11	60	12	85	13	91	14	62	15	41	16	75	17	78	18	22	19	67	20	16	21	25	22	25	23	69	24	27	25	83	26	53	27	82	28	74	29	63
