10  2  1
2
	0	68	1	47
	0	81	1	57
	0	48	1	59
	0	32	1	35
	0	41	1	67
	0	12	1	4
	0	78	1	11
	0	89	1	30
	0	40	1	94
	0	87	1	54
SSD
M0
0	56	83	114	59	99	89	93	39	41
71	0	62	23	69	96	88	83	77	35
14	60	0	48	124	117	103	34	33	90
101	5	98	0	78	115	79	43	100	89
109	118	70	114	0	60	86	1	82	98
22	72	89	33	40	0	96	100	48	12
92	35	97	21	89	121	0	65	108	51
101	8	89	102	73	17	51	0	10	122
80	28	50	86	48	5	5	34	0	11
58	122	8	15	104	104	41	108	8	0
M1
0	112	46	81	61	75	50	70	48	91
43	0	102	84	13	104	37	121	72	16
52	13	0	85	83	74	76	16	69	108
3	123	22	0	56	101	63	74	34	40
62	81	101	6	0	4	99	93	28	106
10	33	49	80	103	0	4	63	8	122
14	99	35	9	60	38	0	54	37	93
117	124	33	43	56	48	35	0	38	73
112	29	39	51	6	67	85	69	0	110
82	57	95	83	10	101	27	30	114	0
