8  3  1
3
	0	6	1	73	2	14
	0	11	1	66	2	89
	0	49	1	92	2	9
	0	53	1	9	2	38
	0	28	1	39	2	2
	0	72	1	53	2	81
	0	55	1	63	2	71
	0	30	1	80	2	24
SSD
M0
0	40	22	9	47	29	6	24
37	0	13	14	43	31	31	44
9	34	0	11	26	48	31	5
38	38	48	0	23	36	2	9
27	43	44	17	0	42	15	34
20	4	49	44	37	0	19	35
3	48	30	33	24	40	0	28
2	11	43	36	44	14	18	0
M1
0	47	14	14	11	34	20	1
3	0	12	8	19	6	40	24
42	49	0	22	19	26	32	7
18	9	22	0	26	35	5	37
19	8	20	30	0	13	15	16
20	17	19	26	26	0	23	42
25	33	22	3	28	46	0	26
5	3	48	30	15	34	9	0
M2
0	10	7	14	10	30	29	11
19	0	39	2	8	8	29	22
24	19	0	31	8	36	43	43
40	23	49	0	38	2	18	1
11	47	9	10	0	8	39	48
21	13	43	48	20	0	48	5
39	35	14	17	31	38	0	18
37	10	39	21	24	7	34	0
