12  4  1
4
	0	18	1	89	2	61	3	67
	0	30	1	91	2	87	3	42
	0	49	1	8	2	65	3	80
	0	74	1	55	2	72	3	34
	0	80	1	39	2	44	3	1
	0	6	1	97	2	88	3	50
	0	38	1	58	2	46	3	7
	0	85	1	96	2	100	3	59
	0	25	1	34	2	40	3	57
	0	84	1	12	2	36	3	36
	0	72	1	21	2	74	3	88
	0	81	1	82	2	64	3	39
SSD
M0
0	15	3	9	13	48	35	26	44	47	6	41
47	0	27	41	49	36	25	31	15	19	31	8
31	11	0	30	47	26	18	29	45	26	16	40
18	20	25	0	21	13	9	30	2	14	15	22
40	32	3	24	0	17	10	16	21	8	36	4
20	1	2	21	35	0	7	37	43	6	49	8
17	8	26	31	42	2	0	27	47	12	42	10
22	2	30	12	41	18	39	0	35	35	41	41
20	2	15	30	47	46	22	37	0	33	36	7
22	11	48	14	4	47	46	26	38	0	26	41
2	39	39	38	18	15	20	3	33	44	0	39
22	23	3	38	32	6	11	32	36	46	19	0
M1
0	15	31	42	10	18	45	21	4	1	5	16
40	0	30	30	7	30	10	44	7	29	37	33
34	14	0	35	36	2	26	45	8	39	33	20
1	33	17	0	18	23	35	44	7	9	18	22
22	14	25	3	0	43	26	22	16	25	47	11
40	8	35	26	35	0	21	24	38	42	47	37
29	48	10	3	28	30	0	37	30	43	23	4
11	11	40	1	16	25	6	0	39	23	36	20
44	34	7	40	15	25	40	11	0	11	27	6
4	33	2	33	43	2	30	34	34	0	19	9
48	39	5	42	47	22	46	13	18	6	0	48
22	29	44	35	22	42	38	15	13	23	8	0
M2
0	7	33	6	31	22	1	45	45	17	14	22
33	0	17	39	5	16	43	14	33	12	41	19
42	1	0	43	44	40	18	7	46	28	11	28
3	23	3	0	41	15	43	49	48	6	12	44
42	49	48	13	0	4	17	36	18	9	29	1
13	7	43	24	26	0	24	34	3	41	23	13
37	30	16	30	1	37	0	19	30	46	32	28
21	17	15	31	10	1	16	0	5	36	24	38
45	36	35	32	45	41	14	49	0	48	10	21
1	21	34	4	3	39	4	2	46	0	11	10
29	1	8	21	23	10	48	7	38	31	0	32
14	11	40	41	40	13	14	37	32	21	12	0
M3
0	45	48	46	39	21	13	1	24	19	27	44
22	0	45	28	25	19	27	40	31	49	46	32
34	44	0	24	9	37	39	4	17	6	28	47
23	34	42	0	32	12	15	39	23	43	4	10
34	49	47	24	0	40	17	1	1	19	20	40
27	47	31	9	5	0	40	43	16	24	48	43
33	8	45	27	14	7	0	34	35	34	18	42
1	7	22	10	49	5	42	0	35	25	7	7
6	3	35	15	16	34	16	39	0	40	27	18
30	33	2	14	28	6	37	49	28	0	20	38
40	20	19	34	12	35	36	13	14	43	0	35
22	9	3	33	9	43	26	26	20	25	9	0
