12  2  1
2
	0	41	1	12
	0	41	1	77
	0	69	1	16
	0	98	1	17
	0	65	1	76
	0	87	1	81
	0	67	1	49
	0	39	1	38
	0	83	1	62
	0	45	1	14
	0	45	1	68
	0	33	1	30
SSD
M0
0	28	6	46	2	9	5	22	29	27	24	33
23	0	22	40	18	38	11	33	10	3	17	28
26	8	0	26	40	32	10	33	12	34	26	12
16	47	7	0	34	45	19	7	21	22	42	8
46	30	49	34	0	15	25	43	43	23	17	44
13	19	25	39	22	0	25	1	9	27	45	28
16	5	10	34	14	44	0	34	35	11	21	42
23	27	26	2	13	25	46	0	21	47	14	45
19	43	17	30	15	14	1	2	0	38	3	34
26	22	32	15	39	3	16	47	30	0	37	26
17	23	6	37	13	10	44	13	32	17	0	25
18	34	5	15	23	11	7	26	39	7	13	0
M1
0	27	35	36	41	19	36	9	38	1	49	24
10	0	39	37	35	46	44	36	9	39	44	45
11	10	0	26	6	20	28	25	36	10	19	46
18	5	1	0	27	38	1	41	41	14	36	45
46	43	41	30	0	38	20	12	25	36	40	14
44	42	45	47	26	0	29	34	45	16	19	40
8	18	25	35	25	19	0	11	42	26	16	47
31	7	48	10	5	21	39	0	12	36	6	46
47	36	46	35	11	20	35	33	0	47	42	40
46	16	8	33	41	3	21	3	31	0	44	22
28	4	9	7	25	45	40	37	49	42	0	17
26	7	19	24	22	25	18	4	46	11	37	0
