12  4  1
4
	0	76	1	17	2	96	3	17
	0	19	1	71	2	32	3	64
	0	52	1	73	2	83	3	39
	0	63	1	5	2	8	3	14
	0	84	1	54	2	20	3	88
	0	23	1	28	2	30	3	55
	0	59	1	22	2	83	3	82
	0	64	1	46	2	100	3	51
	0	58	1	40	2	15	3	55
	0	35	1	8	2	83	3	58
	0	11	1	68	2	87	3	55
	0	65	1	96	2	81	3	96
SSD
M0
0	9	1	4	5	9	8	8	4	5	9	9
5	0	4	4	4	1	2	1	8	9	7	7
1	4	0	6	1	9	3	7	2	2	4	4
6	8	8	0	5	1	4	6	8	1	9	5
4	1	5	1	0	5	3	9	9	5	3	3
7	5	3	5	4	0	6	3	7	8	6	1
1	7	5	8	9	1	0	3	1	5	6	7
3	3	7	7	8	5	1	0	3	3	9	9
7	8	5	8	2	8	2	5	0	7	3	9
6	5	1	3	7	8	7	3	7	0	8	7
9	1	8	7	6	3	1	6	7	7	0	8
9	4	9	9	8	6	7	3	9	1	7	0
M1
0	9	9	9	6	1	5	7	1	5	2	7
1	0	1	3	9	7	1	2	3	3	1	9
8	2	0	3	8	3	8	7	6	2	4	8
7	9	8	0	2	8	7	8	6	6	2	8
7	4	6	9	0	7	9	9	4	2	8	3
6	5	3	5	2	0	6	8	6	2	3	7
3	2	9	8	5	1	0	7	3	1	5	2
1	3	5	3	4	6	4	0	4	6	4	1
7	9	7	1	6	1	4	7	0	1	5	5
1	7	8	7	4	6	2	4	2	0	9	1
7	5	7	6	9	1	6	2	4	9	0	5
5	1	8	6	3	4	4	9	9	9	2	0
M2
0	5	8	5	4	2	1	3	1	4	3	7
9	0	8	3	3	7	5	2	9	1	1	3
3	1	0	2	1	7	4	3	6	5	9	8
7	7	3	0	8	2	9	2	2	1	9	7
2	1	9	3	0	9	3	2	1	5	1	6
8	3	2	2	6	0	5	6	1	1	7	5
2	9	4	4	2	7	0	1	3	1	3	4
5	5	9	5	1	5	3	0	6	3	5	9
8	7	6	6	7	9	8	1	0	8	7	6
5	8	4	6	8	6	9	5	8	0	8	8
6	7	6	9	1	9	2	1	6	5	0	1
4	9	8	9	9	9	6	4	1	8	1	0
M3
0	6	4	3	7	8	6	9	5	4	9	4
8	0	9	2	3	8	6	4	6	2	9	1
7	4	0	8	9	2	4	4	2	4	4	2
2	2	7	0	6	2	8	2	2	1	7	4
8	2	1	9	0	4	5	7	3	7	2	9
5	2	6	2	1	0	1	3	2	2	8	2
8	9	8	1	5	3	0	1	6	3	6	2
8	8	5	6	6	9	4	0	6	5	1	6
4	4	1	1	5	7	5	5	0	8	7	7
6	6	8	6	3	6	9	4	5	0	6	2
3	8	4	4	9	9	1	2	7	3	0	7
3	7	5	2	7	2	8	8	5	7	9	0
