12  4  1
4
	0	70	1	92	2	55	3	49
	0	51	1	94	2	77	3	77
	0	92	1	24	2	44	3	66
	0	100	1	14	2	86	3	7
	0	2	1	97	2	54	3	52
	0	98	1	97	2	57	3	45
	0	17	1	26	2	36	3	95
	0	58	1	90	2	96	3	75
	0	8	1	27	2	91	3	20
	0	87	1	28	2	8	3	41
	0	56	1	8	2	32	3	88
	0	80	1	30	2	64	3	26
SSD
M0
0	4	2	3	1	5	5	7	4	8	3	1
3	0	2	8	9	9	5	6	1	9	3	2
8	4	0	7	2	8	4	6	9	9	9	8
9	7	2	0	6	5	2	4	1	5	5	5
7	3	2	8	0	6	2	2	9	5	3	8
8	8	9	8	5	0	9	1	5	9	4	3
6	1	6	8	5	9	0	3	7	5	8	4
3	8	1	4	7	8	2	0	2	2	6	7
5	1	5	7	6	8	6	2	0	2	2	5
1	8	6	6	6	2	4	3	8	0	3	2
5	1	8	4	2	4	9	8	2	3	0	2
8	6	1	8	5	5	5	4	2	7	8	0
M1
0	6	9	4	7	3	3	4	1	1	3	8
6	0	8	5	4	9	1	3	6	4	9	5
3	5	0	9	7	6	7	3	2	9	1	7
3	3	3	0	7	7	1	6	4	4	6	3
5	9	7	3	0	6	6	4	3	3	2	1
5	7	9	7	7	0	5	5	4	2	2	9
5	5	8	2	9	7	0	6	7	9	7	2
1	3	3	7	1	9	8	0	3	9	1	6
5	2	7	6	3	8	5	3	0	5	6	9
3	1	8	8	9	4	6	1	7	0	8	5
2	7	1	1	1	4	6	7	7	9	0	5
9	7	2	2	3	5	3	3	9	2	9	0
M2
0	9	7	5	2	3	7	4	8	1	2	4
3	0	4	3	6	9	7	3	2	5	7	6
1	3	0	8	3	8	9	6	9	5	4	8
9	6	3	0	8	3	7	8	1	5	9	2
1	4	1	7	0	5	4	6	8	1	2	2
2	1	7	5	6	0	8	6	1	2	8	3
7	7	3	4	7	5	0	5	4	7	5	5
2	3	8	2	6	9	6	0	1	1	8	5
5	9	8	6	8	1	4	9	0	2	7	6
1	7	7	7	4	8	1	7	1	0	6	6
2	6	8	4	6	7	5	6	9	5	0	1
5	8	8	4	6	9	4	1	8	7	2	0
M3
0	2	4	7	5	8	1	7	6	6	9	4
9	0	3	3	4	6	5	5	7	2	7	4
6	1	0	1	7	9	4	1	3	5	2	2
5	4	4	0	9	4	5	5	1	4	9	4
4	4	4	6	0	4	5	4	4	4	2	3
8	4	1	1	3	0	5	4	5	5	5	6
4	9	3	3	9	7	0	7	3	9	9	2
8	3	6	9	5	5	3	0	2	6	7	4
6	2	9	3	1	6	2	7	0	5	7	5
1	6	7	5	4	9	2	9	9	0	8	8
4	6	3	3	8	8	3	8	9	8	0	7
1	7	7	2	2	6	7	5	8	9	3	0
