8  3  1
3
	0	47	1	88	2	14
	0	22	1	61	2	35
	0	46	1	22	2	1
	0	12	1	29	2	10
	0	91	1	73	2	34
	0	5	1	42	2	94
	0	47	1	51	2	33
	0	15	1	81	2	48
SSD
M0
0	96	93	40	32	94	72	23
81	0	63	65	96	20	94	41
60	38	0	69	47	88	62	59
93	34	36	0	64	10	7	94
55	29	80	57	0	38	62	84
50	50	81	74	44	0	74	11
6	79	6	88	43	91	0	32
77	82	76	98	5	69	52	0
M1
0	63	72	29	7	81	80	71
43	0	58	25	4	49	66	95
71	65	0	20	66	38	33	41
48	33	23	0	73	73	52	95
20	98	90	49	0	9	69	37
32	25	72	54	45	0	48	72
35	60	94	13	2	17	0	49
13	89	88	30	5	42	22	0
M2
0	39	95	82	91	66	34	70
25	0	77	24	45	91	79	21
99	55	0	55	83	63	43	20
98	71	71	0	19	71	49	30
85	56	50	32	0	30	91	7
62	16	30	3	80	0	55	4
67	83	25	56	49	18	0	86
27	19	84	61	79	9	5	0
