8  5  1
5
	0	57	1	41	2	81	3	77	4	3
	0	28	1	91	2	43	3	12	4	39
	0	33	1	45	2	60	3	92	4	90
	0	39	1	83	2	12	3	88	4	38
	0	41	1	71	2	99	3	1	4	14
	0	70	1	20	2	2	3	95	4	43
	0	24	1	47	2	6	3	32	4	91
	0	13	1	42	2	56	3	76	4	28
SSD
M0
0	3	6	6	3	2	7	1
5	0	3	8	8	5	5	7
1	3	0	7	9	8	8	8
2	9	9	0	7	4	9	7
2	4	1	7	0	5	2	9
5	6	5	1	9	0	1	3
5	5	6	3	4	4	0	1
8	8	2	4	5	7	7	0
M1
0	4	7	5	9	5	6	4
5	0	1	3	4	6	8	3
4	2	0	9	3	5	7	7
7	1	9	0	3	9	9	4
1	7	3	9	0	7	9	2
8	7	4	7	2	0	8	5
3	2	2	9	9	5	0	2
5	7	4	6	4	9	4	0
M2
0	3	7	7	9	4	8	9
7	0	8	9	3	1	7	8
3	6	0	1	8	6	1	2
1	7	4	0	9	5	8	4
1	8	4	8	0	4	6	1
8	6	1	1	5	0	5	1
4	3	3	4	4	1	0	7
4	7	7	9	4	9	5	0
M3
0	6	1	5	6	3	6	7
4	0	6	1	3	1	8	8
3	3	0	1	8	9	9	9
4	6	6	0	3	4	4	5
6	8	1	2	0	4	3	4
3	7	6	8	3	0	6	9
3	1	8	6	2	5	0	4
5	2	2	3	7	7	7	0
M4
0	1	4	1	1	7	8	7
9	0	7	6	1	8	4	8
4	8	0	4	6	2	4	7
2	8	3	0	8	6	5	6
5	9	6	2	0	5	4	3
5	3	2	6	3	0	3	1
9	3	4	4	6	9	0	7
9	7	8	7	3	5	9	0
