12  3  1
3
	0	47	1	74	2	39
	0	70	1	36	2	70
	0	96	1	3	2	71
	0	94	1	59	2	3
	0	82	1	46	2	46
	0	45	1	75	2	3
	0	82	1	2	2	97
	0	75	1	47	2	32
	0	5	1	61	2	71
	0	19	1	17	2	17
	0	65	1	31	2	47
	0	61	1	28	2	81
SSD
M0
0	58	53	43	6	86	30	54	88	15	91	90
98	0	99	67	89	25	87	7	27	14	68	57
38	62	0	48	54	28	4	42	21	68	87	31
36	43	69	0	13	44	99	23	55	13	95	64
32	41	69	55	0	84	88	63	1	59	87	78
79	8	38	44	66	0	36	10	23	35	61	99
98	46	96	20	1	62	0	77	15	75	49	6
21	4	52	62	36	21	46	0	30	55	93	15
10	79	62	5	40	20	48	43	0	42	41	81
39	46	30	6	90	87	67	64	65	0	60	47
73	49	80	78	31	54	90	51	28	41	0	3
55	51	4	73	84	95	10	48	73	36	5	0
M1
0	27	36	10	18	24	4	17	24	43	95	51
57	0	79	59	98	82	11	57	76	57	66	5
2	52	0	61	75	13	9	37	21	76	50	59
87	52	81	0	60	22	9	38	12	84	9	63
83	36	98	37	0	17	42	74	88	16	34	24
40	41	4	42	90	0	48	22	86	33	25	25
18	46	99	82	35	24	0	28	69	11	31	98
78	73	78	92	66	7	86	0	95	11	49	57
53	20	22	82	6	31	21	64	0	63	75	38
99	80	12	12	98	64	43	17	2	0	16	74
39	18	81	77	99	28	86	68	28	96	0	48
14	85	88	16	16	5	5	68	58	88	59	0
M2
0	73	99	75	80	99	41	84	91	6	21	80
17	0	82	13	28	20	98	4	31	52	85	12
60	89	0	66	57	33	68	94	80	90	69	81
99	82	87	0	21	35	64	93	26	34	52	89
53	97	11	93	0	77	76	51	21	30	82	71
40	30	51	70	20	0	53	36	10	98	41	30
9	43	23	37	2	79	0	12	39	80	2	9
48	11	6	99	13	99	97	0	56	32	37	75
60	7	54	75	16	11	58	43	0	21	72	53
70	9	97	40	95	86	79	61	71	0	24	69
38	41	77	1	9	83	45	5	72	5	0	94
48	88	4	7	78	93	26	22	72	32	92	0
