150  10  1
10
	0	63	1	45	2	64	3	4	4	85	5	2	6	75	7	1	8	5	9	59
	0	58	1	6	2	24	3	100	4	18	5	97	6	72	7	67	8	8	9	57
	0	13	1	17	2	24	3	7	4	65	5	6	6	26	7	93	8	40	9	53
	0	32	1	17	2	87	3	44	4	52	5	75	6	99	7	90	8	50	9	42
	0	93	1	47	2	58	3	1	4	92	5	59	6	76	7	23	8	74	9	91
	0	32	1	34	2	46	3	54	4	94	5	32	6	72	7	38	8	44	9	33
	0	68	1	14	2	64	3	75	4	25	5	65	6	96	7	88	8	38	9	54
	0	77	1	16	2	47	3	49	4	48	5	66	6	20	7	52	8	4	9	91
	0	31	1	10	2	29	3	59	4	15	5	98	6	22	7	41	8	96	9	9
	0	28	1	42	2	38	3	90	4	15	5	43	6	49	7	2	8	66	9	33
	0	34	1	98	2	72	3	53	4	96	5	51	6	53	7	65	8	17	9	71
	0	45	1	50	2	70	3	90	4	17	5	57	6	45	7	13	8	10	9	91
	0	96	1	52	2	25	3	96	4	27	5	6	6	90	7	70	8	89	9	43
	0	79	1	26	2	55	3	94	4	75	5	82	6	79	7	80	8	94	9	41
	0	78	1	20	2	12	3	97	4	73	5	88	6	60	7	83	8	96	9	26
	0	83	1	35	2	39	3	38	4	79	5	51	6	94	7	97	8	60	9	54
	0	31	1	61	2	94	3	9	4	99	5	75	6	44	7	35	8	42	9	3
	0	87	1	11	2	78	3	19	4	86	5	84	6	82	7	46	8	65	9	18
	0	57	1	28	2	84	3	33	4	99	5	77	6	29	7	37	8	82	9	15
	0	67	1	48	2	22	3	20	4	19	5	51	6	99	7	40	8	59	9	45
	0	36	1	23	2	43	3	68	4	76	5	1	6	21	7	14	8	96	9	98
	0	88	1	69	2	53	3	75	4	78	5	42	6	59	7	18	8	9	9	62
	0	17	1	25	2	26	3	54	4	64	5	74	6	5	7	47	8	19	9	52
	0	19	1	47	2	25	3	85	4	69	5	85	6	15	7	12	8	40	9	39
	0	72	1	67	2	26	3	69	4	39	5	86	6	49	7	24	8	9	9	49
	0	48	1	10	2	7	3	6	4	19	5	28	6	18	7	64	8	49	9	20
	0	58	1	36	2	43	3	77	4	77	5	72	6	67	7	8	8	20	9	14
	0	36	1	66	2	24	3	63	4	26	5	79	6	4	7	45	8	3	9	40
	0	47	1	99	2	70	3	42	4	43	5	51	6	100	7	76	8	3	9	20
	0	92	1	18	2	47	3	84	4	73	5	73	6	68	7	5	8	35	9	62
