8  3  1
3
	0	9	1	56	2	23
	0	17	1	98	2	45
	0	19	1	40	2	83
	0	27	1	25	2	66
	0	14	1	81	2	74
	0	85	1	44	2	8
	0	1	1	44	2	41
	0	1	1	18	2	93
SSD
M0
0	38	5	9	32	35	43	44
24	0	49	19	41	20	46	17
18	40	0	36	21	29	14	18
47	24	48	0	20	3	27	46
32	39	29	6	0	45	2	46
31	34	4	17	42	0	37	8
33	1	12	18	24	40	0	15
44	39	41	30	10	12	4	0
M1
0	20	35	24	35	31	18	35
40	0	22	35	10	3	9	35
47	48	0	27	8	15	49	33
31	1	45	0	8	14	38	20
11	42	28	12	0	47	39	28
42	40	7	28	31	0	4	47
44	44	49	9	30	37	0	31
8	9	4	39	18	4	10	0
M2
0	26	4	46	17	46	45	11
30	0	29	24	25	13	20	35
46	29	0	3	22	20	19	14
26	20	2	0	19	11	36	37
1	48	25	14	0	11	35	8
16	40	49	7	17	0	46	18
46	28	23	39	12	16	0	11
39	28	5	25	21	32	39	0
