10  5  1
5
	0	47	1	85	2	45	3	79	4	54
	0	57	1	23	2	79	3	72	4	85
	0	30	1	85	2	66	3	79	4	22
	0	35	1	17	2	18	3	65	4	22
	0	26	1	4	2	21	3	60	4	24
	0	24	1	35	2	27	3	87	4	34
	0	61	1	35	2	82	3	20	4	56
	0	78	1	5	2	4	3	10	4	58
	0	90	1	2	2	14	3	80	4	87
	0	44	1	67	2	70	3	51	4	16
SSD
M0
0	104	81	98	119	61	92	119	92	39
118	0	94	110	68	85	46	36	113	85
84	79	0	17	105	68	14	42	47	28
80	17	37	0	22	21	12	38	107	94
15	47	36	60	0	88	97	37	31	32
30	9	26	103	61	0	20	41	6	59
2	24	12	109	2	34	0	107	99	34
12	104	82	91	12	33	101	0	58	13
71	38	11	93	26	100	87	24	0	41
83	97	121	123	77	118	119	98	74	0
M1
0	78	75	7	74	91	124	24	87	28
64	0	70	71	9	109	18	11	99	12
104	115	0	105	75	18	28	51	39	72
89	46	93	0	124	106	64	35	109	110
40	9	122	116	0	95	58	13	57	3
89	106	85	19	50	0	67	112	116	118
87	84	63	123	107	56	0	71	69	65
122	27	45	55	75	79	80	0	91	49
42	35	53	69	68	21	44	88	0	124
19	80	101	29	111	15	7	13	66	0
M2
0	46	97	27	123	45	40	41	35	102
57	0	11	23	86	75	63	23	64	25
27	54	0	60	92	28	28	56	63	100
27	31	112	0	100	44	8	114	35	41
88	30	71	107	0	3	115	115	38	97
79	55	36	102	122	0	113	44	37	52
101	112	25	73	72	106	0	77	35	99
96	46	44	9	59	119	15	0	85	42
4	30	28	95	80	5	105	74	0	31
98	107	49	6	47	103	106	12	53	0
M3
0	36	110	58	96	105	122	19	104	28
120	0	90	44	66	38	95	51	111	56
77	114	0	4	1	17	92	76	83	23
33	49	16	0	37	20	63	64	92	58
37	9	94	48	0	86	124	100	43	4
96	13	27	82	49	0	95	108	110	38
38	31	4	117	46	93	0	92	21	111
86	77	13	12	122	9	4	0	119	36
97	49	27	65	24	16	110	23	0	11
96	101	1	106	21	124	120	42	75	0
M4
0	58	64	18	101	119	87	107	17	107
53	0	82	89	122	12	12	77	22	41
11	19	0	111	78	69	113	28	119	124
20	117	104	0	7	87	67	32	122	37
62	77	34	33	0	14	57	19	113	66
76	73	97	11	28	0	110	3	107	74
36	31	19	110	113	92	0	36	6	7
113	106	87	88	29	60	80	0	92	31
74	28	25	31	92	114	66	79	0	71
84	102	38	61	117	41	50	57	55	0
