12  5  1
5
	0	1	1	66	2	73	3	63	4	77
	0	43	1	49	2	53	3	60	4	4
	0	61	1	73	2	38	3	6	4	44
	0	16	1	100	2	11	3	2	4	56
	0	96	1	9	2	52	3	61	4	20
	0	54	1	51	2	79	3	6	4	52
	0	89	1	71	2	28	3	90	4	62
	0	71	1	47	2	85	3	87	4	87
	0	52	1	3	2	94	3	75	4	72
	0	57	1	22	2	46	3	78	4	9
	0	4	1	3	2	85	3	15	4	15
	0	5	1	25	2	3	3	18	4	100
SSD
M0
0	73	76	33	112	54	97	107	13	88	87	28
46	0	60	103	24	66	102	65	32	58	108	67
2	6	0	49	111	59	55	40	109	111	105	16
11	1	56	0	12	102	112	59	83	34	116	31
73	31	31	109	0	64	55	8	122	24	53	78
52	52	117	60	5	0	66	9	64	123	116	65
117	116	122	116	20	32	0	43	1	8	35	61
121	54	105	120	60	38	105	0	92	15	65	85
78	6	104	75	73	64	46	47	0	70	19	16
114	108	51	123	79	75	61	50	91	0	54	74
68	93	82	57	111	110	73	43	35	24	0	63
15	116	52	96	120	27	27	114	106	100	1	0
M1
0	77	118	89	70	12	56	53	49	29	73	103
21	0	49	99	114	119	110	30	55	2	49	25
106	36	0	118	14	33	122	29	18	51	101	23
77	75	97	0	41	90	42	71	37	38	121	121
41	75	84	117	0	108	41	64	3	56	58	46
63	68	62	25	49	0	7	21	74	120	70	110
109	95	77	43	124	10	0	73	1	17	35	115
73	84	88	104	66	117	104	0	83	30	123	114
72	73	17	58	35	91	29	14	0	109	78	89
97	16	54	3	32	83	105	113	58	0	123	15
76	22	23	18	16	104	108	124	112	107	0	81
88	83	57	14	34	45	112	35	10	30	105	0
M2
0	103	35	87	119	83	105	44	24	79	26	50
31	0	47	108	53	24	86	41	124	24	114	12
100	114	0	12	106	30	3	6	110	68	92	68
39	4	68	0	37	116	121	45	40	62	19	108
117	99	18	100	0	76	123	110	36	17	109	7
78	12	26	43	21	0	60	10	81	4	113	12
88	112	106	117	91	20	0	104	35	23	122	64
50	69	47	116	106	107	5	0	80	8	42	82
39	86	42	4	3	11	70	3	0	47	42	17
54	23	70	6	5	37	61	1	69	0	98	68
106	43	98	119	116	106	41	69	7	42	0	33
36	10	42	17	89	27	101	32	109	54	6	0
M3
0	93	50	97	87	15	85	43	71	68	61	29
116	0	16	58	101	81	85	18	6	34	101	82
81	104	0	49	22	62	29	82	89	51	21	71
118	32	18	0	11	9	16	3	78	111	99	16
92	85	114	108	0	95	65	76	38	17	9	41
34	55	7	33	113	0	68	119	71	94	30	72
31	73	37	64	59	114	0	122	97	77	84	31
8	44	58	28	32	61	72	0	92	55	74	51
1	43	40	29	86	111	18	32	0	117	71	122
70	20	62	90	35	76	74	92	10	0	12	23
117	112	34	102	112	59	58	43	15	6	0	110
52	51	41	87	115	5	81	54	9	18	103	0
M4
0	55	19	50	21	75	19	17	78	67	98	25
21	0	87	70	62	82	59	121	99	122	118	6
30	15	0	2	74	109	54	7	18	106	55	26
31	32	78	0	17	83	91	45	85	92	46	94
111	91	48	6	0	32	22	88	3	20	47	60
35	110	75	124	77	0	89	91	89	86	109	26
27	92	55	92	53	12	0	57	6	45	85	99
58	16	104	80	54	19	1	0	69	120	92	32
51	97	53	89	112	82	93	20	0	22	9	53
73	106	45	7	50	77	107	101	61	0	117	100
92	60	97	108	77	96	30	93	74	32	0	64
12	111	96	86	81	57	86	22	68	29	35	0
