12  5  1
5
	0	6	1	38	2	35	3	90	4	8
	0	93	1	75	2	36	3	86	4	96
	0	52	1	73	2	33	3	57	4	59
	0	36	1	53	2	7	3	44	4	43
	0	45	1	11	2	90	3	32	4	69
	0	34	1	21	2	8	3	85	4	52
	0	55	1	33	2	66	3	30	4	92
	0	60	1	13	2	20	3	99	4	21
	0	30	1	52	2	52	3	98	4	37
	0	13	1	26	2	49	3	21	4	39
	0	50	1	60	2	66	3	68	4	78
	0	52	1	9	2	35	3	29	4	60
SSD
M0
0	9	8	1	6	6	8	6	3	3	4	9
3	0	4	5	7	8	2	8	2	6	5	6
7	3	0	6	1	2	2	3	1	4	1	8
3	1	2	0	8	8	4	8	3	6	5	3
1	7	7	5	0	7	6	8	3	8	2	4
5	7	6	6	9	0	1	5	2	8	9	5
8	5	3	9	1	6	0	7	9	6	2	6
8	1	9	1	7	3	3	0	2	9	4	7
2	8	6	9	2	5	1	3	0	7	9	4
9	2	7	4	1	8	7	6	6	0	3	5
3	8	8	2	5	3	2	2	8	6	0	1
4	1	7	5	8	6	5	1	8	2	9	0
M1
0	5	5	1	2	1	4	7	8	6	9	6
5	0	9	6	7	1	2	4	6	3	2	9
8	6	0	7	2	1	3	5	8	9	1	6
7	8	7	0	3	6	7	5	7	7	7	4
4	6	5	2	0	6	7	7	5	4	5	4
2	1	9	8	2	0	4	4	4	7	8	5
3	5	5	2	2	7	0	5	1	5	2	8
8	5	6	3	4	9	3	0	2	2	8	5
4	8	2	7	8	6	5	5	0	5	9	2
7	3	7	5	3	2	1	6	9	0	2	1
5	8	7	4	2	1	7	1	1	5	0	2
9	5	7	9	9	6	9	1	9	8	5	0
M2
0	2	5	4	3	7	6	9	8	4	5	7
9	0	7	7	1	1	5	5	6	2	2	5
7	4	0	4	9	1	4	1	6	9	9	6
5	8	5	0	7	8	1	5	2	9	4	5
2	1	6	2	0	4	9	7	5	1	7	3
3	1	4	6	6	0	3	5	8	4	8	2
9	2	3	4	7	6	0	3	1	8	5	9
4	3	5	2	2	5	5	0	9	6	1	7
3	8	1	9	3	4	1	5	0	6	9	8
1	9	9	3	3	8	8	1	5	0	1	1
7	3	6	8	5	2	6	9	3	9	0	5
7	3	2	9	6	8	5	1	3	5	4	0
M3
0	9	3	6	8	4	3	7	6	5	7	6
1	0	3	8	2	5	2	5	8	1	7	8
7	9	0	9	1	6	2	6	9	2	1	2
6	9	9	0	7	7	9	6	6	5	4	8
4	3	6	5	0	6	1	9	6	1	6	8
6	5	5	5	3	0	9	8	2	3	1	5
8	3	9	2	1	3	0	4	1	6	5	2
2	6	5	3	2	2	2	0	2	3	1	9
4	6	8	4	3	1	3	9	0	5	2	5
2	6	5	7	5	4	3	8	6	0	5	1
5	2	3	2	7	8	9	6	5	6	0	8
2	8	7	8	5	3	4	1	7	7	8	0
M4
0	4	9	3	3	7	3	3	7	4	3	6
1	0	2	5	1	9	5	1	1	3	9	5
5	3	0	6	6	3	4	9	2	3	9	5
6	1	5	0	1	1	4	8	4	4	9	8
1	3	4	8	0	4	6	1	6	1	2	1
9	3	8	3	3	0	7	4	8	4	4	2
8	1	9	4	5	8	0	8	3	8	9	7
8	1	5	6	2	9	3	0	4	2	4	1
6	6	1	1	8	4	3	5	0	8	8	1
9	8	1	7	5	3	8	8	3	0	6	9
2	9	3	9	3	9	5	1	6	2	0	1
8	1	1	1	7	2	6	9	5	3	2	0
