10  4  1
4
	0	52	1	61	2	77	3	28
	0	30	1	77	2	69	3	34
	0	49	1	42	2	93	3	37
	0	38	1	8	2	61	3	37
	0	27	1	4	2	24	3	13
	0	50	1	26	2	32	3	24
	0	72	1	34	2	95	3	51
	0	49	1	38	2	15	3	43
	0	1	1	5	2	19	3	54
	0	47	1	38	2	37	3	84
SSD
M0
0	4	9	8	5	2	3	2	8	6
5	0	9	4	3	9	5	2	8	3
5	1	0	6	5	6	6	1	8	8
7	1	8	0	8	4	7	8	2	8
2	6	1	4	0	3	6	1	9	9
1	9	7	8	9	0	7	8	8	1
6	5	5	9	9	3	0	5	3	3
3	1	1	3	3	2	9	0	3	4
3	8	1	3	7	7	5	1	0	5
4	6	9	5	9	3	2	1	8	0
M1
0	7	2	4	8	9	9	7	3	7
9	0	2	7	9	1	7	2	4	5
7	6	0	8	8	1	5	6	3	8
8	3	7	0	6	4	1	4	6	1
6	8	5	1	0	3	6	4	8	6
7	8	8	3	7	0	8	4	4	3
4	3	8	3	7	6	0	2	1	3
9	2	4	5	3	5	6	0	9	1
7	7	7	4	6	5	8	6	0	1
7	6	1	3	1	1	2	8	6	0
M2
0	1	4	2	2	8	9	1	8	7
3	0	1	3	9	7	8	5	1	5
8	8	0	2	4	9	1	6	4	1
5	9	9	0	3	3	5	4	1	2
7	5	6	6	0	1	8	1	8	2
2	9	2	7	2	0	3	9	1	8
1	9	3	6	5	3	0	8	2	7
2	7	8	5	2	9	9	0	8	7
1	8	1	5	6	6	9	4	0	4
3	1	2	1	6	6	4	7	9	0
M3
0	5	6	8	1	8	1	7	4	8
3	0	9	2	4	1	8	4	3	9
3	3	0	3	8	9	9	7	8	8
2	7	3	0	9	8	2	5	8	9
1	4	9	5	0	8	5	8	4	4
8	8	7	8	5	0	3	1	4	6
8	2	8	3	1	9	0	3	3	7
8	9	1	1	1	9	3	0	1	1
5	9	3	1	4	4	8	3	0	4
9	7	8	7	2	7	6	1	1	0
