8  3  1
3
	0	17	1	80	2	48
	0	32	1	97	2	74
	0	56	1	1	2	82
	0	84	1	17	2	17
	0	87	1	67	2	37
	0	74	1	60	2	23
	0	35	1	71	2	19
	0	37	1	75	2	59
SSD
M0
0	37	85	99	84	104	84	16
95	0	114	56	49	10	15	73
30	88	0	100	83	22	83	21
86	43	50	0	3	50	39	63
97	23	42	88	0	5	20	98
77	69	57	73	93	0	100	2
117	81	33	27	82	49	0	5
34	104	77	78	24	99	100	0
M1
0	109	86	51	90	46	52	35
123	0	108	38	55	31	71	4
62	61	0	27	93	43	55	44
83	118	8	0	43	23	98	69
105	56	120	62	0	106	101	9
113	68	53	35	55	0	82	109
45	122	109	90	54	38	0	73
38	95	78	17	18	116	26	0
M2
0	17	106	14	37	90	46	35
7	0	84	106	84	46	93	91
98	72	0	107	64	78	65	99
67	24	66	0	59	92	38	20
26	120	18	108	0	51	77	43
113	63	63	49	8	0	22	41
71	23	26	121	114	53	0	63
92	91	102	121	11	96	63	0
