8  3  1
3
	0	94	1	1	2	2
	0	20	1	3	2	16
	0	10	1	49	2	8
	0	100	1	2	2	32
	0	78	1	73	2	98
	0	15	1	36	2	12
	0	11	1	84	2	24
	0	25	1	15	2	29
SSD
M0
0	6	60	75	97	69	49	60
94	0	45	99	27	95	59	11
41	18	0	88	48	91	50	93
11	89	32	0	19	89	77	43
18	84	76	33	0	34	31	54
21	28	62	96	18	0	53	7
1	72	15	81	38	36	0	50
52	42	97	39	57	32	36	0
M1
0	15	22	66	88	36	8	88
30	0	52	72	21	20	52	39
5	57	0	7	96	93	42	14
82	61	53	0	25	16	68	75
22	89	98	33	0	40	28	70
26	88	82	72	70	0	96	12
86	88	93	65	93	91	0	1
87	71	70	82	83	44	70	0
M2
0	4	36	28	16	82	49	82
30	0	19	69	78	35	66	9
21	55	0	63	60	8	43	33
87	92	6	0	38	32	95	4
29	68	90	39	0	37	93	26
75	94	41	98	36	0	84	44
73	75	46	4	97	38	0	5
23	84	32	85	20	50	84	0
